alt,n_bands,delta,method,bet,allocation,stopping_time,sample_size,run_time
0.51,1,0.0,lcb,inverse,greedy_kelly,,,0.37323927879333496
0.51,3,0.0,lcb,inverse,greedy_kelly,,,0.37323927879333496
0.51,10,0.0,lcb,inverse,greedy_kelly,,,0.37323927879333496
0.51,100,0.0,lcb,inverse,greedy_kelly,,,0.37323927879333496
0.51,500,0.0,lcb,inverse,greedy_kelly,,,0.37323927879333496
0.51,1,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.048071861267089844
0.51,3,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.13931918144226074
0.51,10,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.4579195976257324
0.51,100,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,4.594418287277222
0.51,500,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,23.02591562271118
0.51,1,0.5,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,0.2352440357208252
0.51,3,0.5,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,0.7023999691009521
0.51,10,0.5,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,2.3379886150360107
0.51,100,0.5,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,23.482313632965088
0.51,500,0.5,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,117.68947577476501
0.51,1,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,0.5266768932342529
0.51,3,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,1.1492011547088623
0.51,10,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,3.3296773433685303
0.51,100,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,31.242909908294678
0.51,500,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,156.23510336875916
0.51,1,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.0482022762298584
0.51,3,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.13857054710388184
0.51,10,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.4570128917694092
0.51,100,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,4.568641901016235
0.51,500,0.5,uinnsm_product,agrapa,round_robin,370.0,370.0,22.941726207733154
0.51,1,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.2347278594970703
0.51,3,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.7030673027038574
0.51,10,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,2.330526828765869
0.51,100,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,23.413926362991333
0.51,500,0.5,uinnsm_product,agrapa,predictable_kelly,336.0,400.0,117.43442249298096
0.51,1,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,0.5233850479125977
0.51,3,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,1.1483454704284668
0.51,10,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,3.332519054412842
0.51,100,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,31.14152216911316
0.51,500,0.5,uinnsm_product,agrapa,greedy_kelly,370.0,370.0,156.05784678459167
0.51,1,0.5,uinnsm_product,inverse,round_robin,400.0,400.0,0.03727388381958008
0.51,3,0.5,uinnsm_product,inverse,round_robin,400.0,400.0,0.10639357566833496
0.51,10,0.5,uinnsm_product,inverse,round_robin,390.0,390.0,0.3514134883880615
0.51,100,0.5,uinnsm_product,inverse,round_robin,334.0,334.0,3.483567953109741
0.51,500,0.5,uinnsm_product,inverse,round_robin,332.0,332.0,17.49909543991089
0.51,1,0.5,uinnsm_product,inverse,predictable_kelly,400.0,400.0,0.2249305248260498
0.51,3,0.5,uinnsm_product,inverse,predictable_kelly,400.0,400.0,0.6684122085571289
0.51,10,0.5,uinnsm_product,inverse,predictable_kelly,390.0,400.0,2.2244632244110107
0.51,100,0.5,uinnsm_product,inverse,predictable_kelly,333.0,400.0,22.312254905700684
0.51,500,0.5,uinnsm_product,inverse,predictable_kelly,332.0,400.0,112.01123261451721
0.51,1,0.5,uinnsm_product,inverse,greedy_kelly,400.0,400.0,0.5204205513000488
0.51,3,0.5,uinnsm_product,inverse,greedy_kelly,400.0,400.0,1.1400585174560547
0.51,10,0.5,uinnsm_product,inverse,greedy_kelly,390.0,390.0,3.2212977409362793
0.51,100,0.5,uinnsm_product,inverse,greedy_kelly,334.0,334.0,30.044596672058105
0.51,500,0.5,uinnsm_product,inverse,greedy_kelly,332.0,332.0,151.01524949073792
0.51,1,0.5,lcb,fixed_predictable,round_robin,400.0,400.0,10.992275953292847
0.51,3,0.5,lcb,fixed_predictable,round_robin,,,10.992275953292847
0.51,10,0.5,lcb,fixed_predictable,round_robin,,,10.992275953292847
0.51,100,0.5,lcb,fixed_predictable,round_robin,,,10.992275953292847
0.51,500,0.5,lcb,fixed_predictable,round_robin,,,10.992275953292847
0.51,1,0.5,lcb,fixed_predictable,predictable_kelly,,,10.992275953292847
0.51,3,0.5,lcb,fixed_predictable,predictable_kelly,,,10.992275953292847
0.51,10,0.5,lcb,fixed_predictable,predictable_kelly,,,10.992275953292847
0.51,100,0.5,lcb,fixed_predictable,predictable_kelly,,,10.992275953292847
0.51,500,0.5,lcb,fixed_predictable,predictable_kelly,,,10.992275953292847
0.51,1,0.5,lcb,fixed_predictable,greedy_kelly,,,10.992275953292847
0.51,3,0.5,lcb,fixed_predictable,greedy_kelly,,,10.992275953292847
0.51,10,0.5,lcb,fixed_predictable,greedy_kelly,,,10.992275953292847
0.51,100,0.5,lcb,fixed_predictable,greedy_kelly,,,10.992275953292847
0.51,500,0.5,lcb,fixed_predictable,greedy_kelly,,,10.992275953292847
0.51,1,0.5,lcb,agrapa,round_robin,400.0,400.0,11.002514362335205
0.51,3,0.5,lcb,agrapa,round_robin,,,11.002514362335205
0.51,10,0.5,lcb,agrapa,round_robin,,,11.002514362335205
0.51,100,0.5,lcb,agrapa,round_robin,,,11.002514362335205
0.51,500,0.5,lcb,agrapa,round_robin,,,11.002514362335205
0.51,1,0.5,lcb,agrapa,predictable_kelly,,,11.002514362335205
0.51,3,0.5,lcb,agrapa,predictable_kelly,,,11.002514362335205
0.51,10,0.5,lcb,agrapa,predictable_kelly,,,11.002514362335205
0.51,100,0.5,lcb,agrapa,predictable_kelly,,,11.002514362335205
0.51,500,0.5,lcb,agrapa,predictable_kelly,,,11.002514362335205
0.51,1,0.5,lcb,agrapa,greedy_kelly,,,11.002514362335205
0.51,3,0.5,lcb,agrapa,greedy_kelly,,,11.002514362335205
0.51,10,0.5,lcb,agrapa,greedy_kelly,,,11.002514362335205
0.51,100,0.5,lcb,agrapa,greedy_kelly,,,11.002514362335205
0.51,500,0.5,lcb,agrapa,greedy_kelly,,,11.002514362335205
0.51,1,0.5,lcb,inverse,round_robin,400.0,400.0,0.37188243865966797
0.51,3,0.5,lcb,inverse,round_robin,,,0.37188243865966797
0.51,10,0.5,lcb,inverse,round_robin,,,0.37188243865966797
0.51,100,0.5,lcb,inverse,round_robin,,,0.37188243865966797
0.51,500,0.5,lcb,inverse,round_robin,,,0.37188243865966797
0.51,1,0.5,lcb,inverse,predictable_kelly,,,0.37188243865966797
0.51,3,0.5,lcb,inverse,predictable_kelly,,,0.37188243865966797
0.51,10,0.5,lcb,inverse,predictable_kelly,,,0.37188243865966797
0.51,100,0.5,lcb,inverse,predictable_kelly,,,0.37188243865966797
0.51,500,0.5,lcb,inverse,predictable_kelly,,,0.37188243865966797
0.51,1,0.5,lcb,inverse,greedy_kelly,,,0.37188243865966797
0.51,3,0.5,lcb,inverse,greedy_kelly,,,0.37188243865966797
0.51,10,0.5,lcb,inverse,greedy_kelly,,,0.37188243865966797
0.51,100,0.5,lcb,inverse,greedy_kelly,,,0.37188243865966797
0.51,500,0.5,lcb,inverse,greedy_kelly,,,0.37188243865966797
0.5226315789473684,1,0.0,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.047863006591796875
0.5226315789473684,3,0.0,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.13889384269714355
0.5226315789473684,10,0.0,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.4587993621826172
0.5226315789473684,100,0.0,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,4.5931620597839355
0.5226315789473684,500,0.0,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,23.05440855026245
0.5226315789473684,1,0.0,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,0.2364029884338379
0.5226315789473684,3,0.0,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,0.7014782428741455
0.5226315789473684,10,0.0,uinnsm_product,fixed_predictable,predictable_kelly,297.0,400.0,2.3342413902282715
0.5226315789473684,100,0.0,uinnsm_product,fixed_predictable,predictable_kelly,297.0,400.0,23.440075397491455
0.5226315789473684,500,0.0,uinnsm_product,fixed_predictable,predictable_kelly,296.0,400.0,117.74398493766785
0.5226315789473684,1,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,0.5319781303405762
0.5226315789473684,3,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,1.1509945392608643
0.5226315789473684,10,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,3.3282432556152344
0.5226315789473684,100,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,31.148957014083862
0.5226315789473684,500,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,156.02852988243103
0.5226315789473684,1,0.0,uinnsm_product,agrapa,round_robin,400.0,400.0,0.04807257652282715
0.5226315789473684,3,0.0,uinnsm_product,agrapa,round_robin,400.0,400.0,0.13869667053222656
0.5226315789473684,10,0.0,uinnsm_product,agrapa,round_robin,296.0,296.0,0.4591822624206543
0.5226315789473684,100,0.0,uinnsm_product,agrapa,round_robin,156.0,156.0,4.563828468322754
0.5226315789473684,500,0.0,uinnsm_product,agrapa,round_robin,150.0,150.0,22.9251606464386
0.5226315789473684,1,0.0,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.23575925827026367
0.5226315789473684,3,0.0,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.7005598545074463
0.5226315789473684,10,0.0,uinnsm_product,agrapa,predictable_kelly,151.0,296.0,2.32962703704834
0.5226315789473684,100,0.0,uinnsm_product,agrapa,predictable_kelly,150.0,294.0,23.44214677810669
0.5226315789473684,500,0.0,uinnsm_product,agrapa,predictable_kelly,149.0,292.0,117.22213077545166
0.5226315789473684,1,0.0,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,0.5283453464508057
0.5226315789473684,3,0.0,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,1.1494648456573486
0.5226315789473684,10,0.0,uinnsm_product,agrapa,greedy_kelly,296.0,296.0,3.339555501937866
0.5226315789473684,100,0.0,uinnsm_product,agrapa,greedy_kelly,156.0,156.0,31.251875162124634
0.5226315789473684,500,0.0,uinnsm_product,agrapa,greedy_kelly,150.0,150.0,156.58250164985657
0.5226315789473684,1,0.0,uinnsm_product,inverse,round_robin,400.0,400.0,0.03730273246765137
0.5226315789473684,3,0.0,uinnsm_product,inverse,round_robin,324.0,324.0,0.10627150535583496
0.5226315789473684,10,0.0,uinnsm_product,inverse,round_robin,153.0,153.0,0.3511161804199219
0.5226315789473684,100,0.0,uinnsm_product,inverse,round_robin,146.0,146.0,3.4992516040802
0.5226315789473684,500,0.0,uinnsm_product,inverse,round_robin,146.0,146.0,17.52029013633728
0.5226315789473684,1,0.0,uinnsm_product,inverse,predictable_kelly,400.0,400.0,0.22539162635803223
0.5226315789473684,3,0.0,uinnsm_product,inverse,predictable_kelly,324.0,400.0,0.6699535846710205
0.5226315789473684,10,0.0,uinnsm_product,inverse,predictable_kelly,146.0,286.0,2.2534403800964355
0.5226315789473684,100,0.0,uinnsm_product,inverse,predictable_kelly,146.0,286.0,22.371718883514404
0.5226315789473684,500,0.0,uinnsm_product,inverse,predictable_kelly,146.0,286.0,111.79034614562988
0.5226315789473684,1,0.0,uinnsm_product,inverse,greedy_kelly,400.0,400.0,0.5170192718505859
0.5226315789473684,3,0.0,uinnsm_product,inverse,greedy_kelly,324.0,324.0,1.1180968284606934
0.5226315789473684,10,0.0,uinnsm_product,inverse,greedy_kelly,154.0,154.0,3.230888843536377
0.5226315789473684,100,0.0,uinnsm_product,inverse,greedy_kelly,146.0,146.0,30.040369749069214
0.5226315789473684,500,0.0,uinnsm_product,inverse,greedy_kelly,146.0,146.0,149.90026760101318
0.5226315789473684,1,0.0,lcb,fixed_predictable,round_robin,400.0,400.0,10.974272727966309
0.5226315789473684,3,0.0,lcb,fixed_predictable,round_robin,,,10.974272727966309
0.5226315789473684,10,0.0,lcb,fixed_predictable,round_robin,,,10.974272727966309
0.5226315789473684,100,0.0,lcb,fixed_predictable,round_robin,,,10.974272727966309
0.5226315789473684,500,0.0,lcb,fixed_predictable,round_robin,,,10.974272727966309
0.5226315789473684,1,0.0,lcb,fixed_predictable,predictable_kelly,,,10.974272727966309
0.5226315789473684,3,0.0,lcb,fixed_predictable,predictable_kelly,,,10.974272727966309
0.5226315789473684,10,0.0,lcb,fixed_predictable,predictable_kelly,,,10.974272727966309
0.5226315789473684,100,0.0,lcb,fixed_predictable,predictable_kelly,,,10.974272727966309
0.5226315789473684,500,0.0,lcb,fixed_predictable,predictable_kelly,,,10.974272727966309
0.5226315789473684,1,0.0,lcb,fixed_predictable,greedy_kelly,,,10.974272727966309
0.5226315789473684,3,0.0,lcb,fixed_predictable,greedy_kelly,,,10.974272727966309
0.5226315789473684,10,0.0,lcb,fixed_predictable,greedy_kelly,,,10.974272727966309
0.5226315789473684,100,0.0,lcb,fixed_predictable,greedy_kelly,,,10.974272727966309
0.5226315789473684,500,0.0,lcb,fixed_predictable,greedy_kelly,,,10.974272727966309
0.5226315789473684,1,0.0,lcb,agrapa,round_robin,278.0,278.0,10.969606161117554
0.5226315789473684,3,0.0,lcb,agrapa,round_robin,,,10.969606161117554
0.5226315789473684,10,0.0,lcb,agrapa,round_robin,,,10.969606161117554
0.5226315789473684,100,0.0,lcb,agrapa,round_robin,,,10.969606161117554
0.5226315789473684,500,0.0,lcb,agrapa,round_robin,,,10.969606161117554
0.5226315789473684,1,0.0,lcb,agrapa,predictable_kelly,,,10.969606161117554
0.5226315789473684,3,0.0,lcb,agrapa,predictable_kelly,,,10.969606161117554
0.5226315789473684,10,0.0,lcb,agrapa,predictable_kelly,,,10.969606161117554
0.5226315789473684,100,0.0,lcb,agrapa,predictable_kelly,,,10.969606161117554
0.5226315789473684,500,0.0,lcb,agrapa,predictable_kelly,,,10.969606161117554
0.5226315789473684,1,0.0,lcb,agrapa,greedy_kelly,,,10.969606161117554
0.5226315789473684,3,0.0,lcb,agrapa,greedy_kelly,,,10.969606161117554
0.5226315789473684,10,0.0,lcb,agrapa,greedy_kelly,,,10.969606161117554
0.5226315789473684,100,0.0,lcb,agrapa,greedy_kelly,,,10.969606161117554
0.5226315789473684,500,0.0,lcb,agrapa,greedy_kelly,,,10.969606161117554
0.5226315789473684,1,0.0,lcb,inverse,round_robin,274.0,274.0,0.37077879905700684
0.5226315789473684,3,0.0,lcb,inverse,round_robin,,,0.37077879905700684
0.5226315789473684,10,0.0,lcb,inverse,round_robin,,,0.37077879905700684
0.5226315789473684,100,0.0,lcb,inverse,round_robin,,,0.37077879905700684
0.5226315789473684,500,0.0,lcb,inverse,round_robin,,,0.37077879905700684
0.5226315789473684,1,0.0,lcb,inverse,predictable_kelly,,,0.37077879905700684
0.5226315789473684,3,0.0,lcb,inverse,predictable_kelly,,,0.37077879905700684
0.5226315789473684,10,0.0,lcb,inverse,predictable_kelly,,,0.37077879905700684
0.5226315789473684,100,0.0,lcb,inverse,predictable_kelly,,,0.37077879905700684
0.5226315789473684,500,0.0,lcb,inverse,predictable_kelly,,,0.37077879905700684
0.5226315789473684,1,0.0,lcb,inverse,greedy_kelly,,,0.37077879905700684
0.5226315789473684,3,0.0,lcb,inverse,greedy_kelly,,,0.37077879905700684
0.5226315789473684,10,0.0,lcb,inverse,greedy_kelly,,,0.37077879905700684
0.5226315789473684,100,0.0,lcb,inverse,greedy_kelly,,,0.37077879905700684
0.5226315789473684,500,0.0,lcb,inverse,greedy_kelly,,,0.37077879905700684
0.5226315789473684,1,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.04792904853820801
0.5226315789473684,3,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.13866448402404785
0.5226315789473684,10,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.45912837982177734
0.5226315789473684,100,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,4.597511291503906
0.5226315789473684,500,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,23.059112071990967
0.5226315789473684,1,0.5,uinnsm_product,fixed_predictable,predictable_kelly,400.0,400.0,0.2359447479248047
0.5226315789473684,3,0.5,uinnsm_product,fixed_predictable,predictable_kelly,383.0,400.0,0.7053029537200928
0.5226315789473684,10,0.5,uinnsm_product,fixed_predictable,predictable_kelly,304.0,400.0,2.331746816635132
0.5226315789473684,100,0.5,uinnsm_product,fixed_predictable,predictable_kelly,297.0,400.0,23.460311889648438
0.5226315789473684,500,0.5,uinnsm_product,fixed_predictable,predictable_kelly,296.0,400.0,117.89490556716919
0.5226315789473684,1,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,0.5291814804077148
0.5226315789473684,3,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,1.184342861175537
0.5226315789473684,10,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,3.353421449661255
0.5226315789473684,100,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,31.195883989334106
0.5226315789473684,500,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400.0,400.0,155.97660279273987
0.5226315789473684,1,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.04829812049865723
0.5226315789473684,3,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.1390228271484375
0.5226315789473684,10,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.45909762382507324
0.5226315789473684,100,0.5,uinnsm_product,agrapa,round_robin,156.0,156.0,4.576337575912476
0.5226315789473684,500,0.5,uinnsm_product,agrapa,round_robin,150.0,150.0,22.9626727104187
0.5226315789473684,1,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.23548269271850586
0.5226315789473684,3,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.7008719444274902
0.5226315789473684,10,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,2.3353123664855957
0.5226315789473684,100,0.5,uinnsm_product,agrapa,predictable_kelly,150.0,294.0,23.45450210571289
0.5226315789473684,500,0.5,uinnsm_product,agrapa,predictable_kelly,149.0,292.0,117.39057278633118
0.5226315789473684,1,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,0.527594804763794
0.5226315789473684,3,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,1.1493382453918457
0.5226315789473684,10,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,3.321915864944458
0.5226315789473684,100,0.5,uinnsm_product,agrapa,greedy_kelly,156.0,156.0,31.18904185295105
0.5226315789473684,500,0.5,uinnsm_product,agrapa,greedy_kelly,150.0,150.0,156.12358355522156
0.5226315789473684,1,0.5,uinnsm_product,inverse,round_robin,400.0,400.0,0.03735852241516113
0.5226315789473684,3,0.5,uinnsm_product,inverse,round_robin,274.0,274.0,0.10673308372497559
0.5226315789473684,10,0.5,uinnsm_product,inverse,round_robin,162.0,162.0,0.35131192207336426
0.5226315789473684,100,0.5,uinnsm_product,inverse,round_robin,146.0,146.0,3.51200795173645
0.5226315789473684,500,0.5,uinnsm_product,inverse,round_robin,146.0,146.0,17.549137830734253
0.5226315789473684,1,0.5,uinnsm_product,inverse,predictable_kelly,400.0,400.0,0.23164582252502441
0.5226315789473684,3,0.5,uinnsm_product,inverse,predictable_kelly,382.0,400.0,0.6737544536590576
0.5226315789473684,10,0.5,uinnsm_product,inverse,predictable_kelly,162.0,318.0,2.228548526763916
