alt,n_bands,delta,method,bet,allocation,stopping_time,sample_size,run_time
0.5731578947368421,3,0.0,lcb,fixed_predictable,greedy_kelly,,,11.008722066879272
0.5731578947368421,10,0.0,lcb,fixed_predictable,greedy_kelly,,,11.008722066879272
0.5731578947368421,100,0.0,lcb,fixed_predictable,greedy_kelly,,,11.008722066879272
0.5731578947368421,500,0.0,lcb,fixed_predictable,greedy_kelly,,,11.008722066879272
0.5731578947368421,1,0.0,lcb,agrapa,round_robin,89.0,89.0,10.99188756942749
0.5731578947368421,3,0.0,lcb,agrapa,round_robin,,,10.99188756942749
0.5731578947368421,10,0.0,lcb,agrapa,round_robin,,,10.99188756942749
0.5731578947368421,100,0.0,lcb,agrapa,round_robin,,,10.99188756942749
0.5731578947368421,500,0.0,lcb,agrapa,round_robin,,,10.99188756942749
0.5731578947368421,1,0.0,lcb,agrapa,predictable_kelly,,,10.99188756942749
0.5731578947368421,3,0.0,lcb,agrapa,predictable_kelly,,,10.99188756942749
0.5731578947368421,10,0.0,lcb,agrapa,predictable_kelly,,,10.99188756942749
0.5731578947368421,100,0.0,lcb,agrapa,predictable_kelly,,,10.99188756942749
0.5731578947368421,500,0.0,lcb,agrapa,predictable_kelly,,,10.99188756942749
0.5731578947368421,1,0.0,lcb,agrapa,greedy_kelly,,,10.99188756942749
0.5731578947368421,3,0.0,lcb,agrapa,greedy_kelly,,,10.99188756942749
0.5731578947368421,10,0.0,lcb,agrapa,greedy_kelly,,,10.99188756942749
0.5731578947368421,100,0.0,lcb,agrapa,greedy_kelly,,,10.99188756942749
0.5731578947368421,500,0.0,lcb,agrapa,greedy_kelly,,,10.99188756942749
0.5731578947368421,1,0.0,lcb,inverse,round_robin,87.0,87.0,0.37317347526550293
0.5731578947368421,3,0.0,lcb,inverse,round_robin,,,0.37317347526550293
0.5731578947368421,10,0.0,lcb,inverse,round_robin,,,0.37317347526550293
0.5731578947368421,100,0.0,lcb,inverse,round_robin,,,0.37317347526550293
0.5731578947368421,500,0.0,lcb,inverse,round_robin,,,0.37317347526550293
0.5731578947368421,1,0.0,lcb,inverse,predictable_kelly,,,0.37317347526550293
0.5731578947368421,3,0.0,lcb,inverse,predictable_kelly,,,0.37317347526550293
0.5731578947368421,10,0.0,lcb,inverse,predictable_kelly,,,0.37317347526550293
0.5731578947368421,100,0.0,lcb,inverse,predictable_kelly,,,0.37317347526550293
0.5731578947368421,500,0.0,lcb,inverse,predictable_kelly,,,0.37317347526550293
0.5731578947368421,1,0.0,lcb,inverse,greedy_kelly,,,0.37317347526550293
0.5731578947368421,3,0.0,lcb,inverse,greedy_kelly,,,0.37317347526550293
0.5731578947368421,10,0.0,lcb,inverse,greedy_kelly,,,0.37317347526550293
0.5731578947368421,100,0.0,lcb,inverse,greedy_kelly,,,0.37317347526550293
0.5731578947368421,500,0.0,lcb,inverse,greedy_kelly,,,0.37317347526550293
0.5731578947368421,1,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.04770040512084961
0.5731578947368421,3,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.1387481689453125
0.5731578947368421,10,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.45966267585754395
0.5731578947368421,100,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,4.587209463119507
0.5731578947368421,500,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,23.0438711643219
0.5731578947368421,1,0.5,uinnsm_product,fixed_predictable,predictable_kelly,344.0,344.0,0.236372709274292
0.5731578947368421,3,0.5,uinnsm_product,fixed_predictable,predictable_kelly,258.0,400.0,0.7020571231842041
0.5731578947368421,10,0.5,uinnsm_product,fixed_predictable,predictable_kelly,94.0,182.0,2.3401873111724854
0.5731578947368421,100,0.5,uinnsm_product,fixed_predictable,predictable_kelly,93.0,180.0,23.527576208114624
0.5731578947368421,500,0.5,uinnsm_product,fixed_predictable,predictable_kelly,93.0,180.0,117.85000777244568
0.5731578947368421,1,0.5,uinnsm_product,fixed_predictable,greedy_kelly,344.0,344.0,0.5268950462341309
0.5731578947368421,3,0.5,uinnsm_product,fixed_predictable,greedy_kelly,217.0,217.0,1.1488208770751953
0.5731578947368421,10,0.5,uinnsm_product,fixed_predictable,greedy_kelly,217.0,217.0,3.332242965698242
0.5731578947368421,100,0.5,uinnsm_product,fixed_predictable,greedy_kelly,217.0,217.0,31.134582996368408
0.5731578947368421,500,0.5,uinnsm_product,fixed_predictable,greedy_kelly,217.0,217.0,156.56397104263306
0.5731578947368421,1,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.0489652156829834
0.5731578947368421,3,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.1397109031677246
0.5731578947368421,10,0.5,uinnsm_product,agrapa,round_robin,54.0,54.0,0.4611496925354004
0.5731578947368421,100,0.5,uinnsm_product,agrapa,round_robin,47.0,47.0,4.575137138366699
0.5731578947368421,500,0.5,uinnsm_product,agrapa,round_robin,47.0,47.0,22.97875142097473
0.5731578947368421,1,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.2352008819580078
0.5731578947368421,3,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.6995341777801514
0.5731578947368421,10,0.5,uinnsm_product,agrapa,predictable_kelly,141.0,276.0,2.3332066535949707
0.5731578947368421,100,0.5,uinnsm_product,agrapa,predictable_kelly,47.0,88.0,23.414894819259644
0.5731578947368421,500,0.5,uinnsm_product,agrapa,predictable_kelly,47.0,88.0,117.37081241607666
0.5731578947368421,1,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,0.5242888927459717
0.5731578947368421,3,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,1.1449995040893555
0.5731578947368421,10,0.5,uinnsm_product,agrapa,greedy_kelly,54.0,54.0,3.3367691040039062
0.5731578947368421,100,0.5,uinnsm_product,agrapa,greedy_kelly,47.0,47.0,31.127967834472656
0.5731578947368421,500,0.5,uinnsm_product,agrapa,greedy_kelly,47.0,47.0,156.01720118522644
0.5731578947368421,1,0.5,uinnsm_product,inverse,round_robin,389.0,389.0,0.03717851638793945
0.5731578947368421,3,0.5,uinnsm_product,inverse,round_robin,58.0,58.0,0.10715746879577637
0.5731578947368421,10,0.5,uinnsm_product,inverse,round_robin,48.0,48.0,0.35398197174072266
0.5731578947368421,100,0.5,uinnsm_product,inverse,round_robin,44.0,44.0,3.513627767562866
0.5731578947368421,500,0.5,uinnsm_product,inverse,round_robin,44.0,44.0,17.488286018371582
0.5731578947368421,1,0.5,uinnsm_product,inverse,predictable_kelly,400.0,400.0,0.22649574279785156
0.5731578947368421,3,0.5,uinnsm_product,inverse,predictable_kelly,243.0,400.0,0.673879861831665
0.5731578947368421,10,0.5,uinnsm_product,inverse,predictable_kelly,48.0,90.0,2.230029821395874
0.5731578947368421,100,0.5,uinnsm_product,inverse,predictable_kelly,44.0,82.0,22.346513271331787
0.5731578947368421,500,0.5,uinnsm_product,inverse,predictable_kelly,44.0,82.0,111.84125065803528
0.5731578947368421,1,0.5,uinnsm_product,inverse,greedy_kelly,400.0,400.0,0.5174117088317871
0.5731578947368421,3,0.5,uinnsm_product,inverse,greedy_kelly,66.0,66.0,1.1188750267028809
0.5731578947368421,10,0.5,uinnsm_product,inverse,greedy_kelly,48.0,48.0,3.22737455368042
0.5731578947368421,100,0.5,uinnsm_product,inverse,greedy_kelly,44.0,44.0,30.036165952682495
0.5731578947368421,500,0.5,uinnsm_product,inverse,greedy_kelly,44.0,44.0,150.03343319892883
0.5731578947368421,1,0.5,lcb,fixed_predictable,round_robin,183.0,183.0,11.04860520362854
0.5731578947368421,3,0.5,lcb,fixed_predictable,round_robin,,,11.04860520362854
0.5731578947368421,10,0.5,lcb,fixed_predictable,round_robin,,,11.04860520362854
0.5731578947368421,100,0.5,lcb,fixed_predictable,round_robin,,,11.04860520362854
0.5731578947368421,500,0.5,lcb,fixed_predictable,round_robin,,,11.04860520362854
0.5731578947368421,1,0.5,lcb,fixed_predictable,predictable_kelly,,,11.04860520362854
0.5731578947368421,3,0.5,lcb,fixed_predictable,predictable_kelly,,,11.04860520362854
0.5731578947368421,10,0.5,lcb,fixed_predictable,predictable_kelly,,,11.04860520362854
0.5731578947368421,100,0.5,lcb,fixed_predictable,predictable_kelly,,,11.04860520362854
0.5731578947368421,500,0.5,lcb,fixed_predictable,predictable_kelly,,,11.04860520362854
0.5731578947368421,1,0.5,lcb,fixed_predictable,greedy_kelly,,,11.04860520362854
0.5731578947368421,3,0.5,lcb,fixed_predictable,greedy_kelly,,,11.04860520362854
0.5731578947368421,10,0.5,lcb,fixed_predictable,greedy_kelly,,,11.04860520362854
0.5731578947368421,100,0.5,lcb,fixed_predictable,greedy_kelly,,,11.04860520362854
0.5731578947368421,500,0.5,lcb,fixed_predictable,greedy_kelly,,,11.04860520362854
0.5731578947368421,1,0.5,lcb,agrapa,round_robin,89.0,89.0,11.024551391601562
0.5731578947368421,3,0.5,lcb,agrapa,round_robin,,,11.024551391601562
0.5731578947368421,10,0.5,lcb,agrapa,round_robin,,,11.024551391601562
0.5731578947368421,100,0.5,lcb,agrapa,round_robin,,,11.024551391601562
0.5731578947368421,500,0.5,lcb,agrapa,round_robin,,,11.024551391601562
0.5731578947368421,1,0.5,lcb,agrapa,predictable_kelly,,,11.024551391601562
0.5731578947368421,3,0.5,lcb,agrapa,predictable_kelly,,,11.024551391601562
0.5731578947368421,10,0.5,lcb,agrapa,predictable_kelly,,,11.024551391601562
0.5731578947368421,100,0.5,lcb,agrapa,predictable_kelly,,,11.024551391601562
0.5731578947368421,500,0.5,lcb,agrapa,predictable_kelly,,,11.024551391601562
0.5731578947368421,1,0.5,lcb,agrapa,greedy_kelly,,,11.024551391601562
0.5731578947368421,3,0.5,lcb,agrapa,greedy_kelly,,,11.024551391601562
0.5731578947368421,10,0.5,lcb,agrapa,greedy_kelly,,,11.024551391601562
0.5731578947368421,100,0.5,lcb,agrapa,greedy_kelly,,,11.024551391601562
0.5731578947368421,500,0.5,lcb,agrapa,greedy_kelly,,,11.024551391601562
0.5731578947368421,1,0.5,lcb,inverse,round_robin,87.0,87.0,0.37473249435424805
0.5731578947368421,3,0.5,lcb,inverse,round_robin,,,0.37473249435424805
0.5731578947368421,10,0.5,lcb,inverse,round_robin,,,0.37473249435424805
0.5731578947368421,100,0.5,lcb,inverse,round_robin,,,0.37473249435424805
0.5731578947368421,500,0.5,lcb,inverse,round_robin,,,0.37473249435424805
0.5731578947368421,1,0.5,lcb,inverse,predictable_kelly,,,0.37473249435424805
0.5731578947368421,3,0.5,lcb,inverse,predictable_kelly,,,0.37473249435424805
0.5731578947368421,10,0.5,lcb,inverse,predictable_kelly,,,0.37473249435424805
0.5731578947368421,100,0.5,lcb,inverse,predictable_kelly,,,0.37473249435424805
0.5731578947368421,500,0.5,lcb,inverse,predictable_kelly,,,0.37473249435424805
0.5731578947368421,1,0.5,lcb,inverse,greedy_kelly,,,0.37473249435424805
0.5731578947368421,3,0.5,lcb,inverse,greedy_kelly,,,0.37473249435424805
0.5731578947368421,10,0.5,lcb,inverse,greedy_kelly,,,0.37473249435424805
0.5731578947368421,100,0.5,lcb,inverse,greedy_kelly,,,0.37473249435424805
0.5731578947368421,500,0.5,lcb,inverse,greedy_kelly,,,0.37473249435424805
0.5857894736842105,1,0.0,uinnsm_product,fixed_predictable,round_robin,218.0,218.0,0.04792189598083496
0.5857894736842105,3,0.0,uinnsm_product,fixed_predictable,round_robin,218.0,218.0,0.13909697532653809
0.5857894736842105,10,0.0,uinnsm_product,fixed_predictable,round_robin,218.0,218.0,0.4591846466064453
0.5857894736842105,100,0.0,uinnsm_product,fixed_predictable,round_robin,218.0,218.0,4.595743179321289
0.5857894736842105,500,0.0,uinnsm_product,fixed_predictable,round_robin,218.0,218.0,23.03135347366333
0.5857894736842105,1,0.0,uinnsm_product,fixed_predictable,predictable_kelly,218.0,218.0,0.23535633087158203
0.5857894736842105,3,0.0,uinnsm_product,fixed_predictable,predictable_kelly,86.0,166.0,0.7004871368408203
0.5857894736842105,10,0.0,uinnsm_product,fixed_predictable,predictable_kelly,80.0,154.0,2.3368306159973145
0.5857894736842105,100,0.0,uinnsm_product,fixed_predictable,predictable_kelly,80.0,154.0,23.42645239830017
0.5857894736842105,500,0.0,uinnsm_product,fixed_predictable,predictable_kelly,80.0,154.0,117.87026405334473
0.5857894736842105,1,0.0,uinnsm_product,fixed_predictable,greedy_kelly,218.0,218.0,0.5273969173431396
0.5857894736842105,3,0.0,uinnsm_product,fixed_predictable,greedy_kelly,218.0,218.0,1.15362548828125
0.5857894736842105,10,0.0,uinnsm_product,fixed_predictable,greedy_kelly,218.0,218.0,3.3164260387420654
0.5857894736842105,100,0.0,uinnsm_product,fixed_predictable,greedy_kelly,218.0,218.0,31.302903175354004
0.5857894736842105,500,0.0,uinnsm_product,fixed_predictable,greedy_kelly,218.0,218.0,156.18180966377258
0.5857894736842105,1,0.0,uinnsm_product,agrapa,round_robin,400.0,400.0,0.04836082458496094
0.5857894736842105,3,0.0,uinnsm_product,agrapa,round_robin,400.0,400.0,0.13858652114868164
0.5857894736842105,10,0.0,uinnsm_product,agrapa,round_robin,78.0,78.0,0.45853352546691895
0.5857894736842105,100,0.0,uinnsm_product,agrapa,round_robin,40.0,40.0,4.596150636672974
0.5857894736842105,500,0.0,uinnsm_product,agrapa,round_robin,40.0,40.0,23.006295442581177
0.5857894736842105,1,0.0,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.2355799674987793
0.5857894736842105,3,0.0,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.7030720710754395
0.5857894736842105,10,0.0,uinnsm_product,agrapa,predictable_kelly,42.0,78.0,2.331887722015381
0.5857894736842105,100,0.0,uinnsm_product,agrapa,predictable_kelly,40.0,74.0,23.49249505996704
0.5857894736842105,500,0.0,uinnsm_product,agrapa,predictable_kelly,40.0,74.0,117.66644930839539
0.5857894736842105,1,0.0,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,0.5236468315124512
0.5857894736842105,3,0.0,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,1.1511554718017578
0.5857894736842105,10,0.0,uinnsm_product,agrapa,greedy_kelly,78.0,78.0,3.3277320861816406
0.5857894736842105,100,0.0,uinnsm_product,agrapa,greedy_kelly,40.0,40.0,31.158861875534058
0.5857894736842105,500,0.0,uinnsm_product,agrapa,greedy_kelly,40.0,40.0,156.03572392463684
0.5857894736842105,1,0.0,uinnsm_product,inverse,round_robin,400.0,400.0,0.03742790222167969
0.5857894736842105,3,0.0,uinnsm_product,inverse,round_robin,50.0,50.0,0.10664105415344238
0.5857894736842105,10,0.0,uinnsm_product,inverse,round_robin,40.0,40.0,0.3511018753051758
0.5857894736842105,100,0.0,uinnsm_product,inverse,round_robin,38.0,38.0,3.4909708499908447
0.5857894736842105,500,0.0,uinnsm_product,inverse,round_robin,38.0,38.0,17.549137830734253
0.5857894736842105,1,0.0,uinnsm_product,inverse,predictable_kelly,400.0,400.0,0.22509551048278809
0.5857894736842105,3,0.0,uinnsm_product,inverse,predictable_kelly,50.0,94.0,0.6711256504058838
0.5857894736842105,10,0.0,uinnsm_product,inverse,predictable_kelly,38.0,70.0,2.2356181144714355
0.5857894736842105,100,0.0,uinnsm_product,inverse,predictable_kelly,38.0,70.0,22.416457414627075
0.5857894736842105,500,0.0,uinnsm_product,inverse,predictable_kelly,37.0,68.0,111.98305630683899
0.5857894736842105,1,0.0,uinnsm_product,inverse,greedy_kelly,400.0,400.0,0.5177571773529053
0.5857894736842105,3,0.0,uinnsm_product,inverse,greedy_kelly,50.0,50.0,1.1212005615234375
0.5857894736842105,10,0.0,uinnsm_product,inverse,greedy_kelly,40.0,40.0,3.2223713397979736
0.5857894736842105,100,0.0,uinnsm_product,inverse,greedy_kelly,38.0,38.0,30.033668756484985
0.5857894736842105,500,0.0,uinnsm_product,inverse,greedy_kelly,38.0,38.0,150.39697551727295
0.5857894736842105,1,0.0,lcb,fixed_predictable,round_robin,157.0,157.0,11.016307830810547
0.5857894736842105,3,0.0,lcb,fixed_predictable,round_robin,,,11.016307830810547
0.5857894736842105,10,0.0,lcb,fixed_predictable,round_robin,,,11.016307830810547
0.5857894736842105,100,0.0,lcb,fixed_predictable,round_robin,,,11.016307830810547
0.5857894736842105,500,0.0,lcb,fixed_predictable,round_robin,,,11.016307830810547
0.5857894736842105,1,0.0,lcb,fixed_predictable,predictable_kelly,,,11.016307830810547
0.5857894736842105,3,0.0,lcb,fixed_predictable,predictable_kelly,,,11.016307830810547
0.5857894736842105,10,0.0,lcb,fixed_predictable,predictable_kelly,,,11.016307830810547
0.5857894736842105,100,0.0,lcb,fixed_predictable,predictable_kelly,,,11.016307830810547
0.5857894736842105,500,0.0,lcb,fixed_predictable,predictable_kelly,,,11.016307830810547
0.5857894736842105,1,0.0,lcb,fixed_predictable,greedy_kelly,,,11.016307830810547
0.5857894736842105,3,0.0,lcb,fixed_predictable,greedy_kelly,,,11.016307830810547
0.5857894736842105,10,0.0,lcb,fixed_predictable,greedy_kelly,,,11.016307830810547
0.5857894736842105,100,0.0,lcb,fixed_predictable,greedy_kelly,,,11.016307830810547
0.5857894736842105,500,0.0,lcb,fixed_predictable,greedy_kelly,,,11.016307830810547
0.5857894736842105,1,0.0,lcb,agrapa,round_robin,77.0,77.0,10.983910322189331
0.5857894736842105,3,0.0,lcb,agrapa,round_robin,,,10.983910322189331
0.5857894736842105,10,0.0,lcb,agrapa,round_robin,,,10.983910322189331
0.5857894736842105,100,0.0,lcb,agrapa,round_robin,,,10.983910322189331
0.5857894736842105,500,0.0,lcb,agrapa,round_robin,,,10.983910322189331
0.5857894736842105,1,0.0,lcb,agrapa,predictable_kelly,,,10.983910322189331
0.5857894736842105,3,0.0,lcb,agrapa,predictable_kelly,,,10.983910322189331
0.5857894736842105,10,0.0,lcb,agrapa,predictable_kelly,,,10.983910322189331
0.5857894736842105,100,0.0,lcb,agrapa,predictable_kelly,,,10.983910322189331
0.5857894736842105,500,0.0,lcb,agrapa,predictable_kelly,,,10.983910322189331
0.5857894736842105,1,0.0,lcb,agrapa,greedy_kelly,,,10.983910322189331
0.5857894736842105,3,0.0,lcb,agrapa,greedy_kelly,,,10.983910322189331
0.5857894736842105,10,0.0,lcb,agrapa,greedy_kelly,,,10.983910322189331
0.5857894736842105,100,0.0,lcb,agrapa,greedy_kelly,,,10.983910322189331
0.5857894736842105,500,0.0,lcb,agrapa,greedy_kelly,,,10.983910322189331
0.5857894736842105,1,0.0,lcb,inverse,round_robin,73.0,73.0,0.37379884719848633
0.5857894736842105,3,0.0,lcb,inverse,round_robin,,,0.37379884719848633
0.5857894736842105,10,0.0,lcb,inverse,round_robin,,,0.37379884719848633
0.5857894736842105,100,0.0,lcb,inverse,round_robin,,,0.37379884719848633
0.5857894736842105,500,0.0,lcb,inverse,round_robin,,,0.37379884719848633
0.5857894736842105,1,0.0,lcb,inverse,predictable_kelly,,,0.37379884719848633
0.5857894736842105,3,0.0,lcb,inverse,predictable_kelly,,,0.37379884719848633
0.5857894736842105,10,0.0,lcb,inverse,predictable_kelly,,,0.37379884719848633
0.5857894736842105,100,0.0,lcb,inverse,predictable_kelly,,,0.37379884719848633
0.5857894736842105,500,0.0,lcb,inverse,predictable_kelly,,,0.37379884719848633
0.5857894736842105,1,0.0,lcb,inverse,greedy_kelly,,,0.37379884719848633
0.5857894736842105,3,0.0,lcb,inverse,greedy_kelly,,,0.37379884719848633
0.5857894736842105,10,0.0,lcb,inverse,greedy_kelly,,,0.37379884719848633
0.5857894736842105,100,0.0,lcb,inverse,greedy_kelly,,,0.37379884719848633
0.5857894736842105,500,0.0,lcb,inverse,greedy_kelly,,,0.37379884719848633
0.5857894736842105,1,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.047829389572143555
0.5857894736842105,3,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.1389310359954834
0.5857894736842105,10,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,0.45932912826538086
0.5857894736842105,100,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,4.591897249221802
0.5857894736842105,500,0.5,uinnsm_product,fixed_predictable,round_robin,400.0,400.0,23.02565836906433
0.5857894736842105,1,0.5,uinnsm_product,fixed_predictable,predictable_kelly,330.0,330.0,0.23630142211914062
0.5857894736842105,3,0.5,uinnsm_product,fixed_predictable,predictable_kelly,238.0,400.0,0.7022755146026611
0.5857894736842105,10,0.5,uinnsm_product,fixed_predictable,predictable_kelly,80.0,154.0,2.3362646102905273
0.5857894736842105,100,0.5,uinnsm_product,fixed_predictable,predictable_kelly,80.0,154.0,23.442121744155884
0.5857894736842105,500,0.5,uinnsm_product,fixed_predictable,predictable_kelly,80.0,154.0,117.72439956665039
0.5857894736842105,1,0.5,uinnsm_product,fixed_predictable,greedy_kelly,330.0,330.0,0.52768874168396
0.5857894736842105,3,0.5,uinnsm_product,fixed_predictable,greedy_kelly,156.0,156.0,1.15360689163208
0.5857894736842105,10,0.5,uinnsm_product,fixed_predictable,greedy_kelly,156.0,156.0,3.3246803283691406
0.5857894736842105,100,0.5,uinnsm_product,fixed_predictable,greedy_kelly,156.0,156.0,31.195534706115723
0.5857894736842105,500,0.5,uinnsm_product,fixed_predictable,greedy_kelly,156.0,156.0,156.11917114257812
0.5857894736842105,1,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.04858589172363281
0.5857894736842105,3,0.5,uinnsm_product,agrapa,round_robin,400.0,400.0,0.13910698890686035
0.5857894736842105,10,0.5,uinnsm_product,agrapa,round_robin,48.0,48.0,0.45731496810913086
0.5857894736842105,100,0.5,uinnsm_product,agrapa,round_robin,40.0,40.0,4.578534126281738
0.5857894736842105,500,0.5,uinnsm_product,agrapa,round_robin,40.0,40.0,22.964409351348877
0.5857894736842105,1,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.24139094352722168
0.5857894736842105,3,0.5,uinnsm_product,agrapa,predictable_kelly,400.0,400.0,0.702336311340332
0.5857894736842105,10,0.5,uinnsm_product,agrapa,predictable_kelly,92.0,178.0,2.3347768783569336
0.5857894736842105,100,0.5,uinnsm_product,agrapa,predictable_kelly,40.0,74.0,23.54724097251892
0.5857894736842105,500,0.5,uinnsm_product,agrapa,predictable_kelly,40.0,74.0,117.50023031234741
0.5857894736842105,1,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,0.5279700756072998
0.5857894736842105,3,0.5,uinnsm_product,agrapa,greedy_kelly,400.0,400.0,1.1501383781433105
0.5857894736842105,10,0.5,uinnsm_product,agrapa,greedy_kelly,48.0,48.0,3.3586368560791016
0.5857894736842105,100,0.5,uinnsm_product,agrapa,greedy_kelly,40.0,40.0,31.127137184143066
0.5857894736842105,500,0.5,uinnsm_product,agrapa,greedy_kelly,40.0,40.0,155.906400680542
0.5857894736842105,1,0.5,uinnsm_product,inverse,round_robin,183.0,183.0,0.03731036186218262
0.5857894736842105,3,0.5,uinnsm_product,inverse,round_robin,48.0,48.0,0.1070394515991211
0.5857894736842105,10,0.5,uinnsm_product,inverse,round_robin,40.0,40.0,0.3517568111419678
0.5857894736842105,100,0.5,uinnsm_product,inverse,round_robin,38.0,38.0,3.505861282348633
0.5857894736842105,500,0.5,uinnsm_product,inverse,round_robin,38.0,38.0,17.527504682540894
0.5857894736842105,1,0.5,uinnsm_product,inverse,predictable_kelly,381.0,381.0,0.22556710243225098
0.5857894736842105,3,0.5,uinnsm_product,inverse,predictable_kelly,221.0,400.0,0.6710989475250244
0.5857894736842105,10,0.5,uinnsm_product,inverse,predictable_kelly,40.0,74.0,2.231261968612671
0.5857894736842105,100,0.5,uinnsm_product,inverse,predictable_kelly,38.0,70.0,22.39296054840088
0.5857894736842105,500,0.5,uinnsm_product,inverse,predictable_kelly,37.0,68.0,112.0201518535614
0.5857894736842105,1,0.5,uinnsm_product,inverse,greedy_kelly,381.0,381.0,0.5186398029327393
0.5857894736842105,3,0.5,uinnsm_product,inverse,greedy_kelly,53.0,53.0,1.1174840927124023
0.5857894736842105,10,0.5,uinnsm_product,inverse,greedy_kelly,40.0,40.0,3.2196953296661377
0.5857894736842105,100,0.5,uinnsm_product,inverse,greedy_kelly,38.0,38.0,30.049694776535034
0.5857894736842105,500,0.5,uinnsm_product,inverse,greedy_kelly,38.0,38.0,150.85053324699402
0.5857894736842105,1,0.5,lcb,fixed_predictable,round_robin,157.0,157.0,11.005722999572754
0.5857894736842105,3,0.5,lcb,fixed_predictable,round_robin,,,11.005722999572754
0.5857894736842105,10,0.5,lcb,fixed_predictable,round_robin,,,11.005722999572754
0.5857894736842105,100,0.5,lcb,fixed_predictable,round_robin,,,11.005722999572754
0.5857894736842105,500,0.5,lcb,fixed_predictable,round_robin,,,11.005722999572754
0.5857894736842105,1,0.5,lcb,fixed_predictable,predictable_kelly,,,11.005722999572754
0.5857894736842105,3,0.5,lcb,fixed_predictable,predictable_kelly,,,11.005722999572754
0.5857894736842105,10,0.5,lcb,fixed_predictable,predictable_kelly,,,11.005722999572754
0.5857894736842105,100,0.5,lcb,fixed_predictable,predictable_kelly,,,11.005722999572754
0.5857894736842105,500,0.5,lcb,fixed_predictable,predictable_kelly,,,11.005722999572754
0.5857894736842105,1,0.5,lcb,fixed_predictable,greedy_kelly,,,11.005722999572754
0.5857894736842105,3,0.5,lcb,fixed_predictable,greedy_kelly,,,11.005722999572754
0.5857894736842105,10,0.5,lcb,fixed_predictable,greedy_kelly,,,11.005722999572754
0.5857894736842105,100,0.5,lcb,fixed_predictable,greedy_kelly,,,11.005722999572754
0.5857894736842105,500,0.5,lcb,fixed_predictable,greedy_kelly,,,11.005722999572754
0.5857894736842105,1,0.5,lcb,agrapa,round_robin,77.0,77.0,11.034828662872314
0.5857894736842105,3,0.5,lcb,agrapa,round_robin,,,11.034828662872314
0.5857894736842105,10,0.5,lcb,agrapa,round_robin,,,11.034828662872314
0.5857894736842105,100,0.5,lcb,agrapa,round_robin,,,11.034828662872314
0.5857894736842105,500,0.5,lcb,agrapa,round_robin,,,11.034828662872314
0.5857894736842105,1,0.5,lcb,agrapa,predictable_kelly,,,11.034828662872314
0.5857894736842105,3,0.5,lcb,agrapa,predictable_kelly,,,11.034828662872314
0.5857894736842105,10,0.5,lcb,agrapa,predictable_kelly,,,11.034828662872314
0.5857894736842105,100,0.5,lcb,agrapa,predictable_kelly,,,11.034828662872314
0.5857894736842105,500,0.5,lcb,agrapa,predictable_kelly,,,11.034828662872314
0.5857894736842105,1,0.5,lcb,agrapa,greedy_kelly,,,11.034828662872314
0.5857894736842105,3,0.5,lcb,agrapa,greedy_kelly,,,11.034828662872314
0.5857894736842105,10,0.5,lcb,agrapa,greedy_kelly,,,11.034828662872314
0.5857894736842105,100,0.5,lcb,agrapa,greedy_kelly,,,11.034828662872314
0.5857894736842105,500,0.5,lcb,agrapa,greedy_kelly,,,11.034828662872314
0.5857894736842105,1,0.5,lcb,inverse,round_robin,73.0,73.0,0.3747384548187256
0.5857894736842105,3,0.5,lcb,inverse,round_robin,,,0.3747384548187256
0.5857894736842105,10,0.5,lcb,inverse,round_robin,,,0.3747384548187256
0.5857894736842105,100,0.5,lcb,inverse,round_robin,,,0.3747384548187256
0.5857894736842105,500,0.5,lcb,inverse,round_robin,,,0.3747384548187256
0.5857894736842105,1,0.5,lcb,inverse,predictable_kelly,,,0.3747384548187256
0.5857894736842105,3,0.5,lcb,inverse,predictable_kelly,,,0.3747384548187256
0.5857894736842105,10,0.5,lcb,inverse,predictable_kelly,,,0.3747384548187256
0.5857894736842105,100,0.5,lcb,inverse,predictable_kelly,,,0.3747384548187256
