,K,global_mean,delta,sd,rep,stop_unstrat_fixed,stop_unstrat_agrapa,stop_lcb_fixed,stop_lcb_agrapa,stop_uinnsm_fixed,stop_uinnsm_smooth,stop_uinnsm_smooth_predkelly
148,5,0.5888888888888889,0.2,0.01,11,43,29,230,149,1000,34,34
149,5,0.5888888888888889,0.2,0.05,11,54,37,238,149,1000,30,30
150,5,0.611111111111111,0.0,0.01,11,38,25,186,122,105,25,25
151,5,0.611111111111111,0.0,0.05,11,40,27,188,125,125,30,30
152,5,0.611111111111111,0.1,0.01,11,39,25,184,121,145,27,27
153,5,0.611111111111111,0.1,0.05,11,43,27,195,119,190,25,25
154,5,0.611111111111111,0.2,0.01,11,41,29,186,124,270,25,25
155,5,0.611111111111111,0.2,0.05,11,35,22,185,124,275,24,25
156,5,0.6333333333333333,0.0,0.01,11,32,22,158,103,70,23,23
157,5,0.6333333333333333,0.0,0.05,11,33,22,159,103,75,22,22
158,5,0.6333333333333333,0.1,0.01,11,33,23,157,103,80,23,23
159,5,0.6333333333333333,0.1,0.05,11,31,21,158,105,80,25,25
160,5,0.6333333333333333,0.2,0.01,11,26,17,157,102,100,23,23
161,5,0.6333333333333333,0.2,0.05,11,33,21,165,113,145,25,25
162,5,0.6555555555555554,0.0,0.01,11,28,19,135,91,50,20,20
163,5,0.6555555555555554,0.0,0.05,11,27,19,140,89,55,18,18
164,5,0.6555555555555554,0.1,0.01,11,27,19,135,91,55,19,19
165,5,0.6555555555555554,0.1,0.05,11,28,18,138,92,60,19,19
166,5,0.6555555555555554,0.2,0.01,11,29,21,137,93,70,20,20
167,5,0.6555555555555554,0.2,0.05,11,22,16,141,93,70,19,19
168,5,0.6777777777777777,0.0,0.01,11,24,16,119,79,40,18,18
169,5,0.6777777777777777,0.0,0.05,11,23,16,123,84,45,19,19
170,5,0.6777777777777777,0.1,0.01,11,25,17,120,79,45,17,17
171,5,0.6777777777777777,0.1,0.05,11,23,16,119,77,40,15,15
172,5,0.6777777777777777,0.2,0.01,11,22,15,120,80,50,18,18
173,5,0.6777777777777777,0.2,0.05,11,26,19,120,79,45,17,17
174,5,0.7,0.0,0.01,11,22,15,107,72,35,15,15
175,5,0.7,0.0,0.05,11,22,15,103,72,35,15,15
176,5,0.7,0.1,0.01,11,22,15,108,72,35,15,15
177,5,0.7,0.1,0.05,11,19,14,107,72,40,15,15
178,5,0.7,0.2,0.01,11,20,13,108,73,40,15,15
179,5,0.7,0.2,0.05,11,25,15,110,73,40,15,15
0,2,0.5,0.0,0.01,16,1000,1000,1000,1000,1000,1000,1000
1,2,0.5,0.0,0.05,16,1000,1000,1000,1000,1000,1000,1000
2,2,0.5,0.1,0.01,16,714,356,1000,1000,1000,1000,1000
3,2,0.5,0.1,0.05,16,1000,1000,1000,1000,1000,1000,1000
4,2,0.5,0.2,0.01,16,1000,1000,1000,1000,1000,1000,1000
5,2,0.5,0.2,0.05,16,1000,1000,1000,1000,1000,1000,1000
6,2,0.5222222222222223,0.0,0.01,16,181,116,371,226,1000,136,136
7,2,0.5222222222222223,0.0,0.05,16,230,169,355,271,1000,155,155
8,2,0.5222222222222223,0.1,0.01,16,202,154,349,223,1000,129,129
9,2,0.5222222222222223,0.1,0.05,16,223,145,433,287,1000,161,161
10,2,0.5222222222222223,0.2,0.01,16,385,431,364,233,1000,142,142
11,2,0.5222222222222223,0.2,0.05,16,204,96,306,208,1000,93,94
12,2,0.5444444444444444,0.0,0.01,16,92,60,181,116,1000,67,67
13,2,0.5444444444444444,0.0,0.05,16,99,68,190,122,1000,69,69
14,2,0.5444444444444444,0.1,0.01,16,91,62,177,110,1000,63,63
15,2,0.5444444444444444,0.1,0.05,16,99,65,157,108,1000,59,59
16,2,0.5444444444444444,0.2,0.01,16,104,56,187,118,1000,70,70
17,2,0.5444444444444444,0.2,0.05,16,106,87,220,161,1000,92,91
18,2,0.5666666666666667,0.0,0.01,16,62,40,121,79,1000,44,44
19,2,0.5666666666666667,0.0,0.05,16,75,51,123,87,1000,42,42
20,2,0.5666666666666667,0.1,0.01,16,59,38,122,78,1000,42,42
21,2,0.5666666666666667,0.1,0.05,16,61,43,136,94,1000,52,52
22,2,0.5666666666666667,0.2,0.01,16,62,47,122,80,1000,44,44
23,2,0.5666666666666667,0.2,0.05,16,74,51,145,97,1000,55,56
24,2,0.5888888888888889,0.0,0.01,16,48,31,93,60,1000,33,33
25,2,0.5888888888888889,0.0,0.05,16,44,29,96,60,1000,36,36
26,2,0.5888888888888889,0.1,0.01,16,53,37,93,61,1000,33,33
27,2,0.5888888888888889,0.1,0.05,16,58,39,95,60,1000,34,33
28,2,0.5888888888888889,0.2,0.01,16,41,29,93,60,1000,33,33
29,2,0.5888888888888889,0.2,0.05,16,56,30,88,58,1000,33,33
30,2,0.611111111111111,0.0,0.01,16,38,25,75,49,186,26,26
31,2,0.611111111111111,0.0,0.05,16,36,24,78,51,260,30,30
32,2,0.611111111111111,0.1,0.01,16,35,25,75,50,1000,26,26
33,2,0.611111111111111,0.1,0.05,16,44,29,75,50,1000,24,24
34,2,0.611111111111111,0.2,0.01,16,37,25,74,49,1000,26,26
35,2,0.611111111111111,0.2,0.05,16,47,33,66,40,1000,21,21
36,2,0.6333333333333333,0.0,0.01,16,32,21,63,41,92,21,21
37,2,0.6333333333333333,0.0,0.05,16,30,20,68,44,106,24,24
38,2,0.6333333333333333,0.1,0.01,16,33,24,63,42,164,22,22
39,2,0.6333333333333333,0.1,0.05,16,35,24,66,42,160,21,21
40,2,0.6333333333333333,0.2,0.01,16,26,19,63,41,710,22,22
41,2,0.6333333333333333,0.2,0.05,16,31,23,66,46,1000,23,23
42,2,0.6555555555555554,0.0,0.01,16,28,19,55,37,62,18,18
43,2,0.6555555555555554,0.0,0.05,16,26,17,53,34,58,17,17
44,2,0.6555555555555554,0.1,0.01,16,29,19,54,37,82,19,19
45,2,0.6555555555555554,0.1,0.05,16,29,21,53,34,76,18,18
46,2,0.6555555555555554,0.2,0.01,16,28,21,55,37,140,18,18
47,2,0.6555555555555554,0.2,0.05,16,27,18,56,37,116,17,17
48,2,0.6777777777777777,0.0,0.01,16,24,16,49,32,46,17,17
49,2,0.6777777777777777,0.0,0.05,16,27,17,49,33,44,16,16
50,2,0.6777777777777777,0.1,0.01,16,26,19,48,32,54,16,16
51,2,0.6777777777777777,0.1,0.05,16,25,17,51,35,60,18,18
52,2,0.6777777777777777,0.2,0.01,16,25,17,49,32,78,16,16
53,2,0.6777777777777777,0.2,0.05,16,27,18,46,32,64,15,15
54,2,0.7,0.0,0.01,16,22,15,43,29,36,14,14
55,2,0.7,0.0,0.05,16,20,14,45,30,38,17,17
56,2,0.7,0.1,0.01,16,22,15,43,29,42,14,14
57,2,0.7,0.1,0.05,16,22,16,47,32,54,15,15
58,2,0.7,0.2,0.01,16,24,16,44,30,54,14,14
59,2,0.7,0.2,0.05,16,19,14,43,30,52,16,16
60,4,0.5,0.0,0.01,16,1000,1000,1000,1000,1000,1000,1000
61,4,0.5,0.0,0.05,16,1000,1000,1000,1000,1000,1000,1000
62,4,0.5,0.1,0.01,16,1000,1000,1000,1000,1000,1000,1000
63,4,0.5,0.1,0.05,16,1000,1000,1000,1000,1000,1000,1000
64,4,0.5,0.2,0.01,16,1000,1000,1000,1000,1000,1000,1000
65,4,0.5,0.2,0.05,16,1000,1000,1000,1000,1000,1000,1000
66,4,0.5222222222222223,0.0,0.01,16,176,109,712,454,1000,135,135
67,4,0.5222222222222223,0.0,0.05,16,179,125,887,661,1000,180,180
68,4,0.5222222222222223,0.1,0.01,16,187,111,702,435,1000,119,119
69,4,0.5222222222222223,0.1,0.05,16,233,159,726,528,1000,136,134
70,4,0.5222222222222223,0.2,0.01,16,367,274,715,455,1000,135,136
71,4,0.5222222222222223,0.2,0.05,16,177,135,737,535,1000,152,151
72,4,0.5444444444444444,0.0,0.01,16,93,61,363,232,1000,70,69
73,4,0.5444444444444444,0.0,0.05,16,91,58,352,238,1000,61,64
74,4,0.5444444444444444,0.1,0.01,16,76,53,358,227,1000,64,64
75,4,0.5444444444444444,0.1,0.05,16,85,57,367,242,1000,70,72
76,4,0.5444444444444444,0.2,0.01,16,79,52,365,235,1000,69,68
77,4,0.5444444444444444,0.2,0.05,16,119,107,404,268,1000,62,63
78,4,0.5666666666666667,0.0,0.01,16,62,41,246,160,1000,43,44
79,4,0.5666666666666667,0.0,0.05,16,56,34,244,162,1000,47,48
80,4,0.5666666666666667,0.1,0.01,16,78,49,247,156,1000,44,44
81,4,0.5666666666666667,0.1,0.05,16,60,45,247,158,1000,43,42
82,4,0.5666666666666667,0.2,0.01,16,67,42,242,158,1000,44,44
83,4,0.5666666666666667,0.2,0.05,16,57,42,231,148,1000,42,43
84,4,0.5888888888888889,0.0,0.01,16,48,31,186,120,1000,34,35
85,4,0.5888888888888889,0.0,0.05,16,51,34,186,114,1000,31,31
86,4,0.5888888888888889,0.1,0.01,16,47,30,186,120,1000,33,34
87,4,0.5888888888888889,0.1,0.05,16,41,28,190,127,1000,36,36
88,4,0.5888888888888889,0.2,0.01,16,43,34,185,119,1000,34,34
89,4,0.5888888888888889,0.2,0.05,16,46,36,187,125,1000,32,31
90,4,0.611111111111111,0.0,0.01,16,38,25,148,98,184,27,27
91,4,0.611111111111111,0.0,0.05,16,32,22,147,99,172,31,31
92,4,0.611111111111111,0.1,0.01,16,36,25,148,98,452,26,26
93,4,0.611111111111111,0.1,0.05,16,36,25,144,99,456,33,34
94,4,0.611111111111111,0.2,0.01,16,39,25,150,97,1000,27,27
95,4,0.611111111111111,0.2,0.05,16,39,27,150,100,1000,24,24
96,4,0.6333333333333333,0.0,0.01,16,32,21,125,82,92,22,22
97,4,0.6333333333333333,0.0,0.05,16,33,23,129,83,104,24,24
98,4,0.6333333333333333,0.1,0.01,16,32,22,126,82,124,23,23
99,4,0.6333333333333333,0.1,0.05,16,33,21,126,86,124,26,25
100,4,0.6333333333333333,0.2,0.01,16,35,24,126,84,224,23,23
101,4,0.6333333333333333,0.2,0.05,16,23,16,129,89,232,22,22
102,4,0.6555555555555554,0.0,0.01,16,28,19,109,73,60,19,19
103,4,0.6555555555555554,0.0,0.05,16,27,18,107,71,64,18,18
104,4,0.6555555555555554,0.1,0.01,16,27,19,109,74,76,20,20
105,4,0.6555555555555554,0.1,0.05,16,33,23,111,73,72,19,19
106,4,0.6555555555555554,0.2,0.01,16,28,22,107,73,92,19,19
107,4,0.6555555555555554,0.2,0.05,16,26,17,106,72,96,20,20
108,4,0.6777777777777777,0.0,0.01,16,25,17,96,64,48,16,16
109,4,0.6777777777777777,0.0,0.05,16,24,17,102,69,56,19,19
110,4,0.6777777777777777,0.1,0.01,16,26,17,95,62,52,16,16
111,4,0.6777777777777777,0.1,0.05,16,23,15,96,64,56,16,16
112,4,0.6777777777777777,0.2,0.01,16,25,18,95,63,60,16,16
113,4,0.6777777777777777,0.2,0.05,16,25,17,100,68,76,16,16
114,4,0.7,0.0,0.01,16,22,15,86,58,36,16,16
115,4,0.7,0.0,0.05,16,23,15,87,58,36,16,16
116,4,0.7,0.1,0.01,16,22,15,86,58,40,15,15
117,4,0.7,0.1,0.05,16,22,16,85,56,36,15,15
118,4,0.7,0.2,0.01,16,23,16,87,58,48,16,15
119,4,0.7,0.2,0.05,16,22,15,86,59,44,15,15
120,5,0.5,0.0,0.01,16,1000,1000,1000,1000,1000,1000,1000
121,5,0.5,0.0,0.05,16,1000,1000,1000,1000,1000,1000,1000
122,5,0.5,0.1,0.01,16,1000,1000,1000,1000,1000,1000,1000
123,5,0.5,0.1,0.05,16,1000,1000,1000,1000,1000,1000,1000
124,5,0.5,0.2,0.01,16,1000,1000,1000,1000,1000,1000,1000
125,5,0.5,0.2,0.05,16,1000,1000,1000,1000,1000,1000,1000
126,5,0.5222222222222223,0.0,0.01,16,178,119,901,580,1000,135,135
127,5,0.5222222222222223,0.0,0.05,16,237,180,914,608,1000,134,134
128,5,0.5222222222222223,0.1,0.01,16,202,129,889,568,1000,130,130
129,5,0.5222222222222223,0.1,0.05,16,173,131,955,708,1000,189,188
130,5,0.5222222222222223,0.2,0.01,16,183,114,892,557,1000,134,134
131,5,0.5222222222222223,0.2,0.05,16,357,355,914,581,1000,116,116
132,5,0.5444444444444444,0.0,0.01,16,88,56,462,288,1000,65,65
133,5,0.5444444444444444,0.0,0.05,16,101,65,439,287,1000,68,68
134,5,0.5444444444444444,0.1,0.01,16,98,59,457,288,1000,70,70
135,5,0.5444444444444444,0.1,0.05,16,90,58,428,287,1000,61,64
136,5,0.5444444444444444,0.2,0.01,16,98,50,456,293,1000,67,68
137,5,0.5444444444444444,0.2,0.05,16,95,73,457,285,1000,70,68
138,5,0.5666666666666667,0.0,0.01,16,62,40,311,199,1000,45,44
139,5,0.5666666666666667,0.0,0.05,16,59,35,336,215,1000,52,52
140,5,0.5666666666666667,0.1,0.01,16,55,35,300,193,1000,44,44
141,5,0.5666666666666667,0.1,0.05,16,64,40,300,193,1000,39,39
142,5,0.5666666666666667,0.2,0.01,16,71,61,307,196,1000,45,45
143,5,0.5666666666666667,0.2,0.05,16,70,48,328,206,1000,51,53
144,5,0.5888888888888889,0.0,0.01,16,47,30,233,151,270,33,33
145,5,0.5888888888888889,0.0,0.05,16,45,31,245,158,360,33,32
146,5,0.5888888888888889,0.1,0.01,16,49,33,232,150,1000,34,34
147,5,0.5888888888888889,0.1,0.05,16,41,28,233,150,1000,34,33
148,5,0.5888888888888889,0.2,0.01,16,53,40,231,150,1000,35,34
149,5,0.5888888888888889,0.2,0.05,16,49,35,229,155,1000,34,35
150,5,0.611111111111111,0.0,0.01,16,38,25,185,122,105,27,26
151,5,0.611111111111111,0.0,0.05,16,37,26,207,135,150,30,29
152,5,0.611111111111111,0.1,0.01,16,39,25,185,120,145,25,25
153,5,0.611111111111111,0.1,0.05,16,36,23,181,116,130,25,25
154,5,0.611111111111111,0.2,0.01,16,41,28,188,123,295,28,28
155,5,0.611111111111111,0.2,0.05,16,30,22,194,123,380,29,29
156,5,0.6333333333333333,0.0,0.01,16,32,21,159,103,70,23,23
157,5,0.6333333333333333,0.0,0.05,16,30,20,154,106,70,21,21
158,5,0.6333333333333333,0.1,0.01,16,34,24,157,102,80,23,23
159,5,0.6333333333333333,0.1,0.05,16,31,19,158,106,85,20,20
160,5,0.6333333333333333,0.2,0.01,16,35,25,156,101,100,23,23
161,5,0.6333333333333333,0.2,0.05,16,29,21,154,103,110,20,20
162,5,0.6555555555555554,0.0,0.01,16,28,19,137,92,50,20,20
163,5,0.6555555555555554,0.0,0.05,16,26,19,133,90,50,20,20
164,5,0.6555555555555554,0.1,0.01,16,26,17,136,92,60,20,20
165,5,0.6555555555555554,0.1,0.05,16,24,18,134,90,50,19,19
166,5,0.6555555555555554,0.2,0.01,16,26,17,136,92,70,20,20
167,5,0.6555555555555554,0.2,0.05,16,27,18,135,90,60,20,20
168,5,0.6777777777777777,0.0,0.01,16,24,16,120,79,40,18,18
169,5,0.6777777777777777,0.0,0.05,16,23,16,120,81,45,19,19
170,5,0.6777777777777777,0.1,0.01,16,23,16,121,79,45,18,18
171,5,0.6777777777777777,0.1,0.05,16,23,15,120,82,50,19,19
172,5,0.6777777777777777,0.2,0.01,16,22,16,120,79,50,17,17
173,5,0.6777777777777777,0.2,0.05,16,27,17,123,82,55,19,19
174,5,0.7,0.0,0.01,16,22,15,107,72,35,15,15
175,5,0.7,0.0,0.05,16,23,15,108,72,39,15,15
176,5,0.7,0.1,0.01,16,22,15,107,73,35,15,15
177,5,0.7,0.1,0.05,16,24,16,110,74,40,15,15
178,5,0.7,0.2,0.01,16,21,15,107,72,40,15,15
179,5,0.7,0.2,0.05,16,21,15,108,75,45,17,17
0,2,0.5,0.0,0.01,18,1000,1000,1000,1000,1000,1000,1000
1,2,0.5,0.0,0.05,18,1000,1000,1000,1000,1000,1000,1000
2,2,0.5,0.1,0.01,18,1000,1000,1000,1000,1000,1000,1000
3,2,0.5,0.1,0.05,18,1000,1000,1000,1000,1000,1000,1000
4,2,0.5,0.2,0.01,18,1000,1000,1000,1000,1000,1000,1000
5,2,0.5,0.2,0.05,18,1000,1000,1000,1000,1000,1000,1000
6,2,0.5222222222222223,0.0,0.01,18,182,113,372,234,1000,143,143
7,2,0.5222222222222223,0.0,0.05,18,146,100,349,203,1000,94,94
8,2,0.5222222222222223,0.1,0.01,18,214,147,348,224,1000,125,125
9,2,0.5222222222222223,0.1,0.05,18,169,147,439,304,1000,150,150
10,2,0.5222222222222223,0.2,0.01,18,390,849,354,223,1000,137,137
11,2,0.5222222222222223,0.2,0.05,18,401,525,354,216,1000,139,140
12,2,0.5444444444444444,0.0,0.01,18,92,58,185,120,1000,69,69
13,2,0.5444444444444444,0.0,0.05,18,92,55,196,129,1000,90,89
14,2,0.5444444444444444,0.1,0.01,18,89,70,186,118,1000,69,69
15,2,0.5444444444444444,0.1,0.05,18,99,65,162,105,1000,62,62
16,2,0.5444444444444444,0.2,0.01,18,71,50,186,116,1000,66,66
17,2,0.5444444444444444,0.2,0.05,18,81,70,193,115,1000,58,58
18,2,0.5666666666666667,0.0,0.01,18,62,39,122,78,1000,44,44
19,2,0.5666666666666667,0.0,0.05,18,52,35,120,84,1000,49,49
20,2,0.5666666666666667,0.1,0.01,18,78,48,125,80,1000,44,44
21,2,0.5666666666666667,0.1,0.05,18,52,35,112,68,1000,37,37
22,2,0.5666666666666667,0.2,0.01,18,62,45,123,79,1000,44,44
23,2,0.5666666666666667,0.2,0.05,18,56,39,124,88,1000,47,48
24,2,0.5888888888888889,0.0,0.01,18,48,31,93,60,1000,32,32
25,2,0.5888888888888889,0.0,0.05,18,48,29,99,67,1000,36,36
26,2,0.5888888888888889,0.1,0.01,18,48,33,94,61,1000,34,34
27,2,0.5888888888888889,0.1,0.05,18,54,34,90,59,1000,32,32
28,2,0.5888888888888889,0.2,0.01,18,52,39,94,61,1000,32,32
29,2,0.5888888888888889,0.2,0.05,18,63,37,94,63,1000,31,32
30,2,0.611111111111111,0.0,0.01,18,38,25,75,48,182,26,26
31,2,0.611111111111111,0.0,0.05,18,39,26,73,47,162,25,25
32,2,0.611111111111111,0.1,0.01,18,40,27,75,50,1000,27,27
33,2,0.611111111111111,0.1,0.05,18,36,26,80,54,1000,29,29
34,2,0.611111111111111,0.2,0.01,18,26,18,75,50,1000,26,26
35,2,0.611111111111111,0.2,0.05,18,33,23,76,51,1000,28,28
36,2,0.6333333333333333,0.0,0.01,18,33,21,63,41,90,22,22
37,2,0.6333333333333333,0.0,0.05,18,33,22,67,43,104,22,22
38,2,0.6333333333333333,0.1,0.01,18,33,22,63,42,152,22,22
39,2,0.6333333333333333,0.1,0.05,18,29,20,63,43,118,21,21
40,2,0.6333333333333333,0.2,0.01,18,28,18,63,41,702,21,21
41,2,0.6333333333333333,0.2,0.05,18,28,22,64,39,1000,20,20
42,2,0.6555555555555554,0.0,0.01,18,28,19,55,38,60,19,19
43,2,0.6555555555555554,0.0,0.05,18,26,15,54,36,65,18,18
44,2,0.6555555555555554,0.1,0.01,18,25,17,55,37,84,19,19
45,2,0.6555555555555554,0.1,0.05,18,28,19,55,37,96,19,19
46,2,0.6555555555555554,0.2,0.01,18,27,16,55,38,138,18,18
47,2,0.6555555555555554,0.2,0.05,18,25,15,56,38,160,20,19
48,2,0.6777777777777777,0.0,0.01,18,24,16,49,32,48,16,16
49,2,0.6777777777777777,0.0,0.05,18,22,15,50,33,50,16,16
50,2,0.6777777777777777,0.1,0.01,18,22,14,48,32,56,16,16
51,2,0.6777777777777777,0.1,0.05,18,24,17,46,32,52,15,15
52,2,0.6777777777777777,0.2,0.01,18,24,16,48,32,80,16,16
53,2,0.6777777777777777,0.2,0.05,18,29,19,50,35,76,18,18
54,2,0.7,0.0,0.01,18,22,15,43,29,38,14,14
55,2,0.7,0.0,0.05,18,22,16,42,30,36,15,15
56,2,0.7,0.1,0.01,18,21,15,44,30,44,15,15
57,2,0.7,0.1,0.05,18,21,13,46,31,48,15,15
58,2,0.7,0.2,0.01,18,19,13,43,29,54,14,14
59,2,0.7,0.2,0.05,18,22,14,44,29,56,16,16
60,4,0.5,0.0,0.01,18,1000,1000,1000,1000,1000,1000,1000
61,4,0.5,0.0,0.05,18,1000,1000,1000,1000,1000,1000,1000
62,4,0.5,0.1,0.01,18,1000,1000,1000,1000,1000,1000,1000
63,4,0.5,0.1,0.05,18,1000,1000,1000,1000,1000,1000,1000
64,4,0.5,0.2,0.01,18,1000,1000,1000,1000,1000,1000,1000
65,4,0.5,0.2,0.05,18,1000,1000,1000,1000,1000,1000,1000
66,4,0.5222222222222223,0.0,0.01,18,184,117,723,458,1000,139,139
67,4,0.5222222222222223,0.0,0.05,18,191,138,678,450,1000,134,135
68,4,0.5222222222222223,0.1,0.01,18,241,159,717,459,1000,136,136
69,4,0.5222222222222223,0.1,0.05,18,136,95,664,446,1000,130,132
70,4,0.5222222222222223,0.2,0.01,18,203,103,718,450,1000,132,132
71,4,0.5222222222222223,0.2,0.05,18,276,200,710,464,1000,105,106
72,4,0.5444444444444444,0.0,0.01,18,98,62,368,235,1000,64,64
73,4,0.5444444444444444,0.0,0.05,18,99,62,396,280,1000,100,100
74,4,0.5444444444444444,0.1,0.01,18,97,63,365,231,1000,69,70
75,4,0.5444444444444444,0.1,0.05,18,76,54,348,233,1000,68,68
76,4,0.5444444444444444,0.2,0.01,18,100,60,367,232,1000,68,68
77,4,0.5444444444444444,0.2,0.05,18,99,76,355,230,1000,64,64
78,4,0.5666666666666667,0.0,0.01,18,62,41,242,155,1000,46,46
79,4,0.5666666666666667,0.0,0.05,18,75,45,257,161,1000,42,42
80,4,0.5666666666666667,0.1,0.01,18,53,37,248,159,1000,47,47
81,4,0.5666666666666667,0.1,0.05,18,60,38,228,154,1000,38,39
82,4,0.5666666666666667,0.2,0.01,18,56,36,241,152,1000,44,44
83,4,0.5666666666666667,0.2,0.05,18,59,47,239,153,1000,39,38
84,4,0.5888888888888889,0.0,0.01,18,46,30,188,123,1000,34,34
85,4,0.5888888888888889,0.0,0.05,18,48,30,183,124,1000,37,37
86,4,0.5888888888888889,0.1,0.01,18,48,32,186,118,1000,34,34
87,4,0.5888888888888889,0.1,0.05,18,48,32,182,118,1000,30,29
88,4,0.5888888888888889,0.2,0.01,18,43,27,189,124,1000,34,35
89,4,0.5888888888888889,0.2,0.05,18,53,43,192,118,1000,32,32
90,4,0.611111111111111,0.0,0.01,18,37,24,150,99,188,27,26
91,4,0.611111111111111,0.0,0.05,18,36,23,152,101,204,24,24
92,4,0.611111111111111,0.1,0.01,18,40,26,148,98,396,26,26
93,4,0.611111111111111,0.1,0.05,18,40,25,156,107,480,32,31
94,4,0.611111111111111,0.2,0.01,18,41,24,149,97,1000,27,27
95,4,0.611111111111111,0.2,0.05,18,35,24,152,103,1000,24,24
96,4,0.6333333333333333,0.0,0.01,18,31,21,127,83,96,23,23
97,4,0.6333333333333333,0.0,0.05,18,30,22,129,84,104,23,22
98,4,0.6333333333333333,0.1,0.01,18,34,23,127,83,128,23,23
99,4,0.6333333333333333,0.1,0.05,18,30,20,122,84,108,20,20
100,4,0.6333333333333333,0.2,0.01,18,38,23,125,83,204,22,22
101,4,0.6333333333333333,0.2,0.05,18,32,24,131,89,240,20,20
102,4,0.6555555555555554,0.0,0.01,18,28,19,110,74,64,19,19
103,4,0.6555555555555554,0.0,0.05,18,26,18,108,72,64,21,22
104,4,0.6555555555555554,0.1,0.01,18,27,18,109,74,76,20,20
105,4,0.6555555555555554,0.1,0.05,18,32,23,109,73,80,19,19
106,4,0.6555555555555554,0.2,0.01,18,24,14,109,73,96,19,19
107,4,0.6555555555555554,0.2,0.05,18,32,22,102,68,80,18,19
108,4,0.6777777777777777,0.0,0.01,18,25,16,95,63,44,16,16
109,4,0.6777777777777777,0.0,0.05,18,26,18,95,67,52,19,19
110,4,0.6777777777777777,0.1,0.01,18,24,16,96,63,52,16,16
111,4,0.6777777777777777,0.1,0.05,18,25,17,93,62,48,16,16
112,4,0.6777777777777777,0.2,0.01,18,25,17,96,63,64,16,16
113,4,0.6777777777777777,0.2,0.05,18,24,19,94,64,64,16,16
114,4,0.7,0.0,0.01,18,22,15,86,58,40,15,15
115,4,0.7,0.0,0.05,18,22,15,86,58,36,14,14
116,4,0.7,0.1,0.01,18,22,15,86,58,44,16,16
117,4,0.7,0.1,0.05,18,22,16,92,61,44,16,16
118,4,0.7,0.2,0.01,18,24,17,86,58,48,15,15
119,4,0.7,0.2,0.05,18,22,16,84,59,48,12,12
120,5,0.5,0.0,0.01,18,1000,1000,1000,1000,1000,1000,1000
121,5,0.5,0.0,0.05,18,1000,1000,1000,1000,1000,1000,1000
122,5,0.5,0.1,0.01,18,1000,1000,1000,1000,1000,1000,1000
123,5,0.5,0.1,0.05,18,1000,1000,1000,1000,1000,1000,1000
124,5,0.5,0.2,0.01,18,1000,1000,1000,1000,1000,1000,1000
125,5,0.5,0.2,0.05,18,1000,1000,1000,1000,1000,1000,1000
126,5,0.5222222222222223,0.0,0.01,18,186,119,917,571,1000,133,134
127,5,0.5222222222222223,0.0,0.05,18,124,83,862,542,1000,123,124
128,5,0.5222222222222223,0.1,0.01,18,233,167,883,572,1000,135,134
129,5,0.5222222222222223,0.1,0.05,18,158,134,912,638,1000,178,183
130,5,0.5222222222222223,0.2,0.01,18,196,138,872,548,1000,125,125
131,5,0.5222222222222223,0.2,0.05,18,276,225,917,605,1000,181,182
132,5,0.5444444444444444,0.0,0.01,18,90,56,452,292,1000,65,65
133,5,0.5444444444444444,0.0,0.05,18,78,44,492,332,1000,88,94
134,5,0.5444444444444444,0.1,0.01,18,76,46,457,295,1000,70,70
135,5,0.5444444444444444,0.1,0.05,18,101,69,472,301,1000,64,63
136,5,0.5444444444444444,0.2,0.01,18,79,43,454,288,1000,68,69
137,5,0.5444444444444444,0.2,0.05,18,84,51,441,298,1000,77,77
138,5,0.5666666666666667,0.0,0.01,18,61,39,305,197,1000,45,45
139,5,0.5666666666666667,0.0,0.05,18,71,47,312,212,1000,48,50
140,5,0.5666666666666667,0.1,0.01,18,55,35,302,194,1000,44,44
141,5,0.5666666666666667,0.1,0.05,18,57,41,289,199,1000,40,40
142,5,0.5666666666666667,0.2,0.01,18,66,45,304,193,1000,44,44
143,5,0.5666666666666667,0.2,0.05,18,79,41,298,203,1000,45,45
144,5,0.5888888888888889,0.0,0.01,18,47,32,231,150,260,33,33
145,5,0.5888888888888889,0.0,0.05,18,43,30,240,163,375,39,39
146,5,0.5888888888888889,0.1,0.01,18,48,29,232,149,995,34,34
147,5,0.5888888888888889,0.1,0.05,18,44,28,239,164,1000,35,35
148,5,0.5888888888888889,0.2,0.01,18,49,31,230,150,1000,33,34
149,5,0.5888888888888889,0.2,0.05,18,65,40,228,146,1000,32,33
150,5,0.611111111111111,0.0,0.01,18,37,24,186,122,105,27,27
151,5,0.611111111111111,0.0,0.05,18,37,25,188,124,115,29,28
152,5,0.611111111111111,0.1,0.01,18,40,25,188,124,160,27,27
153,5,0.611111111111111,0.1,0.05,18,37,24,192,126,145,25,25
154,5,0.611111111111111,0.2,0.01,18,35,25,187,122,300,28,28
155,5,0.611111111111111,0.2,0.05,18,39,24,181,122,230,25,25
156,5,0.6333333333333333,0.0,0.01,18,32,21,157,102,70,23,23
157,5,0.6333333333333333,0.0,0.05,18,36,24,164,109,75,24,25
158,5,0.6333333333333333,0.1,0.01,18,33,23,158,103,80,23,23
159,5,0.6333333333333333,0.1,0.05,18,32,23,159,107,90,25,25
160,5,0.6333333333333333,0.2,0.01,18,33,25,158,102,105,23,23
161,5,0.6333333333333333,0.2,0.05,18,33,23,154,101,90,20,20
162,5,0.6555555555555554,0.0,0.01,18,28,19,135,91,50,20,20
