,K,global_mean,delta,sd,rep,stop_unstrat_fixed,stop_unstrat_agrapa,stop_lcb_fixed,stop_lcb_agrapa,stop_uinnsm_fixed,stop_uinnsm_smooth,stop_uinnsm_smooth_predkelly
147,5,0.5888888888888889,0.1,0.05,36,39,24,252,163,1000,40,40
148,5,0.5888888888888889,0.2,0.01,36,45,30,232,150,1000,34,34
149,5,0.5888888888888889,0.2,0.05,36,57,39,228,148,1000,31,31
150,5,0.611111111111111,0.0,0.01,36,38,25,185,122,110,28,28
151,5,0.611111111111111,0.0,0.05,36,38,27,187,124,110,25,25
152,5,0.611111111111111,0.1,0.01,36,38,25,187,123,150,28,28
153,5,0.611111111111111,0.1,0.05,36,39,27,196,129,180,30,30
154,5,0.611111111111111,0.2,0.01,36,38,27,188,124,280,27,27
155,5,0.611111111111111,0.2,0.05,36,38,24,196,129,325,25,25
156,5,0.6333333333333333,0.0,0.01,36,32,21,156,103,70,23,23
157,5,0.6333333333333333,0.0,0.05,36,34,23,167,112,75,22,22
158,5,0.6333333333333333,0.1,0.01,36,32,21,157,102,80,23,23
159,5,0.6333333333333333,0.1,0.05,36,32,22,160,107,100,24,24
160,5,0.6333333333333333,0.2,0.01,36,31,20,158,103,105,23,23
161,5,0.6333333333333333,0.2,0.05,36,28,18,157,107,120,26,29
162,5,0.6555555555555554,0.0,0.01,36,28,19,136,91,50,20,20
163,5,0.6555555555555554,0.0,0.05,36,25,18,140,92,55,19,19
164,5,0.6555555555555554,0.1,0.01,36,27,17,137,92,60,20,20
165,5,0.6555555555555554,0.1,0.05,36,26,18,133,90,60,20,20
166,5,0.6555555555555554,0.2,0.01,36,27,18,136,91,65,20,20
167,5,0.6555555555555554,0.2,0.05,36,31,22,136,90,70,19,19
168,5,0.6777777777777777,0.0,0.01,36,24,16,120,79,40,17,17
169,5,0.6777777777777777,0.0,0.05,36,24,16,122,82,45,18,19
170,5,0.6777777777777777,0.1,0.01,36,23,16,120,79,45,17,18
171,5,0.6777777777777777,0.1,0.05,36,28,18,121,83,50,19,19
172,5,0.6777777777777777,0.2,0.01,36,24,16,120,79,50,17,17
173,5,0.6777777777777777,0.2,0.05,36,22,15,118,81,45,18,18
174,5,0.7,0.0,0.01,36,22,15,107,73,35,15,15
175,5,0.7,0.0,0.05,36,22,15,112,75,35,15,15
176,5,0.7,0.1,0.01,36,22,15,107,73,35,15,15
177,5,0.7,0.1,0.05,36,22,15,107,73,40,15,15
178,5,0.7,0.2,0.01,36,24,17,107,73,40,15,15
179,5,0.7,0.2,0.05,36,21,14,106,69,40,15,15
0,2,0.5,0.0,0.01,38,1000,1000,1000,1000,1000,1000,1000
1,2,0.5,0.0,0.05,38,1000,1000,1000,1000,1000,1000,1000
2,2,0.5,0.1,0.01,38,1000,1000,1000,1000,1000,1000,1000
3,2,0.5,0.1,0.05,38,1000,1000,1000,1000,1000,1000,1000
4,2,0.5,0.2,0.01,38,1000,1000,1000,1000,1000,1000,1000
5,2,0.5,0.2,0.05,38,1000,1000,1000,1000,1000,1000,1000
6,2,0.5222222222222223,0.0,0.01,38,190,125,361,231,1000,134,134
7,2,0.5222222222222223,0.0,0.05,38,175,111,409,283,1000,160,160
8,2,0.5222222222222223,0.1,0.01,38,139,87,362,232,1000,135,135
9,2,0.5222222222222223,0.1,0.05,38,259,242,436,242,1000,117,117
10,2,0.5222222222222223,0.2,0.01,38,139,121,369,231,1000,140,140
11,2,0.5222222222222223,0.2,0.05,38,177,172,384,258,1000,139,141
12,2,0.5444444444444444,0.0,0.01,38,93,61,186,120,1000,68,68
13,2,0.5444444444444444,0.0,0.05,38,94,50,199,145,1000,84,84
14,2,0.5444444444444444,0.1,0.01,38,91,67,180,115,1000,62,62
15,2,0.5444444444444444,0.1,0.05,38,87,51,210,147,1000,82,81
16,2,0.5444444444444444,0.2,0.01,38,92,59,186,119,1000,68,68
17,2,0.5444444444444444,0.2,0.05,38,110,72,177,124,1000,66,66
18,2,0.5666666666666667,0.0,0.01,38,63,40,122,79,1000,43,43
19,2,0.5666666666666667,0.0,0.05,38,68,41,120,79,1000,44,44
20,2,0.5666666666666667,0.1,0.01,38,56,38,123,80,1000,44,44
21,2,0.5666666666666667,0.1,0.05,38,56,34,124,77,1000,42,42
22,2,0.5666666666666667,0.2,0.01,38,59,34,125,81,1000,44,44
23,2,0.5666666666666667,0.2,0.05,38,53,38,129,85,1000,42,41
24,2,0.5888888888888889,0.0,0.01,38,47,31,96,63,1000,34,34
25,2,0.5888888888888889,0.0,0.05,38,46,31,92,62,1000,35,35
26,2,0.5888888888888889,0.1,0.01,38,58,41,93,60,1000,34,34
27,2,0.5888888888888889,0.1,0.05,38,62,46,99,69,1000,40,40
28,2,0.5888888888888889,0.2,0.01,38,48,39,92,60,1000,32,32
29,2,0.5888888888888889,0.2,0.05,38,51,32,93,66,1000,33,34
30,2,0.611111111111111,0.0,0.01,38,38,25,74,49,184,26,26
31,2,0.611111111111111,0.0,0.05,38,36,24,74,49,249,27,27
32,2,0.611111111111111,0.1,0.01,38,38,26,74,49,1000,26,26
33,2,0.611111111111111,0.1,0.05,38,44,28,72,50,1000,27,27
34,2,0.611111111111111,0.2,0.01,38,34,25,75,48,1000,26,26
35,2,0.611111111111111,0.2,0.05,38,44,36,74,49,1000,27,28
36,2,0.6333333333333333,0.0,0.01,38,32,21,63,42,92,22,22
37,2,0.6333333333333333,0.0,0.05,38,33,22,67,43,110,22,22
38,2,0.6333333333333333,0.1,0.01,38,36,23,63,41,152,22,22
39,2,0.6333333333333333,0.1,0.05,38,32,23,60,39,140,21,21
40,2,0.6333333333333333,0.2,0.01,38,28,22,64,42,640,22,22
41,2,0.6333333333333333,0.2,0.05,38,44,27,63,44,582,24,24
42,2,0.6555555555555554,0.0,0.01,38,28,19,55,37,62,19,19
43,2,0.6555555555555554,0.0,0.05,38,28,19,54,37,64,17,18
44,2,0.6555555555555554,0.1,0.01,38,28,19,55,38,86,19,19
45,2,0.6555555555555554,0.1,0.05,38,24,17,53,35,70,16,16
46,2,0.6555555555555554,0.2,0.01,38,32,24,54,37,144,18,18
47,2,0.6555555555555554,0.2,0.05,38,34,23,55,37,156,17,18
48,2,0.6777777777777777,0.0,0.01,38,24,16,48,32,46,16,16
49,2,0.6777777777777777,0.0,0.05,38,25,15,49,33,47,15,15
50,2,0.6777777777777777,0.1,0.01,38,25,18,49,32,60,16,16
51,2,0.6777777777777777,0.1,0.05,38,24,16,46,32,60,16,16
52,2,0.6777777777777777,0.2,0.01,38,23,14,49,32,80,16,16
53,2,0.6777777777777777,0.2,0.05,38,21,13,50,32,104,17,17
54,2,0.7,0.0,0.01,38,22,15,43,29,38,14,14
55,2,0.7,0.0,0.05,38,22,16,43,29,38,14,14
56,2,0.7,0.1,0.01,38,22,15,43,29,44,14,14
57,2,0.7,0.1,0.05,38,24,18,45,30,46,15,15
58,2,0.7,0.2,0.01,38,20,13,43,30,54,14,14
59,2,0.7,0.2,0.05,38,21,12,46,32,70,16,16
60,4,0.5,0.0,0.01,38,1000,1000,1000,1000,1000,1000,1000
61,4,0.5,0.0,0.05,38,1000,1000,1000,1000,1000,1000,1000
62,4,0.5,0.1,0.01,38,1000,1000,1000,1000,1000,1000,1000
63,4,0.5,0.1,0.05,38,1000,1000,1000,1000,1000,1000,1000
64,4,0.5,0.2,0.01,38,1000,1000,1000,1000,1000,1000,1000
65,4,0.5,0.2,0.05,38,1000,1000,1000,1000,1000,1000,1000
66,4,0.5222222222222223,0.0,0.01,38,175,115,724,447,1000,132,132
67,4,0.5222222222222223,0.0,0.05,38,198,141,629,404,1000,80,80
68,4,0.5222222222222223,0.1,0.01,38,166,88,719,451,1000,131,131
69,4,0.5222222222222223,0.1,0.05,38,135,84,746,452,1000,144,141
70,4,0.5222222222222223,0.2,0.01,38,194,126,702,440,1000,134,134
71,4,0.5222222222222223,0.2,0.05,38,256,193,752,512,1000,199,199
72,4,0.5444444444444444,0.0,0.01,38,89,57,361,231,1000,67,67
73,4,0.5444444444444444,0.0,0.05,38,92,65,365,237,1000,67,67
74,4,0.5444444444444444,0.1,0.01,38,99,64,355,229,1000,67,67
75,4,0.5444444444444444,0.1,0.05,38,94,57,364,235,1000,60,60
76,4,0.5444444444444444,0.2,0.01,38,93,75,362,232,1000,66,66
77,4,0.5444444444444444,0.2,0.05,38,100,64,360,243,1000,76,76
78,4,0.5666666666666667,0.0,0.01,38,63,40,247,156,1000,46,45
79,4,0.5666666666666667,0.0,0.05,38,61,37,248,177,1000,51,49
80,4,0.5666666666666667,0.1,0.01,38,59,40,243,157,1000,44,44
81,4,0.5666666666666667,0.1,0.05,38,63,45,249,166,1000,50,50
82,4,0.5666666666666667,0.2,0.01,38,59,40,245,159,1000,44,44
83,4,0.5666666666666667,0.2,0.05,38,122,78,234,159,1000,41,41
84,4,0.5888888888888889,0.0,0.01,38,47,31,183,119,1000,32,32
85,4,0.5888888888888889,0.0,0.05,38,50,32,181,119,1000,31,31
86,4,0.5888888888888889,0.1,0.01,38,47,30,184,118,1000,34,34
87,4,0.5888888888888889,0.1,0.05,38,53,38,187,125,1000,39,39
88,4,0.5888888888888889,0.2,0.01,38,43,31,186,121,1000,32,32
89,4,0.5888888888888889,0.2,0.05,38,81,41,169,117,1000,31,30
90,4,0.611111111111111,0.0,0.01,38,37,25,149,97,184,27,27
91,4,0.611111111111111,0.0,0.05,38,34,23,154,102,215,24,24
92,4,0.611111111111111,0.1,0.01,38,39,26,150,99,468,27,27
93,4,0.611111111111111,0.1,0.05,38,40,27,152,103,556,27,27
94,4,0.611111111111111,0.2,0.01,38,38,28,148,97,1000,26,26
95,4,0.611111111111111,0.2,0.05,38,38,26,154,102,1000,30,30
96,4,0.6333333333333333,0.0,0.01,38,32,22,125,82,88,22,22
97,4,0.6333333333333333,0.0,0.05,38,31,22,123,83,92,23,24
98,4,0.6333333333333333,0.1,0.01,38,32,21,126,82,124,23,23
99,4,0.6333333333333333,0.1,0.05,38,35,25,118,79,96,23,23
100,4,0.6333333333333333,0.2,0.01,38,35,23,125,82,216,23,23
101,4,0.6333333333333333,0.2,0.05,38,31,21,128,88,268,26,26
102,4,0.6555555555555554,0.0,0.01,38,27,19,108,74,60,19,19
103,4,0.6555555555555554,0.0,0.05,38,30,19,103,71,56,19,19
104,4,0.6555555555555554,0.1,0.01,38,29,20,109,73,72,19,19
105,4,0.6555555555555554,0.1,0.05,38,32,22,114,76,88,18,18
106,4,0.6555555555555554,0.2,0.01,38,24,16,109,73,96,19,19
107,4,0.6555555555555554,0.2,0.05,38,26,16,111,72,116,19,19
108,4,0.6777777777777777,0.0,0.01,38,24,16,96,63,48,16,16
109,4,0.6777777777777777,0.0,0.05,38,26,17,97,66,48,16,16
110,4,0.6777777777777777,0.1,0.01,38,25,16,96,63,52,16,16
111,4,0.6777777777777777,0.1,0.05,38,22,15,98,68,60,18,17
112,4,0.6777777777777777,0.2,0.01,38,29,19,96,63,64,16,16
113,4,0.6777777777777777,0.2,0.05,38,26,19,95,65,64,16,16
114,4,0.7,0.0,0.01,38,22,15,86,58,40,15,15
115,4,0.7,0.0,0.05,38,20,14,87,58,40,15,15
116,4,0.7,0.1,0.01,38,21,14,86,58,44,15,15
117,4,0.7,0.1,0.05,38,23,16,87,59,36,15,15
118,4,0.7,0.2,0.01,38,25,18,86,58,48,15,15
119,4,0.7,0.2,0.05,38,25,18,88,60,52,16,16
120,5,0.5,0.0,0.01,38,1000,1000,1000,1000,1000,1000,1000
121,5,0.5,0.0,0.05,38,1000,1000,1000,1000,1000,1000,1000
122,5,0.5,0.1,0.01,38,1000,1000,1000,1000,1000,1000,1000
123,5,0.5,0.1,0.05,38,1000,1000,1000,1000,1000,1000,1000
124,5,0.5,0.2,0.01,38,1000,1000,1000,1000,1000,1000,1000
125,5,0.5,0.2,0.05,38,1000,1000,1000,1000,1000,1000,1000
126,5,0.5222222222222223,0.0,0.01,38,182,123,912,576,1000,140,140
127,5,0.5222222222222223,0.0,0.05,38,154,90,864,602,1000,150,150
128,5,0.5222222222222223,0.1,0.01,38,170,110,873,558,1000,130,130
129,5,0.5222222222222223,0.1,0.05,38,227,198,847,570,1000,120,119
130,5,0.5222222222222223,0.2,0.01,38,168,148,918,581,1000,144,144
131,5,0.5222222222222223,0.2,0.05,38,192,144,967,714,1000,130,129
132,5,0.5444444444444444,0.0,0.01,38,94,61,455,289,1000,68,67
133,5,0.5444444444444444,0.0,0.05,38,86,61,441,295,1000,55,55
134,5,0.5444444444444444,0.1,0.01,38,82,56,449,288,1000,69,68
135,5,0.5444444444444444,0.1,0.05,38,91,56,485,318,1000,57,58
136,5,0.5444444444444444,0.2,0.01,38,98,63,460,293,1000,69,69
137,5,0.5444444444444444,0.2,0.05,38,84,58,477,303,1000,78,78
138,5,0.5666666666666667,0.0,0.01,38,63,42,307,198,1000,45,45
139,5,0.5666666666666667,0.0,0.05,38,59,39,313,200,1000,49,49
140,5,0.5666666666666667,0.1,0.01,38,61,40,313,200,1000,45,45
141,5,0.5666666666666667,0.1,0.05,38,61,39,317,212,1000,49,49
142,5,0.5666666666666667,0.2,0.01,38,56,36,307,195,1000,45,45
143,5,0.5666666666666667,0.2,0.05,38,73,52,315,212,1000,45,45
144,5,0.5888888888888889,0.0,0.01,38,47,31,234,151,295,35,35
145,5,0.5888888888888889,0.0,0.05,38,49,31,240,149,383,35,35
146,5,0.5888888888888889,0.1,0.01,38,50,32,231,149,1000,35,34
147,5,0.5888888888888889,0.1,0.05,38,46,32,225,148,1000,39,40
148,5,0.5888888888888889,0.2,0.01,38,45,30,230,150,1000,34,34
149,5,0.5888888888888889,0.2,0.05,38,39,24,239,158,1000,34,34
150,5,0.611111111111111,0.0,0.01,38,38,25,187,122,105,27,27
151,5,0.611111111111111,0.0,0.05,38,42,28,181,122,110,28,28
152,5,0.611111111111111,0.1,0.01,38,41,26,187,122,145,28,28
153,5,0.611111111111111,0.1,0.05,38,37,26,181,117,125,23,23
154,5,0.611111111111111,0.2,0.01,38,35,25,187,123,280,28,28
155,5,0.611111111111111,0.2,0.05,38,37,23,185,121,315,25,25
156,5,0.6333333333333333,0.0,0.01,38,31,20,157,102,70,23,23
157,5,0.6333333333333333,0.0,0.05,38,34,21,155,100,69,23,22
158,5,0.6333333333333333,0.1,0.01,38,32,21,157,104,85,23,23
159,5,0.6333333333333333,0.1,0.05,38,30,22,168,107,95,24,24
160,5,0.6333333333333333,0.2,0.01,38,32,22,157,103,105,23,23
161,5,0.6333333333333333,0.2,0.05,38,34,19,157,104,95,24,23
162,5,0.6555555555555554,0.0,0.01,38,28,19,136,92,50,20,19
163,5,0.6555555555555554,0.0,0.05,38,24,17,136,93,50,19,19
164,5,0.6555555555555554,0.1,0.01,38,29,20,137,93,60,20,20
165,5,0.6555555555555554,0.1,0.05,38,27,19,131,86,55,20,20
166,5,0.6555555555555554,0.2,0.01,38,26,17,136,92,70,20,20
167,5,0.6555555555555554,0.2,0.05,38,27,19,134,89,60,20,20
168,5,0.6777777777777777,0.0,0.01,38,24,16,119,79,40,18,18
169,5,0.6777777777777777,0.0,0.05,38,23,16,122,85,50,18,19
170,5,0.6777777777777777,0.1,0.01,38,24,17,120,79,45,17,17
171,5,0.6777777777777777,0.1,0.05,38,26,18,119,79,45,18,17
172,5,0.6777777777777777,0.2,0.01,38,23,14,120,80,50,17,17
173,5,0.6777777777777777,0.2,0.05,38,25,18,122,82,55,18,18
174,5,0.7,0.0,0.01,38,22,15,108,72,35,15,15
175,5,0.7,0.0,0.05,38,21,15,106,69,35,15,15
176,5,0.7,0.1,0.01,38,22,16,107,72,35,15,15
177,5,0.7,0.1,0.05,38,23,16,110,74,45,16,16
178,5,0.7,0.2,0.01,38,23,15,108,73,40,15,15
179,5,0.7,0.2,0.05,38,25,18,107,75,40,15,15
0,2,0.5,0.0,0.01,44,1000,1000,1000,1000,1000,1000,1000
1,2,0.5,0.0,0.05,44,1000,1000,1000,1000,1000,1000,1000
2,2,0.5,0.1,0.01,44,1000,1000,1000,1000,1000,1000,1000
3,2,0.5,0.1,0.05,44,1000,1000,1000,1000,1000,1000,1000
4,2,0.5,0.2,0.01,44,1000,1000,1000,1000,1000,1000,1000
5,2,0.5,0.2,0.05,44,1000,1000,1000,1000,1000,1000,1000
6,2,0.5222222222222223,0.0,0.01,44,185,116,361,218,1000,132,132
7,2,0.5222222222222223,0.0,0.05,44,200,134,443,354,1000,217,217
8,2,0.5222222222222223,0.1,0.01,44,168,94,370,233,1000,138,138
9,2,0.5222222222222223,0.1,0.05,44,188,127,452,305,1000,169,169
10,2,0.5222222222222223,0.2,0.01,44,211,203,363,229,1000,138,137
11,2,0.5222222222222223,0.2,0.05,44,223,223,372,274,1000,139,139
12,2,0.5444444444444444,0.0,0.01,44,92,59,184,119,1000,68,68
13,2,0.5444444444444444,0.0,0.05,44,95,74,197,143,1000,79,79
14,2,0.5444444444444444,0.1,0.01,44,95,67,179,113,1000,66,66
15,2,0.5444444444444444,0.1,0.05,44,106,80,200,126,1000,74,74
16,2,0.5444444444444444,0.2,0.01,44,139,129,185,118,1000,68,68
17,2,0.5444444444444444,0.2,0.05,44,93,77,186,120,1000,64,63
18,2,0.5666666666666667,0.0,0.01,44,61,38,125,82,1000,45,45
19,2,0.5666666666666667,0.0,0.05,44,58,39,143,92,1000,50,50
20,2,0.5666666666666667,0.1,0.01,44,61,38,123,79,1000,44,44
21,2,0.5666666666666667,0.1,0.05,44,58,37,135,88,1000,50,49
22,2,0.5666666666666667,0.2,0.01,44,46,28,125,82,1000,46,46
23,2,0.5666666666666667,0.2,0.05,44,68,50,115,78,1000,42,42
24,2,0.5888888888888889,0.0,0.01,44,46,29,93,60,1000,33,33
25,2,0.5888888888888889,0.0,0.05,44,52,33,87,59,1000,34,33
26,2,0.5888888888888889,0.1,0.01,44,42,28,93,60,1000,33,33
27,2,0.5888888888888889,0.1,0.05,44,53,34,99,64,1000,34,33
28,2,0.5888888888888889,0.2,0.01,44,51,31,93,61,1000,34,34
29,2,0.5888888888888889,0.2,0.05,44,57,45,94,62,1000,34,34
30,2,0.611111111111111,0.0,0.01,44,38,25,75,50,182,26,26
31,2,0.611111111111111,0.0,0.05,44,36,23,75,48,242,28,28
32,2,0.611111111111111,0.1,0.01,44,35,25,74,48,1000,26,26
33,2,0.611111111111111,0.1,0.05,44,42,30,77,53,1000,29,29
34,2,0.611111111111111,0.2,0.01,44,35,26,75,50,1000,26,26
35,2,0.611111111111111,0.2,0.05,44,42,31,77,51,1000,28,28
36,2,0.6333333333333333,0.0,0.01,44,32,21,63,41,92,22,22
37,2,0.6333333333333333,0.0,0.05,44,34,21,66,44,106,21,21
38,2,0.6333333333333333,0.1,0.01,44,33,22,63,41,158,22,22
39,2,0.6333333333333333,0.1,0.05,44,30,19,67,44,158,22,22
40,2,0.6333333333333333,0.2,0.01,44,33,23,64,42,798,22,22
41,2,0.6333333333333333,0.2,0.05,44,31,21,63,41,1000,23,22
42,2,0.6555555555555554,0.0,0.01,44,28,19,55,37,62,19,19
43,2,0.6555555555555554,0.0,0.05,44,28,19,56,38,64,19,19
44,2,0.6555555555555554,0.1,0.01,44,26,17,55,37,82,18,18
45,2,0.6555555555555554,0.1,0.05,44,27,18,53,38,84,18,18
46,2,0.6555555555555554,0.2,0.01,44,24,19,55,37,138,19,19
47,2,0.6555555555555554,0.2,0.05,44,33,23,52,35,124,17,18
48,2,0.6777777777777777,0.0,0.01,44,24,16,48,31,44,16,16
49,2,0.6777777777777777,0.0,0.05,44,25,17,49,32,48,16,16
50,2,0.6777777777777777,0.1,0.01,44,25,17,48,32,56,16,16
51,2,0.6777777777777777,0.1,0.05,44,24,16,44,30,46,16,16
52,2,0.6777777777777777,0.2,0.01,44,23,17,49,32,78,16,16
53,2,0.6777777777777777,0.2,0.05,44,23,17,45,29,66,14,14
54,2,0.7,0.0,0.01,44,22,15,43,29,36,14,14
55,2,0.7,0.0,0.05,44,23,16,41,28,34,12,12
56,2,0.7,0.1,0.01,44,22,16,43,29,42,14,14
57,2,0.7,0.1,0.05,44,23,16,46,30,48,15,15
58,2,0.7,0.2,0.01,44,21,14,43,29,54,14,14
59,2,0.7,0.2,0.05,44,19,14,45,30,64,14,14
60,4,0.5,0.0,0.01,44,1000,1000,1000,1000,1000,1000,1000
61,4,0.5,0.0,0.05,44,1000,1000,1000,1000,1000,1000,1000
62,4,0.5,0.1,0.01,44,1000,1000,1000,1000,1000,1000,1000
63,4,0.5,0.1,0.05,44,1000,1000,1000,1000,1000,1000,1000
64,4,0.5,0.2,0.01,44,1000,1000,1000,1000,1000,1000,1000
65,4,0.5,0.2,0.05,44,1000,1000,1000,1000,1000,1000,1000
66,4,0.5222222222222223,0.0,0.01,44,192,116,707,444,1000,129,129
67,4,0.5222222222222223,0.0,0.05,44,193,118,664,471,1000,136,133
68,4,0.5222222222222223,0.1,0.01,44,226,157,728,452,1000,137,138
69,4,0.5222222222222223,0.1,0.05,44,232,175,709,474,1000,150,149
70,4,0.5222222222222223,0.2,0.01,44,166,108,714,447,1000,136,136
71,4,0.5222222222222223,0.2,0.05,44,170,151,734,465,1000,130,131
72,4,0.5444444444444444,0.0,0.01,44,89,57,370,238,1000,71,71
73,4,0.5444444444444444,0.0,0.05,44,88,66,384,266,1000,70,71
74,4,0.5444444444444444,0.1,0.01,44,99,68,367,234,1000,66,67
75,4,0.5444444444444444,0.1,0.05,44,121,95,372,245,1000,68,67
76,4,0.5444444444444444,0.2,0.01,44,87,59,365,237,1000,67,67
77,4,0.5444444444444444,0.2,0.05,44,103,61,349,221,1000,58,57
78,4,0.5666666666666667,0.0,0.01,44,62,40,240,157,1000,43,43
79,4,0.5666666666666667,0.0,0.05,44,58,40,235,153,1000,42,42
80,4,0.5666666666666667,0.1,0.01,44,64,44,244,156,1000,44,44
81,4,0.5666666666666667,0.1,0.05,44,64,38,243,156,1000,40,40
82,4,0.5666666666666667,0.2,0.01,44,53,42,243,157,1000,44,44
83,4,0.5666666666666667,0.2,0.05,44,66,45,261,176,1000,54,55
84,4,0.5888888888888889,0.0,0.01,44,46,30,186,119,1000,34,34
85,4,0.5888888888888889,0.0,0.05,44,47,34,182,117,1000,32,32
86,4,0.5888888888888889,0.1,0.01,44,48,34,184,118,1000,33,33
87,4,0.5888888888888889,0.1,0.05,44,46,29,184,119,1000,28,28
88,4,0.5888888888888889,0.2,0.01,44,47,35,186,121,1000,34,34
89,4,0.5888888888888889,0.2,0.05,44,45,36,180,114,1000,30,31
90,4,0.611111111111111,0.0,0.01,44,38,25,148,97,180,26,26
91,4,0.611111111111111,0.0,0.05,44,40,27,158,99,248,26,26
92,4,0.611111111111111,0.1,0.01,44,37,24,149,98,444,27,27
93,4,0.611111111111111,0.1,0.05,44,36,22,151,100,564,28,29
94,4,0.611111111111111,0.2,0.01,44,44,32,150,98,1000,27,27
95,4,0.611111111111111,0.2,0.05,44,40,29,146,100,1000,32,31
96,4,0.6333333333333333,0.0,0.01,44,32,21,126,82,88,22,22
97,4,0.6333333333333333,0.0,0.05,44,31,20,129,86,108,25,25
98,4,0.6333333333333333,0.1,0.01,44,32,22,126,83,128,22,22
99,4,0.6333333333333333,0.1,0.05,44,31,21,132,90,168,26,25
100,4,0.6333333333333333,0.2,0.01,44,25,16,125,81,204,23,22
101,4,0.6333333333333333,0.2,0.05,44,34,22,132,88,316,22,21
102,4,0.6555555555555554,0.0,0.01,44,27,18,109,73,60,19,19
103,4,0.6555555555555554,0.0,0.05,44,29,19,106,69,56,19,19
104,4,0.6555555555555554,0.1,0.01,44,28,18,110,74,76,20,20
105,4,0.6555555555555554,0.1,0.05,44,29,19,99,68,56,18,17
106,4,0.6555555555555554,0.2,0.01,44,25,17,109,73,96,19,19
107,4,0.6555555555555554,0.2,0.05,44,30,18,109,71,100,19,20
108,4,0.6777777777777777,0.0,0.01,44,24,16,96,63,48,16,16
109,4,0.6777777777777777,0.0,0.05,44,24,16,97,64,44,16,16
110,4,0.6777777777777777,0.1,0.01,44,24,16,96,64,52,16,16
111,4,0.6777777777777777,0.1,0.05,44,25,18,97,66,56,16,16
112,4,0.6777777777777777,0.2,0.01,44,25,16,95,63,64,16,16
113,4,0.6777777777777777,0.2,0.05,44,25,16,97,66,68,18,18
114,4,0.7,0.0,0.01,44,22,15,86,58,36,15,15
115,4,0.7,0.0,0.05,44,23,17,87,58,40,16,16
116,4,0.7,0.1,0.01,44,21,15,87,59,44,16,16
117,4,0.7,0.1,0.05,44,25,17,86,59,40,15,15
118,4,0.7,0.2,0.01,44,21,14,86,58,48,15,15
119,4,0.7,0.2,0.05,44,23,13,90,58,40,15,15
120,5,0.5,0.0,0.01,44,1000,1000,1000,1000,1000,1000,1000
121,5,0.5,0.0,0.05,44,1000,1000,1000,1000,1000,1000,1000
122,5,0.5,0.1,0.01,44,1000,1000,1000,1000,1000,1000,1000
123,5,0.5,0.1,0.05,44,1000,1000,1000,1000,1000,1000,1000
124,5,0.5,0.2,0.01,44,1000,1000,1000,1000,1000,1000,1000
125,5,0.5,0.2,0.05,44,1000,1000,1000,1000,1000,1000,1000
126,5,0.5222222222222223,0.0,0.01,44,185,116,912,581,1000,137,139
127,5,0.5222222222222223,0.0,0.05,44,140,96,983,705,1000,128,128
128,5,0.5222222222222223,0.1,0.01,44,185,117,871,571,1000,130,130
129,5,0.5222222222222223,0.1,0.05,44,185,143,850,575,1000,146,149
130,5,0.5222222222222223,0.2,0.01,44,181,160,893,578,1000,138,136
131,5,0.5222222222222223,0.2,0.05,44,196,165,1000,699,1000,264,263
132,5,0.5444444444444444,0.0,0.01,44,91,57,454,288,1000,65,65
133,5,0.5444444444444444,0.0,0.05,44,102,68,491,330,1000,90,90
134,5,0.5444444444444444,0.1,0.01,44,82,56,446,283,1000,64,64
135,5,0.5444444444444444,0.1,0.05,44,86,59,426,278,1000,75,74
136,5,0.5444444444444444,0.2,0.01,44,61,40,450,287,1000,68,68
137,5,0.5444444444444444,0.2,0.05,44,124,97,436,288,1000,79,80
138,5,0.5666666666666667,0.0,0.01,44,60,40,309,198,1000,45,45
139,5,0.5666666666666667,0.0,0.05,44,78,50,316,203,1000,46,47
140,5,0.5666666666666667,0.1,0.01,44,61,41,308,196,1000,43,43
141,5,0.5666666666666667,0.1,0.05,44,62,44,306,198,1000,44,45
142,5,0.5666666666666667,0.2,0.01,44,48,34,306,198,1000,45,45
143,5,0.5666666666666667,0.2,0.05,44,65,52,313,193,1000,39,38
144,5,0.5888888888888889,0.0,0.01,44,47,31,230,149,245,35,34
145,5,0.5888888888888889,0.0,0.05,44,48,33,225,148,320,33,33
146,5,0.5888888888888889,0.1,0.01,44,45,28,227,149,855,33,33
147,5,0.5888888888888889,0.1,0.05,44,49,33,234,149,1000,30,30
148,5,0.5888888888888889,0.2,0.01,44,47,32,230,151,1000,33,33
149,5,0.5888888888888889,0.2,0.05,44,51,37,239,160,1000,38,39
150,5,0.611111111111111,0.0,0.01,44,38,25,186,122,105,28,27
151,5,0.611111111111111,0.0,0.05,44,36,24,182,116,95,24,23
152,5,0.611111111111111,0.1,0.01,44,39,27,187,123,145,26,26
153,5,0.611111111111111,0.1,0.05,44,37,26,185,121,145,25,25
154,5,0.611111111111111,0.2,0.01,44,37,24,188,121,285,27,27
155,5,0.611111111111111,0.2,0.05,44,39,26,189,127,275,29,29
156,5,0.6333333333333333,0.0,0.01,44,32,21,156,102,65,22,22
157,5,0.6333333333333333,0.0,0.05,44,31,21,158,102,65,20,20
158,5,0.6333333333333333,0.1,0.01,44,31,21,159,103,85,23,23
159,5,0.6333333333333333,0.1,0.05,44,33,21,160,105,90,25,25
160,5,0.6333333333333333,0.2,0.01,44,30,20,156,102,105,23,23
161,5,0.6333333333333333,0.2,0.05,44,34,26,164,108,125,24,24
