batch_sizes,A_c,invalid
64,0.578125,0.84375
20,0.625,0.75
56,0.5446428571428571,0.9107142857142857
88,0.5681818181818182,0.8636363636363636
4,0.5,1.0
8,0.625,0.75
26,0.5576923076923077,0.8846153846153846
12,0.5416666666666666,0.9166666666666666
12,0.5833333333333334,0.8333333333333334
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
48,0.5520833333333334,0.8958333333333334
64,0.578125,0.84375
28,0.5178571428571429,0.9642857142857143
8,0.625,0.75
4,0.625,0.75
151,0.7086092715231788,0.5827814569536424
8,0.5625,0.875
264,0.571969696969697,0.8560606060606061
4,0.5,1.0
8,0.625,0.75
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
267,0.5730337078651685,0.8539325842696629
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
279,0.553763440860215,0.8924731182795699
4,0.5,1.0
136,0.5367647058823529,0.9264705882352942
104,0.5432692307692307,0.9134615384615384
4,0.5,1.0
315,0.5650793650793651,0.8698412698412699
12,0.625,0.75
12,0.5416666666666666,0.9166666666666666
56,0.5982142857142857,0.8035714285714286
4,0.625,0.75
24,0.5625,0.875
4,0.625,0.75
8,0.5625,0.875
20,0.55,0.9
16,0.5625,0.875
12,0.625,0.75
4,0.625,0.75
4,0.5,1.0
8,0.5625,0.875
59,0.576271186440678,0.847457627118644
4,0.625,0.75
4,0.5,1.0
34,0.6029411764705882,0.7941176470588235
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
20,0.55,0.9
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
28,0.5535714285714286,0.8928571428571429
4,0.625,0.75
344,0.5799418604651163,0.8401162790697675
4,0.625,0.75
372,0.5793010752688172,0.8413978494623656
16,0.5,1.0
8,0.5625,0.875
12,0.5833333333333334,0.8333333333333334
7,0.6428571428571429,0.7142857142857143
8,0.5625,0.875
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
115,0.5652173913043478,0.8695652173913043
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
8,0.625,0.75
8,0.625,0.75
8,0.5,1.0
324,0.566358024691358,0.8672839506172839
1,1.0,0.0
8,0.5,1.0
8,0.5,1.0
285,0.5508771929824562,0.8982456140350877
4,0.5,1.0
4,0.5,1.0
232,0.5797413793103449,0.8405172413793104
28,0.5714285714285714,0.8571428571428571
255,0.5901960784313726,0.8196078431372549
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
4,0.625,0.75
8,0.5625,0.875
83,0.572289156626506,0.8554216867469879
20,0.575,0.85
8,0.625,0.75
44,0.5681818181818182,0.8636363636363636
16,0.53125,0.9375
4,0.625,0.75
40,0.55,0.9
20,0.55,0.9
137,0.5547445255474452,0.8905109489051095
452,0.5508849557522124,0.8982300884955752
8,0.625,0.75
28,0.5357142857142857,0.9285714285714286
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
8,0.5,1.0
452,0.5575221238938053,0.8849557522123894
4,0.625,0.75
4,0.5,1.0
467,0.5749464668094219,0.8501070663811563
4,0.5,1.0
472,0.5720338983050848,0.8559322033898306
8,0.625,0.75
8,0.5,1.0
23,0.5217391304347826,0.9565217391304348
4,0.625,0.75
480,0.5791666666666667,0.8416666666666667
15,0.5666666666666667,0.8666666666666667
8,0.5625,0.875
271,0.5608856088560885,0.8782287822878229
2,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
8,0.625,0.75
4,0.5,1.0
7,0.5714285714285714,0.8571428571428571
28,0.5178571428571429,0.9642857142857143
4,0.5,1.0
248,0.5766129032258065,0.8467741935483871
13,0.5,1.0
40,0.5375,0.925
124,0.5806451612903226,0.8387096774193549
4,0.625,0.75
36,0.5833333333333334,0.8333333333333334
28,0.5892857142857143,0.8214285714285714
4,0.5,1.0
52,0.5673076923076923,0.8653846153846154
4,0.5,1.0
1,1.0,0.0
8,0.5625,0.875
4,0.625,0.75
4,0.5,1.0
16,0.59375,0.8125
332,0.5798192771084337,0.8403614457831325
8,0.5625,0.875
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
16,0.5625,0.875
4,0.625,0.75
4,0.5,1.0
4,0.625,0.75
48,0.5625,0.875
72,0.5694444444444444,0.8611111111111112
4,0.5,1.0
4,0.625,0.75
332,0.5798192771084337,0.8403614457831325
16,0.59375,0.8125
8,0.625,0.75
16,0.5625,0.875
159,0.6132075471698113,0.7735849056603774
4,0.5,1.0
8,0.5,1.0
59,0.5847457627118644,0.8305084745762712
256,0.552734375,0.89453125
4,0.5,1.0
4,0.625,0.75
4,0.625,0.75
44,0.5795454545454546,0.8409090909090909
8,0.5,1.0
4,0.625,0.75
6,0.5833333333333334,0.8333333333333334
4,0.5,1.0
8,0.625,0.75
4,0.625,0.75
4,0.5,1.0
1,1.0,0.0
12,0.5,1.0
326,0.5751533742331288,0.8496932515337423
4,0.625,0.75
488,0.5737704918032787,0.8524590163934426
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
12,0.5416666666666666,0.9166666666666666
348,0.5689655172413793,0.8620689655172413
153,0.7058823529411765,0.5882352941176471
17,0.5588235294117647,0.8823529411764706
8,0.625,0.75
8,0.625,0.75
4,0.625,0.75
4,0.625,0.75
8,0.5625,0.875
428,0.5759345794392523,0.8481308411214953
64,0.578125,0.84375
25,0.56,0.88
12,0.5416666666666666,0.9166666666666666
20,0.6,0.8
4,0.5,1.0
32,0.578125,0.84375
13,0.5384615384615384,0.9230769230769231
4,0.5,1.0
4,0.625,0.75
4,0.625,0.75
4,0.5,1.0
1,1.0,0.0
288,0.5590277777777778,0.8819444444444444
8,0.5,1.0
92,0.5597826086956522,0.8804347826086957
4,0.625,0.75
4,0.625,0.75
8,0.625,0.75
4,0.625,0.75
16,0.5625,0.875
44,0.6022727272727273,0.7954545454545454
4,0.5,1.0
282,0.5709219858156028,0.8581560283687943
4,0.625,0.75
8,0.5625,0.875
4,0.625,0.75
24,0.6041666666666666,0.7916666666666666
4,0.5,1.0
32,0.59375,0.8125
84,0.5654761904761905,0.8690476190476191
8,0.625,0.75
24,0.6041666666666666,0.7916666666666666
80,0.56875,0.8625
90,0.7555555555555555,0.4888888888888889
4,0.625,0.75
48,0.5833333333333334,0.8333333333333334
4,0.625,0.75
4,0.625,0.75
16,0.5625,0.875
56,0.5535714285714286,0.8928571428571429
24,0.5625,0.875
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
4,0.5,1.0
292,0.5547945205479452,0.8904109589041096
19,0.5526315789473685,0.8947368421052632
4,0.625,0.75
4,0.625,0.75
20,0.55,0.9
12,0.5,1.0
93,0.5591397849462365,0.8817204301075269
4,0.5,1.0
4,0.625,0.75
352,0.578125,0.84375
12,0.625,0.75
32,0.546875,0.90625
208,0.5721153846153846,0.8557692307692307
5,0.7,0.6
4,0.625,0.75
8,0.625,0.75
4,0.625,0.75
278,0.5665467625899281,0.8669064748201439
4,0.5,1.0
28,0.5714285714285714,0.8571428571428571
20,0.6,0.8
34,0.5588235294117647,0.8823529411764706
20,0.575,0.85
40,0.575,0.85
83,0.572289156626506,0.8554216867469879
44,0.5568181818181818,0.8863636363636364
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
23,0.6086956521739131,0.782608695652174
4,0.625,0.75
191,0.5680628272251309,0.8638743455497382
2,0.75,0.5
4,0.5,1.0
16,0.5625,0.875
4,0.5,1.0
4,0.625,0.75
55,0.5545454545454546,0.8909090909090909
8,0.625,0.75
353,0.5722379603399433,0.8555240793201133
31,0.6129032258064516,0.7741935483870968
4,0.625,0.75
28,0.5892857142857143,0.8214285714285714
4,0.5,1.0
3,0.5,1.0
4,0.5,1.0
44,0.5568181818181818,0.8863636363636364
12,0.625,0.75
16,0.53125,0.9375
4,0.625,0.75
4,0.5,1.0
4,0.625,0.75
28,0.5535714285714286,0.8928571428571429
28,0.5357142857142857,0.9285714285714286
4,0.625,0.75
28,0.5892857142857143,0.8214285714285714
4,0.5,1.0
8,0.625,0.75
24,0.5,1.0
4,0.625,0.75
4,0.625,0.75
4,0.5,1.0
4,0.625,0.75
278,0.5467625899280576,0.9064748201438849
4,0.5,1.0
4,0.625,0.75
459,0.5947712418300654,0.8104575163398693
4,0.625,0.75
40,0.5875,0.825
60,0.5583333333333333,0.8833333333333333
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
20,0.575,0.85
44,0.5795454545454546,0.8409090909090909
51,0.5882352941176471,0.8235294117647058
168,0.5654761904761905,0.8690476190476191
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
28,0.5714285714285714,0.8571428571428571
8,0.5625,0.875
1,0.5,1.0
4,0.625,0.75
24,0.5625,0.875
4,0.5,1.0
451,0.5676274944567627,0.8647450110864745
75,0.5533333333333333,0.8933333333333333
4,0.625,0.75
5,0.8,0.4
8,0.625,0.75
289,0.5674740484429066,0.8650519031141869
105,0.5476190476190477,0.9047619047619048
4,0.5,1.0
8,0.5625,0.875
2,1.0,0.0
4,0.5,1.0
4,0.5,1.0
4,0.75,0.5
4,0.625,0.75
298,0.5805369127516778,0.8389261744966443
8,0.5,1.0
70,0.5428571428571428,0.9142857142857143
4,0.625,0.75
24,0.5416666666666666,0.9166666666666666
317,0.5741324921135647,0.8517350157728707
6,0.9166666666666666,0.16666666666666666
4,0.625,0.75
32,0.5625,0.875
14,0.6071428571428571,0.7857142857142857
8,0.5625,0.875
196,0.5790816326530612,0.8418367346938775
62,0.5645161290322581,0.8709677419354839
44,0.5568181818181818,0.8863636363636364
4,0.5,1.0
4,0.5,1.0
16,0.5625,0.875
4,0.625,0.75
27,0.5555555555555556,0.8888888888888888
82,0.7560975609756098,0.4878048780487805
4,0.5,1.0
4,0.625,0.75
32,0.609375,0.78125
345,0.5652173913043478,0.8695652173913043
4,0.5,1.0
4,0.625,0.75
12,0.5,1.0
5,0.6,0.8
99,0.5858585858585859,0.8282828282828283
32,0.5625,0.875
109,0.7706422018348624,0.45871559633027525
193,0.7383419689119171,0.5233160621761658
16,0.625,0.75
4,0.625,0.75
4,0.5,1.0
128,0.57421875,0.8515625
4,0.625,0.75
305,0.578688524590164,0.8426229508196721
12,0.5833333333333334,0.8333333333333334
202,0.5297029702970297,0.9405940594059405
8,0.625,0.75
4,0.5,1.0
24,0.5833333333333334,0.8333333333333334
12,0.625,0.75
4,0.5,1.0
12,0.5,1.0
4,0.625,0.75
54,0.5925925925925926,0.8148148148148148
184,0.5815217391304348,0.8369565217391305
3,0.6666666666666666,0.6666666666666666
8,0.5625,0.875
4,0.625,0.75
346,0.565028901734104,0.869942196531792
4,0.5,1.0
95,0.7052631578947368,0.5894736842105263
4,0.625,0.75
4,0.625,0.75
4,0.625,0.75
4,0.625,0.75
19,0.6052631578947368,0.7894736842105263
140,0.5821428571428572,0.8357142857142857
4,0.5,1.0
4,0.5,1.0
98,0.5918367346938775,0.8163265306122449
24,0.5416666666666666,0.9166666666666666
24,0.5625,0.875
4,0.625,0.75
103,0.5679611650485437,0.8640776699029126
27,0.5555555555555556,0.8888888888888888
4,0.625,0.75
8,0.625,0.75
4,0.625,0.75
86,0.7151162790697675,0.5697674418604651
32,0.578125,0.84375
8,0.625,0.75
7,0.5714285714285714,0.8571428571428571
20,0.575,0.85
1,1.0,0.0
257,0.603112840466926,0.7937743190661478
284,0.579225352112676,0.8415492957746479
16,0.625,0.75
1,1.0,0.0
4,0.5,1.0
327,0.5672782874617737,0.8654434250764526
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
4,0.625,0.75
8,0.5,1.0
4,0.5,1.0
3,0.6666666666666666,0.6666666666666666
3,0.5,1.0
8,0.5625,0.875
288,0.5590277777777778,0.8819444444444444
4,0.625,0.75
20,0.575,0.85
8,0.5,1.0
28,0.5357142857142857,0.9285714285714286
4,0.625,0.75
36,0.5555555555555556,0.8888888888888888
4,0.625,0.75
12,0.5,1.0
160,0.578125,0.84375
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
316,0.5617088607594937,0.8765822784810127
68,0.5514705882352942,0.8970588235294118
4,0.625,0.75
4,0.625,0.75
16,0.5625,0.875
12,0.625,0.75
4,0.625,0.75
420,0.5845238095238096,0.830952380952381
12,0.625,0.75
12,0.5833333333333334,0.8333333333333334
350,0.5814285714285714,0.8371428571428572
4,0.625,0.75
95,0.5526315789473685,0.8947368421052632
4,0.625,0.75
220,0.5522727272727272,0.8954545454545455
8,0.5625,0.875
4,0.5,1.0
3,0.6666666666666666,0.6666666666666666
4,0.625,0.75
8,0.5,1.0
332,0.572289156626506,0.8554216867469879
4,0.5,1.0
212,0.5589622641509434,0.8820754716981132
32,0.546875,0.90625
44,0.5454545454545454,0.9090909090909091
4,0.5,1.0
12,0.5833333333333334,0.8333333333333334
12,0.5416666666666666,0.9166666666666666
16,0.5625,0.875
32,0.5625,0.875
47,0.5531914893617021,0.8936170212765957
4,0.5,1.0
395,0.5746835443037974,0.850632911392405
20,0.6,0.8
4,0.5,1.0
56,0.5267857142857143,0.9464285714285714
4,0.625,0.75
336,0.5744047619047619,0.8511904761904762
4,0.5,1.0
260,0.575,0.85
8,0.5625,0.875
4,0.625,0.75
33,0.5606060606060606,0.8787878787878788
8,0.625,0.75
36,0.5972222222222222,0.8055555555555556
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
20,0.55,0.9
1,1.0,0.0
3,0.6666666666666666,0.6666666666666666
32,0.5625,0.875
12,0.5,1.0
8,0.625,0.75
4,0.5,1.0
4,0.625,0.75
8,0.625,0.75
16,0.53125,0.9375
12,0.5416666666666666,0.9166666666666666
8,0.625,0.75
16,0.5625,0.875
287,0.5505226480836237,0.8989547038327527
1,1.0,0.0
4,0.5,1.0
12,0.5833333333333334,0.8333333333333334
141,0.5780141843971631,0.8439716312056738
104,0.75,0.5
4,0.5,1.0
16,0.59375,0.8125
16,0.5625,0.875
4,0.625,0.75
4,0.625,0.75
12,0.5416666666666666,0.9166666666666666
60,0.575,0.85
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
24,0.5625,0.875
47,0.574468085106383,0.851063829787234
4,0.625,0.75
310,0.5741935483870968,0.8516129032258064
24,0.5833333333333334,0.8333333333333334
44,0.5909090909090909,0.8181818181818182
4,0.5,1.0
12,0.5,1.0
64,0.5859375,0.828125
4,0.625,0.75
4,0.5,1.0
2,0.5,1.0
3,0.5,1.0
2,0.5,1.0
1,1.0,0.0
4,0.5,1.0
274,0.5748175182481752,0.8503649635036497
4,0.5,1.0
4,0.625,0.75
192,0.5703125,0.859375
8,0.625,0.75
114,0.7192982456140351,0.5614035087719298
28,0.6071428571428571,0.7857142857142857
8,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
8,0.5625,0.875
8,0.625,0.75
8,0.5,1.0
24,0.5625,0.875
6,0.75,0.5
4,0.625,0.75
400,0.57625,0.8475
32,0.578125,0.84375
4,0.625,0.75
4,0.625,0.75
128,0.5546875,0.890625
4,0.625,0.75
3,0.6666666666666666,0.6666666666666666
52,0.6057692307692307,0.7884615384615384
384,0.5716145833333334,0.8567708333333334
116,0.5689655172413793,0.8620689655172413
8,0.5,1.0
4,0.625,0.75
36,0.5694444444444444,0.8611111111111112
145,0.6931034482758621,0.6137931034482759
4,0.625,0.75
8,0.5625,0.875
8,0.5625,0.875
180,0.5638888888888889,0.8722222222222222
32,0.578125,0.84375
16,0.59375,0.8125
12,0.625,0.75
12,0.5,1.0
4,0.5,1.0
8,0.625,0.75
63,0.5952380952380952,0.8095238095238095
8,0.5625,0.875
404,0.5903465346534653,0.8193069306930693
111,0.5675675675675675,0.8648648648648649
20,0.525,0.95
4,0.625,0.75
20,0.525,0.95
32,0.59375,0.8125
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
4,0.625,0.75
24,0.5625,0.875
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
12,0.5416666666666666,0.9166666666666666
4,0.625,0.75
4,0.625,0.75
184,0.595108695652174,0.8097826086956522
67,0.5447761194029851,0.9104477611940298
16,0.625,0.75
40,0.5625,0.875
264,0.5757575757575758,0.8484848484848485
340,0.5573529411764706,0.8852941176470588
52,0.5769230769230769,0.8461538461538461
1,1.0,0.0
12,0.5,1.0
48,0.53125,0.9375
72,0.5902777777777778,0.8194444444444444
8,0.625,0.75
8,0.625,0.75
8,0.5,1.0
8,0.5,1.0
4,0.625,0.75
4,0.5,1.0
8,0.5625,0.875
20,0.6,0.8
70,0.7142857142857143,0.5714285714285714
4,0.5,1.0
41,0.5609756097560976,0.8780487804878049
237,0.6012658227848101,0.7974683544303798
4,0.5,1.0
20,0.575,0.85
16,0.59375,0.8125
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
224,0.5602678571428571,0.8794642857142857
12,0.625,0.75
8,0.5625,0.875
3,0.5,1.0
338,0.5517751479289941,0.8964497041420119
4,0.625,0.75
3,0.5,1.0
293,0.5750853242320819,0.8498293515358362
2,0.5,1.0
4,0.625,0.75
521,0.5844529750479847,0.8310940499040307
4,0.625,0.75
4,0.625,0.75
36,0.5,1.0
8,0.5625,0.875
251,0.5896414342629482,0.8207171314741036
4,0.625,0.75
24,0.5416666666666666,0.9166666666666666
4,0.625,0.75
4,0.5,1.0
8,0.5625,0.875
72,0.5555555555555556,0.8888888888888888
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
12,0.5416666666666666,0.9166666666666666
32,0.578125,0.84375
8,0.625,0.75
4,0.5,1.0
3,1.0,0.0
16,0.5625,0.875
15,0.5333333333333333,0.9333333333333333
4,0.5,1.0
4,0.5,1.0
9,0.6111111111111112,0.7777777777777778
4,0.625,0.75
8,0.5,1.0
168,0.5803571428571429,0.8392857142857143
24,0.5208333333333334,0.9583333333333334
4,0.5,1.0
8,0.625,0.75
4,0.625,0.75
4,0.5,1.0
424,0.5695754716981132,0.8608490566037735
4,0.625,0.75
302,0.5645695364238411,0.8708609271523179
4,0.625,0.75
1,1.0,0.0
28,0.5714285714285714,0.8571428571428571
4,0.625,0.75
4,0.75,0.5
40,0.5875,0.825
20,0.55,0.9
4,0.625,0.75
47,0.5531914893617021,0.8936170212765957
12,0.5416666666666666,0.9166666666666666
4,0.625,0.75
47,0.5531914893617021,0.8936170212765957
4,0.625,0.75
408,0.5674019607843137,0.8651960784313726
4,0.625,0.75
8,0.5625,0.875
1,0.5,1.0
4,0.5,1.0
71,0.5563380281690141,0.8873239436619719
263,0.5380228136882129,0.9239543726235742
6,0.5,1.0
4,0.625,0.75
20,0.525,0.95
8,0.5625,0.875
181,0.5718232044198895,0.856353591160221
44,0.5568181818181818,0.8863636363636364
8,0.625,0.75
76,0.5592105263157895,0.881578947368421
4,0.5,1.0
28,0.5892857142857143,0.8214285714285714
4,0.5,1.0
4,0.5,1.0
4,0.5,1.0
80,0.5375,0.925
4,0.625,0.75
15,0.6,0.8
8,0.5625,0.875
5,0.6,0.8
8,0.5625,0.875
4,0.5,1.0
190,0.618421052631579,0.7631578947368421
8,0.5625,0.875
236,0.5826271186440678,0.8347457627118644
4,0.625,0.75
4,0.625,0.75
12,0.5416666666666666,0.9166666666666666
8,0.5625,0.875
323,0.5820433436532507,0.8359133126934984
1,0.5,1.0
2,1.0,0.0
36,0.5277777777777778,0.9444444444444444
16,0.5625,0.875
148,0.5912162162162162,0.8175675675675675
4,0.625,0.75
4,0.5,1.0
404,0.5779702970297029,0.844059405940594
8,0.625,0.75
4,0.625,0.75
8,0.625,0.75
16,0.53125,0.9375
4,0.625,0.75
52,0.5673076923076923,0.8653846153846154
4,0.625,0.75
72,0.5486111111111112,0.9027777777777778
112,0.5803571428571429,0.8392857142857143
12,0.5833333333333334,0.8333333333333334
50,0.55,0.9
1,1.0,0.0
247,0.5931174089068826,0.8137651821862348
4,0.625,0.75
16,0.5625,0.875
4,0.5,1.0
16,0.5625,0.875
12,0.5416666666666666,0.9166666666666666
4,0.625,0.75
4,0.5,1.0
173,0.546242774566474,0.9075144508670521
8,0.5,1.0
4,0.5,1.0
404,0.5693069306930693,0.8613861386138614
4,0.5,1.0
8,0.5625,0.875
36,0.5694444444444444,0.8611111111111112
44,0.5454545454545454,0.9090909090909091
44,0.5681818181818182,0.8636363636363636
24,0.5625,0.875
4,0.625,0.75
348,0.5560344827586207,0.8879310344827587
4,0.625,0.75
8,0.5,1.0
11,0.5909090909090909,0.8181818181818182
87,0.7586206896551724,0.4827586206896552
4,0.5,1.0
308,0.5746753246753247,0.8506493506493507
4,0.625,0.75
31,0.5645161290322581,0.8709677419354839
4,0.625,0.75
4,0.625,0.75
24,0.5208333333333334,0.9583333333333334
4,0.5,1.0
36,0.5694444444444444,0.8611111111111112
8,0.5625,0.875
8,0.5,1.0
11,0.5,1.0
64,0.5625,0.875
4,0.5,1.0
12,0.5416666666666666,0.9166666666666666
170,0.5705882352941176,0.8588235294117647
107,0.5607476635514018,0.8785046728971962
260,0.5557692307692308,0.8884615384615384
79,0.5253164556962026,0.9493670886075949
24,0.5625,0.875
11,0.5,1.0
4,0.625,0.75
24,0.5833333333333334,0.8333333333333334
236,0.5360169491525424,0.9279661016949152
20,0.575,0.85
4,0.625,0.75
4,0.625,0.75
3,0.5,1.0
280,0.5821428571428572,0.8357142857142857
80,0.53125,0.9375
4,0.625,0.75
4,0.625,0.75
3,0.6666666666666666,0.6666666666666666
16,0.5625,0.875
57,0.6052631578947368,0.7894736842105263
436,0.5940366972477065,0.8119266055045872
8,0.5,1.0
256,0.583984375,0.83203125
83,0.5240963855421686,0.9518072289156626
8,0.5625,0.875
7,0.5,1.0
25,0.54,0.92
4,0.5,1.0
28,0.5357142857142857,0.9285714285714286
24,0.5833333333333334,0.8333333333333334
8,0.625,0.75
4,0.5,1.0
8,0.625,0.75
4,0.5,1.0
8,0.625,0.75
56,0.5803571428571429,0.8392857142857143
20,0.525,0.95
4,0.5,1.0
8,0.5,1.0
4,0.5,1.0
333,0.5960960960960962,0.8078078078078078
8,0.625,0.75
76,0.5657894736842105,0.868421052631579
4,0.625,0.75
268,0.5802238805970149,0.8395522388059702
4,0.625,0.75
20,0.575,0.85
8,0.5625,0.875
4,0.625,0.75
4,0.625,0.75
360,0.575,0.85
8,0.5625,0.875
382,0.5759162303664922,0.8481675392670157
8,0.5625,0.875
89,0.5617977528089888,0.8764044943820225
220,0.5681818181818182,0.8636363636363636
4,0.5,1.0
36,0.5833333333333334,0.8333333333333334
4,0.625,0.75
8,0.5625,0.875
28,0.5892857142857143,0.8214285714285714
248,0.5665322580645161,0.8588709677419355
121,0.5661157024793388,0.8677685950413223
4,0.625,0.75
4,0.625,0.75
96,0.5885416666666666,0.8229166666666666
132,0.5340909090909091,0.9318181818181818
8,0.5625,0.875
41,0.7439024390243902,0.5121951219512195
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
8,0.5625,0.875
233,0.5600858369098712,0.8798283261802575
4,0.625,0.75
4,0.5,1.0
28,0.5535714285714286,0.8928571428571429
4,0.625,0.75
8,0.5,1.0
273,0.5421245421245421,0.9157509157509157
20,0.575,0.85
24,0.5833333333333334,0.8333333333333334
4,0.5,1.0
20,0.5,1.0
4,0.625,0.75
4,0.625,0.75
15,0.6,0.8
67,0.6940298507462687,0.6119402985074627
11,0.6818181818181818,0.6363636363636364
8,0.5625,0.875
4,0.625,0.75
4,0.5,1.0
4,0.5,1.0
52,0.5384615384615384,0.9230769230769231
16,0.5,1.0
292,0.547945205479452,0.9041095890410958
4,0.5,1.0
104,0.75,0.5
4,0.5,1.0
4,0.5,1.0
4,0.625,0.75
67,0.5597014925373134,0.8805970149253731
4,0.5,1.0
116,0.5818965517241379,0.8362068965517241
357,0.5882352941176471,0.8235294117647058
4,0.625,0.75
524,0.575381679389313,0.8492366412213741
4,0.5,1.0
8,0.5625,0.875
4,0.5,1.0
4,0.625,0.75
1,1.0,0.0
4,0.5,1.0
15,0.5,1.0
8,0.5,1.0
8,0.625,0.75
8,0.5625,0.875
292,0.577054794520548,0.8458904109589042
4,0.625,0.75
4,0.625,0.75
8,0.625,0.75
10,0.5,1.0
4,0.5,1.0
319,0.5752351097178683,0.8495297805642633
5,0.6,0.8
2,1.0,0.0
16,0.59375,0.8125
8,0.5625,0.875
4,0.625,0.75
7,0.6428571428571429,0.7142857142857143
4,0.5,1.0
4,0.5,1.0
19,0.5,1.0
288,0.5694444444444444,0.8611111111111112
4,0.5,1.0
4,0.625,0.75
215,0.5953488372093023,0.8093023255813954
8,0.5625,0.875
4,0.625,0.75
4,0.5,1.0
4,0.625,0.75
16,0.5625,0.875
4,0.5,1.0
498,0.5682730923694779,0.8634538152610441
79,0.689873417721519,0.620253164556962
4,0.625,0.75
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
40,0.575,0.85
142,0.5845070422535211,0.8309859154929577
16,0.5625,0.875
8,0.625,0.75
8,0.5625,0.875
92,0.5706521739130435,0.8586956521739131
188,0.5718085106382979,0.8563829787234043
4,0.625,0.75
3,0.6666666666666666,0.6666666666666666
4,0.625,0.75
4,0.5,1.0
326,0.5950920245398773,0.8098159509202454
4,0.5,1.0
4,0.625,0.75
72,0.5833333333333334,0.8333333333333334
24,0.5833333333333334,0.8333333333333334
8,0.5,1.0
80,0.5875,0.825
16,0.53125,0.9375
4,0.5,1.0
4,0.625,0.75
8,0.625,0.75
368,0.5760869565217391,0.8478260869565217
16,0.5625,0.875
3,0.6666666666666666,0.6666666666666666
4,0.5,1.0
4,0.625,0.75
12,0.5416666666666666,0.9166666666666666
4,0.5,1.0
364,0.5604395604395604,0.8791208791208791
28,0.5178571428571429,0.9642857142857143
12,0.5833333333333334,0.8333333333333334
4,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
84,0.5892857142857143,0.8214285714285714
4,0.5,1.0
4,0.625,0.75
173,0.5491329479768786,0.9017341040462428
24,0.5416666666666666,0.9166666666666666
4,0.625,0.75
96,0.5677083333333334,0.8645833333333334
8,0.5,1.0
4,0.5,1.0
16,0.59375,0.8125
72,0.5486111111111112,0.9027777777777778
8,0.5,1.0
232,0.5862068965517241,0.8275862068965517
4,0.625,0.75
12,0.5416666666666666,0.9166666666666666
28,0.5714285714285714,0.8571428571428571
104,0.5961538461538461,0.8076923076923077
4,0.625,0.75
304,0.569078947368421,0.8618421052631579
48,0.5833333333333334,0.8333333333333334
12,0.5416666666666666,0.9166666666666666
4,0.5,1.0
8,0.5625,0.875
56,0.5714285714285714,0.8571428571428571
8,0.5625,0.875
8,0.5625,0.875
336,0.5744047619047619,0.8511904761904762
72,0.5486111111111112,0.9027777777777778
4,0.625,0.75
56,0.5892857142857143,0.8214285714285714
8,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
95,0.5684210526315789,0.8631578947368421
336,0.5729166666666666,0.8541666666666666
48,0.5625,0.875
8,0.5625,0.875
43,0.5465116279069767,0.9069767441860465
4,0.625,0.75
348,0.5704022988505747,0.8591954022988506
4,0.5,1.0
4,0.5,1.0
8,0.5625,0.875
8,0.625,0.75
8,0.5,1.0
4,0.5,1.0
8,0.625,0.75
184,0.5652173913043478,0.8695652173913043
4,0.5,1.0
4,0.625,0.75
4,0.5,1.0
37,0.5540540540540541,0.8918918918918919
8,0.5,1.0
93,0.5645161290322581,0.8709677419354839
420,0.5761904761904761,0.8476190476190476
7,0.6428571428571429,0.7142857142857143
12,0.5833333333333334,0.8333333333333334
68,0.5588235294117647,0.8823529411764706
4,0.625,0.75
8,0.625,0.75
135,0.562962962962963,0.8740740740740741
64,0.5625,0.875
16,0.59375,0.8125
16,0.5625,0.875
16,0.625,0.75
2,0.5,1.0
8,0.5625,0.875
