alt,n_bands,delta,method,bet,allocation,stopping_time,sample_size,run_time,worst_case_eta
0.5478947368421052,100,0.5,uinnsm_product,smooth_predictable,greedy_kelly,65,65.0,-43.11896204948425,[0.265 0.735]
0.5478947368421052,500,0.5,uinnsm_product,smooth_predictable,greedy_kelly,65,65.0,-214.07667231559753,[0.263 0.737]
0.5478947368421052,1,0.5,lcb,fixed_predictable,round_robin,141,141,-0.8821144104003906,
0.5478947368421052,3,0.5,lcb,fixed_predictable,round_robin,141,141,-0.8864142894744873,
0.5478947368421052,10,0.5,lcb,fixed_predictable,round_robin,141,141,-0.8853271007537842,
0.5478947368421052,100,0.5,lcb,fixed_predictable,round_robin,141,141,-0.8801250457763672,
0.5478947368421052,500,0.5,lcb,fixed_predictable,round_robin,141,141,-0.8787288665771484,
0.5478947368421052,1,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8787288665771484,
0.5478947368421052,3,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8787288665771484,
0.5478947368421052,10,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8787288665771484,
0.5478947368421052,100,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8787288665771484,
0.5478947368421052,500,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8787288665771484,
0.5478947368421052,1,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8787288665771484,
0.5478947368421052,3,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8787288665771484,
0.5478947368421052,10,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8787288665771484,
0.5478947368421052,100,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8787288665771484,
0.5478947368421052,500,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8787288665771484,
0.5478947368421052,1,0.5,lcb,agrapa,round_robin,91,91,-1.8247268199920654,
0.5478947368421052,3,0.5,lcb,agrapa,round_robin,91,91,-1.8216941356658936,
0.5478947368421052,10,0.5,lcb,agrapa,round_robin,91,91,-1.818561315536499,
0.5478947368421052,100,0.5,lcb,agrapa,round_robin,91,91,-1.8257193565368652,
0.5478947368421052,500,0.5,lcb,agrapa,round_robin,91,91,-1.8266022205352783,
0.5478947368421052,1,0.5,lcb,agrapa,predictable_kelly,,,-1.8266022205352783,
0.5478947368421052,3,0.5,lcb,agrapa,predictable_kelly,,,-1.8266022205352783,
0.5478947368421052,10,0.5,lcb,agrapa,predictable_kelly,,,-1.8266022205352783,
0.5478947368421052,100,0.5,lcb,agrapa,predictable_kelly,,,-1.8266022205352783,
0.5478947368421052,500,0.5,lcb,agrapa,predictable_kelly,,,-1.8266022205352783,
0.5478947368421052,1,0.5,lcb,agrapa,greedy_kelly,,,-1.8266022205352783,
0.5478947368421052,3,0.5,lcb,agrapa,greedy_kelly,,,-1.8266022205352783,
0.5478947368421052,10,0.5,lcb,agrapa,greedy_kelly,,,-1.8266022205352783,
0.5478947368421052,100,0.5,lcb,agrapa,greedy_kelly,,,-1.8266022205352783,
0.5478947368421052,500,0.5,lcb,agrapa,greedy_kelly,,,-1.8266022205352783,
0.5478947368421052,1,0.5,lcb,smooth_predictable,round_robin,126,126,-0.6461622714996338,
0.5478947368421052,3,0.5,lcb,smooth_predictable,round_robin,126,126,-0.6465146541595459,
0.5478947368421052,10,0.5,lcb,smooth_predictable,round_robin,126,126,-0.6422607898712158,
0.5478947368421052,100,0.5,lcb,smooth_predictable,round_robin,126,126,-0.6523418426513672,
0.5478947368421052,500,0.5,lcb,smooth_predictable,round_robin,126,126,-0.6451950073242188,
0.5478947368421052,1,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6451950073242188,
0.5478947368421052,3,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6451950073242188,
0.5478947368421052,10,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6451950073242188,
0.5478947368421052,100,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6451950073242188,
0.5478947368421052,500,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6451950073242188,
0.5478947368421052,1,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6451950073242188,
0.5478947368421052,3,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6451950073242188,
0.5478947368421052,10,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6451950073242188,
0.5478947368421052,100,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6451950073242188,
0.5478947368421052,500,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6451950073242188,
0.5605263157894737,1,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.05299973487854004,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.15342426300048828,[0.83333333 0.16666667]
0.5605263157894737,10,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.5077571868896484,[0.85 0.15]
0.5605263157894737,100,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-5.093095302581787,[0.875 0.125]
0.5605263157894737,500,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-25.56700348854065,[0.871 0.129]
0.5605263157894737,1,0.0,uinnsm_product,fixed_predictable,predictable_kelly,400,400.0,-0.31780052185058594,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,fixed_predictable,predictable_kelly,70,134.0,-0.9511144161224365,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,fixed_predictable,predictable_kelly,57,108.0,-3.1636509895324707,[0.45 0.55]
0.5605263157894737,100,0.0,uinnsm_product,fixed_predictable,predictable_kelly,57,108.0,-31.68777871131897,[0.495 0.505]
0.5605263157894737,500,0.0,uinnsm_product,fixed_predictable,predictable_kelly,57,108.0,-158.90649318695068,[0.499 0.501]
0.5605263157894737,1,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-0.7300872802734375,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-1.5835635662078857,[0.16666667 0.83333333]
0.5605263157894737,10,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-4.5410497188568115,[0.05 0.95]
0.5605263157894737,100,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-43.04007649421692,[0.005 0.995]
0.5605263157894737,500,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-214.73281979560852,[0.001 0.999]
0.5605263157894737,1,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.05401301383972168,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.15754008293151855,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,agrapa,round_robin,74,74.0,-0.5189504623413086,[0.45 0.55]
0.5605263157894737,100,0.0,uinnsm_product,agrapa,round_robin,48,48.0,-5.2214272022247314,[0.495 0.505]
0.5605263157894737,500,0.0,uinnsm_product,agrapa,round_robin,47,47.0,-26.157037496566772,[0.533 0.467]
0.5605263157894737,1,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.3164842128753662,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.9502341747283936,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,agrapa,predictable_kelly,48,90.0,-3.170483350753784,[0.55 0.45]
0.5605263157894737,100,0.0,uinnsm_product,agrapa,predictable_kelly,48,90.0,-31.867970943450928,[0.505 0.495]
0.5605263157894737,500,0.0,uinnsm_product,agrapa,predictable_kelly,47,88.0,-159.29811549186707,[0.501 0.499]
0.5605263157894737,1,0.0,uinnsm_product,agrapa,greedy_kelly,400,400.0,-0.7413904666900635,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,agrapa,greedy_kelly,400,400.0,-1.6042420864105225,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,agrapa,greedy_kelly,74,74.0,-4.542679786682129,[0.45 0.55]
0.5605263157894737,100,0.0,uinnsm_product,agrapa,greedy_kelly,48,48.0,-42.8240692615509,[0.495 0.505]
0.5605263157894737,500,0.0,uinnsm_product,agrapa,greedy_kelly,47,47.0,-214.84269165992737,[0.533 0.467]
0.5605263157894737,1,0.0,uinnsm_product,smooth_predictable,round_robin,400,400.0,-0.05292916297912598,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,smooth_predictable,round_robin,74,74.0,-0.15337824821472168,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,smooth_predictable,round_robin,54,54.0,-0.5048127174377441,[0.55 0.45]
0.5605263157894737,100,0.0,uinnsm_product,smooth_predictable,round_robin,52,52.0,-5.065560817718506,[0.495 0.505]
0.5605263157894737,500,0.0,uinnsm_product,smooth_predictable,round_robin,52,52.0,-25.23452377319336,[0.499 0.501]
0.5605263157894737,1,0.0,uinnsm_product,smooth_predictable,predictable_kelly,400,400.0,-0.31783413887023926,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,smooth_predictable,predictable_kelly,74,142.0,-0.9482822418212891,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,smooth_predictable,predictable_kelly,51,96.0,-3.1601247787475586,[0.45 0.55]
0.5605263157894737,100,0.0,uinnsm_product,smooth_predictable,predictable_kelly,51,96.0,-31.731123685836792,[0.495 0.505]
0.5605263157894737,500,0.0,uinnsm_product,smooth_predictable,predictable_kelly,52,98.0,-157.8474566936493,[0.499 0.501]
0.5605263157894737,1,0.0,uinnsm_product,smooth_predictable,greedy_kelly,400,400.0,-0.7388653755187988,[0.5 0.5]
0.5605263157894737,3,0.0,uinnsm_product,smooth_predictable,greedy_kelly,74,74.0,-1.5932812690734863,[0.5 0.5]
0.5605263157894737,10,0.0,uinnsm_product,smooth_predictable,greedy_kelly,54,54.0,-4.596952199935913,[0.55 0.45]
0.5605263157894737,100,0.0,uinnsm_product,smooth_predictable,greedy_kelly,52,52.0,-42.958930253982544,[0.495 0.505]
0.5605263157894737,500,0.0,uinnsm_product,smooth_predictable,greedy_kelly,52,52.0,-217.1017770767212,[0.499 0.501]
0.5605263157894737,1,0.0,lcb,fixed_predictable,round_robin,113,113,-0.8880398273468018,
0.5605263157894737,3,0.0,lcb,fixed_predictable,round_robin,113,113,-0.884209394454956,
0.5605263157894737,10,0.0,lcb,fixed_predictable,round_robin,113,113,-0.8811373710632324,
0.5605263157894737,100,0.0,lcb,fixed_predictable,round_robin,113,113,-0.877556324005127,
0.5605263157894737,500,0.0,lcb,fixed_predictable,round_robin,113,113,-0.8900620937347412,
0.5605263157894737,1,0.0,lcb,fixed_predictable,predictable_kelly,,,-0.8900620937347412,
0.5605263157894737,3,0.0,lcb,fixed_predictable,predictable_kelly,,,-0.8900620937347412,
0.5605263157894737,10,0.0,lcb,fixed_predictable,predictable_kelly,,,-0.8900620937347412,
0.5605263157894737,100,0.0,lcb,fixed_predictable,predictable_kelly,,,-0.8900620937347412,
0.5605263157894737,500,0.0,lcb,fixed_predictable,predictable_kelly,,,-0.8900620937347412,
0.5605263157894737,1,0.0,lcb,fixed_predictable,greedy_kelly,,,-0.8900620937347412,
0.5605263157894737,3,0.0,lcb,fixed_predictable,greedy_kelly,,,-0.8900620937347412,
0.5605263157894737,10,0.0,lcb,fixed_predictable,greedy_kelly,,,-0.8900620937347412,
0.5605263157894737,100,0.0,lcb,fixed_predictable,greedy_kelly,,,-0.8900620937347412,
0.5605263157894737,500,0.0,lcb,fixed_predictable,greedy_kelly,,,-0.8900620937347412,
0.5605263157894737,1,0.0,lcb,agrapa,round_robin,74,74,-1.8297905921936035,
0.5605263157894737,3,0.0,lcb,agrapa,round_robin,74,74,-1.817201852798462,
0.5605263157894737,10,0.0,lcb,agrapa,round_robin,74,74,-1.8335072994232178,
0.5605263157894737,100,0.0,lcb,agrapa,round_robin,74,74,-1.8289427757263184,
0.5605263157894737,500,0.0,lcb,agrapa,round_robin,74,74,-1.8311104774475098,
0.5605263157894737,1,0.0,lcb,agrapa,predictable_kelly,,,-1.8311104774475098,
0.5605263157894737,3,0.0,lcb,agrapa,predictable_kelly,,,-1.8311104774475098,
0.5605263157894737,10,0.0,lcb,agrapa,predictable_kelly,,,-1.8311104774475098,
0.5605263157894737,100,0.0,lcb,agrapa,predictable_kelly,,,-1.8311104774475098,
0.5605263157894737,500,0.0,lcb,agrapa,predictable_kelly,,,-1.8311104774475098,
0.5605263157894737,1,0.0,lcb,agrapa,greedy_kelly,,,-1.8311104774475098,
0.5605263157894737,3,0.0,lcb,agrapa,greedy_kelly,,,-1.8311104774475098,
0.5605263157894737,10,0.0,lcb,agrapa,greedy_kelly,,,-1.8311104774475098,
0.5605263157894737,100,0.0,lcb,agrapa,greedy_kelly,,,-1.8311104774475098,
0.5605263157894737,500,0.0,lcb,agrapa,greedy_kelly,,,-1.8311104774475098,
0.5605263157894737,1,0.0,lcb,smooth_predictable,round_robin,100,100,-0.647834300994873,
0.5605263157894737,3,0.0,lcb,smooth_predictable,round_robin,100,100,-0.6446294784545898,
0.5605263157894737,10,0.0,lcb,smooth_predictable,round_robin,100,100,-0.6444656848907471,
0.5605263157894737,100,0.0,lcb,smooth_predictable,round_robin,100,100,-0.6438713073730469,
0.5605263157894737,500,0.0,lcb,smooth_predictable,round_robin,100,100,-0.6406805515289307,
0.5605263157894737,1,0.0,lcb,smooth_predictable,predictable_kelly,,,-0.6406805515289307,
0.5605263157894737,3,0.0,lcb,smooth_predictable,predictable_kelly,,,-0.6406805515289307,
0.5605263157894737,10,0.0,lcb,smooth_predictable,predictable_kelly,,,-0.6406805515289307,
0.5605263157894737,100,0.0,lcb,smooth_predictable,predictable_kelly,,,-0.6406805515289307,
0.5605263157894737,500,0.0,lcb,smooth_predictable,predictable_kelly,,,-0.6406805515289307,
0.5605263157894737,1,0.0,lcb,smooth_predictable,greedy_kelly,,,-0.6406805515289307,
0.5605263157894737,3,0.0,lcb,smooth_predictable,greedy_kelly,,,-0.6406805515289307,
0.5605263157894737,10,0.0,lcb,smooth_predictable,greedy_kelly,,,-0.6406805515289307,
0.5605263157894737,100,0.0,lcb,smooth_predictable,greedy_kelly,,,-0.6406805515289307,
0.5605263157894737,500,0.0,lcb,smooth_predictable,greedy_kelly,,,-0.6406805515289307,
0.5605263157894737,1,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.05306649208068848,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.15478849411010742,[0.5 0.5]
0.5605263157894737,10,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.5117495059967041,[0.65 0.35]
0.5605263157894737,100,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-5.140687942504883,[0.625 0.375]
0.5605263157894737,500,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-25.63726782798767,[0.621 0.379]
0.5605263157894737,1,0.5,uinnsm_product,fixed_predictable,predictable_kelly,340,340.0,-0.31911206245422363,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,fixed_predictable,predictable_kelly,259,400.0,-0.9502332210540771,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,fixed_predictable,predictable_kelly,58,110.0,-3.1424009799957275,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,fixed_predictable,predictable_kelly,57,108.0,-31.64235520362854,[0.245 0.755]
0.5605263157894737,500,0.5,uinnsm_product,fixed_predictable,predictable_kelly,57,108.0,-158.41529965400696,[0.249 0.751]
0.5605263157894737,1,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-0.7336935997009277,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-1.5925769805908203,[0.83333333 0.16666667]
0.5605263157894737,10,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-4.587996482849121,[0.95 0.05]
0.5605263157894737,100,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-43.09686756134033,[0.995 0.005]
0.5605263157894737,500,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-215.60500979423523,[0.999 0.001]
0.5605263157894737,1,0.5,uinnsm_product,agrapa,round_robin,400,400.0,-0.054051876068115234,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,agrapa,round_robin,400,400.0,-0.15880227088928223,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,agrapa,round_robin,173,173.0,-0.5209393501281738,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,agrapa,round_robin,62,62.0,-5.220711946487427,[0.295 0.705]
0.5605263157894737,500,0.5,uinnsm_product,agrapa,round_robin,58,58.0,-26.112915992736816,[0.299 0.701]
0.5605263157894737,1,0.5,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.3167438507080078,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.9471077919006348,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,agrapa,predictable_kelly,151,296.0,-3.173048257827759,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,agrapa,predictable_kelly,51,96.0,-31.863821744918823,[0.275 0.725]
0.5605263157894737,500,0.5,uinnsm_product,agrapa,predictable_kelly,47,88.0,-159.19280171394348,[0.277 0.723]
0.5605263157894737,1,0.5,uinnsm_product,agrapa,greedy_kelly,400,400.0,-0.7274613380432129,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,agrapa,greedy_kelly,400,400.0,-1.5786428451538086,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,agrapa,greedy_kelly,150,150.0,-4.53629994392395,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,agrapa,greedy_kelly,50,50.0,-43.03876447677612,[0.275 0.725]
0.5605263157894737,500,0.5,uinnsm_product,agrapa,greedy_kelly,47,47.0,-214.29927778244019,[0.271 0.729]
0.5605263157894737,1,0.5,uinnsm_product,smooth_predictable,round_robin,400,400.0,-0.052802085876464844,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,smooth_predictable,round_robin,74,74.0,-0.152205228805542,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,smooth_predictable,round_robin,56,56.0,-0.5064048767089844,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,smooth_predictable,round_robin,52,52.0,-5.0617616176605225,[0.285 0.715]
0.5605263157894737,500,0.5,uinnsm_product,smooth_predictable,round_robin,52,52.0,-25.32876753807068,[0.285 0.715]
0.5605263157894737,1,0.5,uinnsm_product,smooth_predictable,predictable_kelly,400,400.0,-0.3179130554199219,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,smooth_predictable,predictable_kelly,270,400.0,-0.9446074962615967,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,smooth_predictable,predictable_kelly,74,142.0,-3.1563611030578613,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,smooth_predictable,predictable_kelly,52,98.0,-31.64751625061035,[0.255 0.745]
0.5605263157894737,500,0.5,uinnsm_product,smooth_predictable,predictable_kelly,52,98.0,-157.93241214752197,[0.251 0.749]
0.5605263157894737,1,0.5,uinnsm_product,smooth_predictable,greedy_kelly,400,400.0,-0.7325870990753174,[0.5 0.5]
0.5605263157894737,3,0.5,uinnsm_product,smooth_predictable,greedy_kelly,85,85.0,-1.5899097919464111,[0.16666667 0.83333333]
0.5605263157894737,10,0.5,uinnsm_product,smooth_predictable,greedy_kelly,56,56.0,-4.56643271446228,[0.25 0.75]
0.5605263157894737,100,0.5,uinnsm_product,smooth_predictable,greedy_kelly,52,52.0,-43.06094837188721,[0.245 0.755]
0.5605263157894737,500,0.5,uinnsm_product,smooth_predictable,greedy_kelly,52,52.0,-214.45448780059814,[0.243 0.757]
0.5605263157894737,1,0.5,lcb,fixed_predictable,round_robin,113,113,-0.8883349895477295,
0.5605263157894737,3,0.5,lcb,fixed_predictable,round_robin,113,113,-0.8858304023742676,
0.5605263157894737,10,0.5,lcb,fixed_predictable,round_robin,113,113,-0.8835194110870361,
0.5605263157894737,100,0.5,lcb,fixed_predictable,round_robin,113,113,-0.8839786052703857,
0.5605263157894737,500,0.5,lcb,fixed_predictable,round_robin,113,113,-0.8874907493591309,
0.5605263157894737,1,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8874907493591309,
0.5605263157894737,3,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8874907493591309,
0.5605263157894737,10,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8874907493591309,
0.5605263157894737,100,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8874907493591309,
0.5605263157894737,500,0.5,lcb,fixed_predictable,predictable_kelly,,,-0.8874907493591309,
0.5605263157894737,1,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8874907493591309,
0.5605263157894737,3,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8874907493591309,
0.5605263157894737,10,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8874907493591309,
0.5605263157894737,100,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8874907493591309,
0.5605263157894737,500,0.5,lcb,fixed_predictable,greedy_kelly,,,-0.8874907493591309,
0.5605263157894737,1,0.5,lcb,agrapa,round_robin,74,74,-1.8286092281341553,
0.5605263157894737,3,0.5,lcb,agrapa,round_robin,74,74,-1.831636905670166,
0.5605263157894737,10,0.5,lcb,agrapa,round_robin,74,74,-1.8268718719482422,
0.5605263157894737,100,0.5,lcb,agrapa,round_robin,74,74,-1.8193895816802979,
0.5605263157894737,500,0.5,lcb,agrapa,round_robin,74,74,-1.8251664638519287,
0.5605263157894737,1,0.5,lcb,agrapa,predictable_kelly,,,-1.8251664638519287,
0.5605263157894737,3,0.5,lcb,agrapa,predictable_kelly,,,-1.8251664638519287,
0.5605263157894737,10,0.5,lcb,agrapa,predictable_kelly,,,-1.8251664638519287,
0.5605263157894737,100,0.5,lcb,agrapa,predictable_kelly,,,-1.8251664638519287,
0.5605263157894737,500,0.5,lcb,agrapa,predictable_kelly,,,-1.8251664638519287,
0.5605263157894737,1,0.5,lcb,agrapa,greedy_kelly,,,-1.8251664638519287,
0.5605263157894737,3,0.5,lcb,agrapa,greedy_kelly,,,-1.8251664638519287,
0.5605263157894737,10,0.5,lcb,agrapa,greedy_kelly,,,-1.8251664638519287,
0.5605263157894737,100,0.5,lcb,agrapa,greedy_kelly,,,-1.8251664638519287,
0.5605263157894737,500,0.5,lcb,agrapa,greedy_kelly,,,-1.8251664638519287,
0.5605263157894737,1,0.5,lcb,smooth_predictable,round_robin,100,100,-0.6443183422088623,
0.5605263157894737,3,0.5,lcb,smooth_predictable,round_robin,100,100,-0.6434211730957031,
0.5605263157894737,10,0.5,lcb,smooth_predictable,round_robin,100,100,-0.6414346694946289,
0.5605263157894737,100,0.5,lcb,smooth_predictable,round_robin,100,100,-0.6448667049407959,
0.5605263157894737,500,0.5,lcb,smooth_predictable,round_robin,100,100,-0.6456127166748047,
0.5605263157894737,1,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6456127166748047,
0.5605263157894737,3,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6456127166748047,
0.5605263157894737,10,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6456127166748047,
0.5605263157894737,100,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6456127166748047,
0.5605263157894737,500,0.5,lcb,smooth_predictable,predictable_kelly,,,-0.6456127166748047,
0.5605263157894737,1,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6456127166748047,
0.5605263157894737,3,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6456127166748047,
0.5605263157894737,10,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6456127166748047,
0.5605263157894737,100,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6456127166748047,
0.5605263157894737,500,0.5,lcb,smooth_predictable,greedy_kelly,,,-0.6456127166748047,
0.5731578947368421,1,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.05316781997680664,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.15431928634643555,[0.83333333 0.16666667]
0.5731578947368421,10,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.5097665786743164,[0.95 0.05]
0.5731578947368421,100,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-5.134263515472412,[0.905 0.095]
0.5731578947368421,500,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-25.62196946144104,[0.909 0.091]
0.5731578947368421,1,0.0,uinnsm_product,fixed_predictable,predictable_kelly,400,400.0,-0.31646156311035156,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,fixed_predictable,predictable_kelly,56,106.0,-0.9698312282562256,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-3.169767141342163,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-31.740307331085205,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-158.7322597503662,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-0.7355337142944336,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-1.5834388732910156,[0.16666667 0.83333333]
0.5731578947368421,10,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-4.566277027130127,[0.05 0.95]
0.5731578947368421,100,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-43.1374089717865,[0.005 0.995]
0.5731578947368421,500,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-215.16092157363892,[0.001 0.999]
0.5731578947368421,1,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.053986549377441406,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.15726661682128906,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,agrapa,round_robin,62,62.0,-0.5341076850891113,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,agrapa,round_robin,40,40.0,-5.230026960372925,[0.475 0.525]
0.5731578947368421,500,0.0,uinnsm_product,agrapa,round_robin,39,39.0,-26.140775203704834,[0.509 0.491]
0.5731578947368421,1,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.3155999183654785,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.9436676502227783,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,agrapa,predictable_kelly,40,74.0,-3.1568305492401123,[0.55 0.45]
0.5731578947368421,100,0.0,uinnsm_product,agrapa,predictable_kelly,40,74.0,-31.861496686935425,[0.505 0.495]
0.5731578947368421,500,0.0,uinnsm_product,agrapa,predictable_kelly,39,72.0,-159.4834930896759,[0.501 0.499]
0.5731578947368421,1,0.0,uinnsm_product,agrapa,greedy_kelly,400,400.0,-0.7271363735198975,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,agrapa,greedy_kelly,400,400.0,-1.576242208480835,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,agrapa,greedy_kelly,62,62.0,-4.562019348144531,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,agrapa,greedy_kelly,40,40.0,-42.94720673561096,[0.475 0.525]
0.5731578947368421,500,0.0,uinnsm_product,agrapa,greedy_kelly,39,39.0,-214.35103583335876,[0.509 0.491]
