A_c,stratum_gap,A_c_1,A_c_2,method,bet,allocation,stopping_time,sample_size
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,fixed,round_robin,112.0,112.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,fixed,predictable_kelly,34.0,62.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,fixed,greedy_kelly,24.0,24.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,agrapa,round_robin,25.0,25.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,agrapa,predictable_kelly,25.0,44.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,agrapa,greedy_kelly,19.0,19.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,smooth_predictable,round_robin,26.0,26.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,smooth_predictable,predictable_kelly,25.0,44.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_product,smooth_predictable,greedy_kelly,12.0,12.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,fixed,round_robin,56.0,56.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,fixed,predictable_kelly,53.0,100.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,fixed,greedy_kelly,16.0,16.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,agrapa,round_robin,33.0,33.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,agrapa,predictable_kelly,33.0,60.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,agrapa,greedy_kelly,21.0,21.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,smooth_predictable,round_robin,39.0,39.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,smooth_predictable,predictable_kelly,39.0,72.0
0.7,0.5,0.44999999999999996,0.95,uinnsm_fisher,smooth_predictable,greedy_kelly,15.0,15.0
0.75,0.0,0.75,0.75,lcbs,fixed,round_robin,51.0,51.0
0.75,0.0,0.75,0.75,lcbs,fixed,predictable_kelly,,
0.75,0.0,0.75,0.75,lcbs,fixed,greedy_kelly,,
0.75,0.0,0.75,0.75,lcbs,agrapa,round_robin,29.0,29.0
0.75,0.0,0.75,0.75,lcbs,agrapa,predictable_kelly,,
0.75,0.0,0.75,0.75,lcbs,agrapa,greedy_kelly,,
0.75,0.0,0.75,0.75,lcbs,smooth_predictable,round_robin,37.0,37.0
0.75,0.0,0.75,0.75,lcbs,smooth_predictable,predictable_kelly,,
0.75,0.0,0.75,0.75,lcbs,smooth_predictable,greedy_kelly,,
0.75,0.0,0.75,0.75,uinnsm_product,fixed,round_robin,52.0,52.0
0.75,0.0,0.75,0.75,uinnsm_product,fixed,predictable_kelly,26.0,46.0
0.75,0.0,0.75,0.75,uinnsm_product,fixed,greedy_kelly,16.0,16.0
0.75,0.0,0.75,0.75,uinnsm_product,agrapa,round_robin,19.0,19.0
0.75,0.0,0.75,0.75,uinnsm_product,agrapa,predictable_kelly,19.0,32.0
0.75,0.0,0.75,0.75,uinnsm_product,agrapa,greedy_kelly,16.0,16.0
0.75,0.0,0.75,0.75,uinnsm_product,smooth_predictable,round_robin,20.0,20.0
0.75,0.0,0.75,0.75,uinnsm_product,smooth_predictable,predictable_kelly,19.0,32.0
0.75,0.0,0.75,0.75,uinnsm_product,smooth_predictable,greedy_kelly,11.0,11.0
0.75,0.0,0.75,0.75,uinnsm_fisher,fixed,round_robin,44.0,44.0
0.75,0.0,0.75,0.75,uinnsm_fisher,fixed,predictable_kelly,41.0,76.0
0.75,0.0,0.75,0.75,uinnsm_fisher,fixed,greedy_kelly,16.0,16.0
0.75,0.0,0.75,0.75,uinnsm_fisher,agrapa,round_robin,26.0,26.0
0.75,0.0,0.75,0.75,uinnsm_fisher,agrapa,predictable_kelly,26.0,46.0
0.75,0.0,0.75,0.75,uinnsm_fisher,agrapa,greedy_kelly,18.0,18.0
0.75,0.0,0.75,0.75,uinnsm_fisher,smooth_predictable,round_robin,30.0,30.0
0.75,0.0,0.75,0.75,uinnsm_fisher,smooth_predictable,predictable_kelly,30.0,54.0
0.75,0.0,0.75,0.75,uinnsm_fisher,smooth_predictable,greedy_kelly,13.0,13.0
0.75,0.5,0.5,1.0,lcbs,fixed,round_robin,51.0,51.0
0.75,0.5,0.5,1.0,lcbs,fixed,predictable_kelly,,
0.75,0.5,0.5,1.0,lcbs,fixed,greedy_kelly,,
0.75,0.5,0.5,1.0,lcbs,agrapa,round_robin,29.0,29.0
0.75,0.5,0.5,1.0,lcbs,agrapa,predictable_kelly,,
0.75,0.5,0.5,1.0,lcbs,agrapa,greedy_kelly,,
0.75,0.5,0.5,1.0,lcbs,smooth_predictable,round_robin,37.0,37.0
0.75,0.5,0.5,1.0,lcbs,smooth_predictable,predictable_kelly,,
0.75,0.5,0.5,1.0,lcbs,smooth_predictable,greedy_kelly,,
0.75,0.5,0.5,1.0,uinnsm_product,fixed,round_robin,52.0,52.0
0.75,0.5,0.5,1.0,uinnsm_product,fixed,predictable_kelly,26.0,46.0
0.75,0.5,0.5,1.0,uinnsm_product,fixed,greedy_kelly,16.0,16.0
0.75,0.5,0.5,1.0,uinnsm_product,agrapa,round_robin,19.0,19.0
0.75,0.5,0.5,1.0,uinnsm_product,agrapa,predictable_kelly,19.0,32.0
0.75,0.5,0.5,1.0,uinnsm_product,agrapa,greedy_kelly,16.0,16.0
0.75,0.5,0.5,1.0,uinnsm_product,smooth_predictable,round_robin,20.0,20.0
0.75,0.5,0.5,1.0,uinnsm_product,smooth_predictable,predictable_kelly,19.0,32.0
0.75,0.5,0.5,1.0,uinnsm_product,smooth_predictable,greedy_kelly,11.0,11.0
0.75,0.5,0.5,1.0,uinnsm_fisher,fixed,round_robin,44.0,44.0
0.75,0.5,0.5,1.0,uinnsm_fisher,fixed,predictable_kelly,41.0,76.0
0.75,0.5,0.5,1.0,uinnsm_fisher,fixed,greedy_kelly,16.0,16.0
0.75,0.5,0.5,1.0,uinnsm_fisher,agrapa,round_robin,26.0,26.0
0.75,0.5,0.5,1.0,uinnsm_fisher,agrapa,predictable_kelly,26.0,46.0
0.75,0.5,0.5,1.0,uinnsm_fisher,agrapa,greedy_kelly,18.0,18.0
0.75,0.5,0.5,1.0,uinnsm_fisher,smooth_predictable,round_robin,30.0,30.0
0.75,0.5,0.5,1.0,uinnsm_fisher,smooth_predictable,predictable_kelly,30.0,54.0
0.75,0.5,0.5,1.0,uinnsm_fisher,smooth_predictable,greedy_kelly,13.0,13.0
