A_c,stratum_gap,A_c_1,A_c_2,p_1_1,p_1_2,p_2_1,p_2_2,bet,expected_stop,90percentile_stop
0.6,0.0,0.6,0.6,0.0,0.05,0.0,0.01,agrapa,175.0,175.0
0.6,0.0,0.6,0.6,0.0,0.05,0.0,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.0,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.0,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.002,agrapa,167.0,167.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.002,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.01,agrapa,174.0,174.0
0.6,0.0,0.6,0.6,0.0,0.05,0.002,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.0,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.002,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.002,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.01,fixed,187.0,187.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.01,agrapa,180.0,180.0
0.6,0.0,0.6,0.6,0.0,0.05,0.01,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.0,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.0,agrapa,158.0,158.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.0,smooth_predictable,179.0,179.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.002,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.002,smooth_predictable,179.0,179.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.01,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.01,agrapa,163.0,163.0
0.6,0.0,0.6,0.6,0.01,0.0,0.0,0.01,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.0,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.0,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.0,smooth_predictable,178.0,178.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.002,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.002,agrapa,158.0,158.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.002,smooth_predictable,179.0,179.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.01,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.01,agrapa,162.0,162.0
0.6,0.0,0.6,0.6,0.01,0.0,0.002,0.01,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.0,agrapa,158.0,158.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.0,smooth_predictable,178.0,178.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.002,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.002,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.01,agrapa,169.0,169.0
0.6,0.0,0.6,0.6,0.01,0.0,0.01,0.01,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.0,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.0,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.0,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.002,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.002,agrapa,162.0,162.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.002,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.01,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.01,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.01,0.01,0.0,0.01,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.0,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.0,agrapa,163.0,163.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.0,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.002,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.002,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.01,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.01,agrapa,169.0,169.0
0.6,0.0,0.6,0.6,0.01,0.01,0.002,0.01,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.0,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.0,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.002,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.002,smooth_predictable,181.0,181.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.01,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.01,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.01,0.01,0.01,0.01,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.0,agrapa,162.0,162.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.0,smooth_predictable,181.0,181.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.002,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.01,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.01,0.02,0.0,0.01,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.0,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.0,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.002,agrapa,162.0,162.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.002,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.01,agrapa,171.0,171.0
0.6,0.0,0.6,0.6,0.01,0.02,0.002,0.01,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.0,agrapa,171.0,171.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.0,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.002,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.002,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.01,agrapa,171.0,171.0
0.6,0.0,0.6,0.6,0.01,0.02,0.01,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.0,agrapa,173.0,173.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.0,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.002,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.002,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.01,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.01,0.05,0.0,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.0,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.0,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.002,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.002,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.01,agrapa,176.0,176.0
0.6,0.0,0.6,0.6,0.01,0.05,0.002,0.01,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.0,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.002,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.002,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.01,fixed,187.0,187.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.01,agrapa,174.0,174.0
0.6,0.0,0.6,0.6,0.01,0.05,0.01,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.0,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.0,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.002,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.01,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.02,0.0,0.0,0.01,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.0,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.0,smooth_predictable,181.0,181.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.002,fixed,183.0,183.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.002,agrapa,164.0,164.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.002,smooth_predictable,181.0,181.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.01,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.02,0.0,0.002,0.01,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.0,agrapa,165.0,165.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.0,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.002,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.01,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.02,0.0,0.01,0.01,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.0,agrapa,164.0,164.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.0,smooth_predictable,180.0,180.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.002,agrapa,162.0,162.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.002,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.01,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.02,0.01,0.0,0.01,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.0,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.0,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.002,smooth_predictable,179.0,179.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.01,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.02,0.01,0.002,0.01,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.0,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.0,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.002,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.002,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.01,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.02,0.01,0.01,0.01,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.0,agrapa,164.0,164.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.0,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.002,agrapa,160.0,160.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.002,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.01,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.02,0.02,0.0,0.01,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.0,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.0,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.0,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.002,fixed,184.0,184.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.002,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.002,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.01,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.02,0.02,0.002,0.01,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.0,agrapa,175.0,175.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.0,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.002,agrapa,164.0,164.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.002,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.01,agrapa,167.0,167.0
0.6,0.0,0.6,0.6,0.02,0.02,0.01,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.0,agrapa,167.0,167.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.002,agrapa,171.0,171.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.002,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.01,agrapa,180.0,180.0
0.6,0.0,0.6,0.6,0.02,0.05,0.0,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.0,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.002,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.002,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.01,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.02,0.05,0.002,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.0,fixed,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.0,agrapa,178.0,178.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.0,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.002,fixed,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.002,agrapa,176.0,176.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.002,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.01,fixed,188.0,188.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.01,agrapa,182.0,182.0
0.6,0.0,0.6,0.6,0.02,0.05,0.01,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.0,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.0,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.002,agrapa,168.0,168.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.002,smooth_predictable,183.0,183.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.01,agrapa,176.0,176.0
0.6,0.0,0.6,0.6,0.05,0.0,0.0,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.0,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.0,smooth_predictable,182.0,182.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.002,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.002,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.01,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.01,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.0,0.002,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.0,agrapa,174.0,174.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.002,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.002,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.01,fixed,187.0,187.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.01,agrapa,176.0,176.0
0.6,0.0,0.6,0.6,0.05,0.0,0.01,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.0,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.0,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.002,agrapa,173.0,173.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.002,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.01,agrapa,176.0,176.0
0.6,0.0,0.6,0.6,0.05,0.01,0.0,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.0,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.0,agrapa,166.0,166.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.0,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.002,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.002,smooth_predictable,184.0,184.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.01,agrapa,174.0,174.0
0.6,0.0,0.6,0.6,0.05,0.01,0.002,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.0,agrapa,177.0,177.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.002,agrapa,178.0,178.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.002,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.01,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.01,agrapa,182.0,182.0
0.6,0.0,0.6,0.6,0.05,0.01,0.01,0.01,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.0,agrapa,162.0,162.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.002,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.002,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.002,smooth_predictable,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.01,fixed,187.0,187.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.01,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.02,0.0,0.01,smooth_predictable,187.0,187.0
0.6,0.0,0.6,0.6,0.05,0.02,0.002,0.0,fixed,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.02,0.002,0.0,agrapa,170.0,170.0
0.6,0.0,0.6,0.6,0.05,0.02,0.002,0.0,smooth_predictable,186.0,186.0
0.6,0.0,0.6,0.6,0.05,0.02,0.002,0.002,fixed,185.0,185.0
0.6,0.0,0.6,0.6,0.05,0.02,0.002,0.002,agrapa,172.0,172.0
0.6,0.0,0.6,0.6,0.05,0.02,0.002,0.002,smooth_predictable,185.0,185.0
