K,global_mean,delta,sd,allocation_rule,mean_stop_unstrat_fixed,mean_stop_unstrat_agrapa,mean_stop_lcb_fixed,mean_stop_lcb_agrapa,mean_stop_uinnsm_fixed,mean_stop_uinnsm_adaptive
5,0.6555555555555554,0.2,0.05,larger_means,29.0,19.0,151.0,100.0,123.0,9.0
5,0.6555555555555554,0.3,0.01,round_robin,27.0,21.0,136.0,93.0,85.0,10.0
5,0.6555555555555554,0.3,0.01,larger_means,32.0,25.0,146.0,95.0,171.0,13.0
5,0.6555555555555554,0.3,0.05,round_robin,30.0,19.0,134.0,91.0,85.0,9.0
5,0.6555555555555554,0.3,0.05,larger_means,30.0,22.0,143.0,96.0,191.0,10.0
5,0.6777777777777777,0.0,0.01,round_robin,25.0,17.0,119.0,80.0,40.0,9.0
5,0.6777777777777777,0.0,0.01,larger_means,24.0,17.0,122.0,86.0,68.0,10.0
5,0.6777777777777777,0.0,0.05,round_robin,23.0,16.0,117.0,78.0,40.0,9.0
5,0.6777777777777777,0.0,0.05,larger_means,24.0,17.0,132.0,80.0,181.0,13.0
5,0.6777777777777777,0.1,0.01,round_robin,26.0,18.0,120.0,80.0,45.0,9.0
5,0.6777777777777777,0.1,0.01,larger_means,25.0,17.0,124.0,81.0,79.0,16.0
5,0.6777777777777777,0.1,0.05,round_robin,24.0,17.0,118.0,83.0,50.0,9.0
5,0.6777777777777777,0.1,0.05,larger_means,24.0,17.0,127.0,86.0,162.0,10.0
5,0.6777777777777777,0.2,0.01,round_robin,26.0,19.0,119.0,80.0,50.0,9.0
5,0.6777777777777777,0.2,0.01,larger_means,26.0,19.0,123.0,82.0,98.0,11.0
5,0.6777777777777777,0.2,0.05,round_robin,25.0,18.0,119.0,80.0,50.0,9.0
5,0.6777777777777777,0.2,0.05,larger_means,28.0,17.0,129.0,83.0,74.0,13.0
5,0.6777777777777777,0.3,0.01,round_robin,26.0,16.0,121.0,82.0,60.0,9.0
5,0.6777777777777777,0.3,0.01,larger_means,22.0,16.0,123.0,90.0,136.0,11.0
5,0.6777777777777777,0.3,0.05,round_robin,22.0,17.0,120.0,83.0,65.0,9.0
5,0.6777777777777777,0.3,0.05,larger_means,26.0,22.0,123.0,83.0,77.0,6.0
5,0.7,0.0,0.01,round_robin,22.0,15.0,107.0,73.0,35.0,9.0
5,0.7,0.0,0.01,larger_means,22.0,15.0,108.0,75.0,101.0,10.0
5,0.7,0.0,0.05,round_robin,22.0,15.0,104.0,71.0,30.0,9.0
5,0.7,0.0,0.05,larger_means,21.0,14.0,113.0,78.0,123.0,14.0
5,0.7,0.1,0.01,round_robin,22.0,15.0,108.0,73.0,35.0,9.0
5,0.7,0.1,0.01,larger_means,23.0,16.0,114.0,77.0,161.0,10.0
5,0.7,0.1,0.05,round_robin,22.0,15.0,105.0,72.0,34.0,9.0
5,0.7,0.1,0.05,larger_means,22.0,15.0,118.0,78.0,68.0,9.0
5,0.7,0.2,0.01,round_robin,23.0,16.0,108.0,73.0,40.0,9.0
5,0.7,0.2,0.01,larger_means,23.0,16.0,114.0,75.0,96.0,10.0
5,0.7,0.2,0.05,round_robin,21.0,15.0,108.0,75.0,40.0,9.0
5,0.7,0.2,0.05,larger_means,22.0,15.0,123.0,82.0,81.0,6.0
5,0.7,0.3,0.01,round_robin,19.0,13.0,107.0,73.0,45.0,9.0
5,0.7,0.3,0.01,larger_means,21.0,14.0,113.0,74.0,96.0,9.0
5,0.7,0.3,0.05,round_robin,24.0,14.0,105.0,71.0,40.0,5.0
5,0.7,0.3,0.05,larger_means,18.0,13.0,114.0,80.0,95.0,11.0
