alt,n_bands,delta,method,bet,allocation,stopping_time,sample_size,run_time,worst_case_eta
0.5731578947368421,1,0.0,uinnsm_product,fixed_predictable,predictable_kelly,400,400.0,-0.3524014949798584,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,fixed_predictable,predictable_kelly,56,106.0,-1.0959947109222412,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-3.5093884468078613,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-35.32485103607178,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-177.32373118400574,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-0.7870097160339355,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-1.7339425086975098,[0.16666667 0.83333333]
0.5731578947368421,10,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-5.044267892837524,[0.05 0.95]
0.5731578947368421,100,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-47.84078526496887,[0.005 0.995]
0.5731578947368421,500,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-243.5004107952118,[0.001 0.999]
0.5731578947368421,1,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.07872414588928223,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.22035741806030273,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,agrapa,round_robin,52,52.0,-0.7632021903991699,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,agrapa,round_robin,28,28.0,-7.740799427032471,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,agrapa,round_robin,28,28.0,-38.674235582351685,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.3563516139984131,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-1.0900022983551025,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,agrapa,predictable_kelly,29,52.0,-3.6194419860839844,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,agrapa,predictable_kelly,28,50.0,-36.60737705230713,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,agrapa,predictable_kelly,28,50.0,-177.70708394050598,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,agrapa,greedy_kelly,400,400.0,-0.789578914642334,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,agrapa,greedy_kelly,400,400.0,-1.728900671005249,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,agrapa,greedy_kelly,52,52.0,-5.071823596954346,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,agrapa,greedy_kelly,28,28.0,-47.97380208969116,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,agrapa,greedy_kelly,28,28.0,-238.2451469898224,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,smooth_predictable,round_robin,310,310.0,-0.07446551322937012,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,smooth_predictable,round_robin,66,66.0,-0.21924686431884766,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,smooth_predictable,round_robin,47,47.0,-0.7331290245056152,[0.55 0.45]
0.5731578947368421,100,0.0,uinnsm_product,smooth_predictable,round_robin,43,43.0,-7.344074249267578,[0.505 0.495]
0.5731578947368421,500,0.0,uinnsm_product,smooth_predictable,round_robin,43,43.0,-36.68174147605896,[0.509 0.491]
0.5731578947368421,1,0.0,uinnsm_product,smooth_predictable,predictable_kelly,310,310.0,-0.35423803329467773,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,smooth_predictable,predictable_kelly,66,126.0,-1.0513989925384521,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,smooth_predictable,predictable_kelly,43,80.0,-3.5527446269989014,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,smooth_predictable,predictable_kelly,43,80.0,-35.21776580810547,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,smooth_predictable,predictable_kelly,43,80.0,-177.1260781288147,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,smooth_predictable,greedy_kelly,310,310.0,-0.8169639110565186,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,smooth_predictable,greedy_kelly,66,66.0,-1.7856130599975586,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,smooth_predictable,greedy_kelly,47,47.0,-5.216248035430908,[0.55 0.45]
0.5731578947368421,100,0.0,uinnsm_product,smooth_predictable,greedy_kelly,43,43.0,-49.27833938598633,[0.505 0.495]
0.5731578947368421,500,0.0,uinnsm_product,smooth_predictable,greedy_kelly,43,43.0,-244.7602002620697,[0.509 0.491]
0.5731578947368421,1,0.0,uinnsm_product,inverse,round_robin,400,400.0,-0.08349871635437012,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,inverse,round_robin,60,60.0,-0.23322033882141113,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,inverse,round_robin,43,43.0,-0.7767601013183594,[0.55 0.45]
0.5731578947368421,100,0.0,uinnsm_product,inverse,round_robin,40,40.0,-7.732741117477417,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,inverse,round_robin,40,40.0,-38.1087007522583,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,inverse,predictable_kelly,400,400.0,-0.3516995906829834,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,inverse,predictable_kelly,60,114.0,-1.3892486095428467,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,inverse,predictable_kelly,40,74.0,-3.6881589889526367,[0.45 0.55]
0.5731578947368421,100,0.0,uinnsm_product,inverse,predictable_kelly,40,74.0,-36.77900171279907,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,inverse,predictable_kelly,40,74.0,-181.79555249214172,[0.499 0.501]
0.5731578947368421,1,0.0,uinnsm_product,inverse,greedy_kelly,400,400.0,-0.78788161277771,[0.5 0.5]
0.5731578947368421,3,0.0,uinnsm_product,inverse,greedy_kelly,60,60.0,-1.7381434440612793,[0.5 0.5]
0.5731578947368421,10,0.0,uinnsm_product,inverse,greedy_kelly,43,43.0,-6.19269871711731,[0.55 0.45]
0.5731578947368421,100,0.0,uinnsm_product,inverse,greedy_kelly,40,40.0,-48.94106388092041,[0.495 0.505]
0.5731578947368421,500,0.0,uinnsm_product,inverse,greedy_kelly,40,40.0,-246.35361862182617,[0.499 0.501]
0.5731578947368421,1,0.0,lcb,fixed_predictable,round_robin,94,94,-18.893052339553833,
0.5731578947368421,3,0.0,lcb,fixed_predictable,round_robin,94,94,-18.415414333343506,
0.5731578947368421,10,0.0,lcb,fixed_predictable,round_robin,94,94,-21.857147455215454,
0.5731578947368421,100,0.0,lcb,fixed_predictable,round_robin,94,94,-18.23188281059265,
0.5731578947368421,500,0.0,lcb,fixed_predictable,round_robin,94,94,-19.484071016311646,
0.5731578947368421,1,0.0,lcb,fixed_predictable,predictable_kelly,,,-19.484071016311646,
0.5731578947368421,3,0.0,lcb,fixed_predictable,predictable_kelly,,,-19.484071016311646,
0.5731578947368421,10,0.0,lcb,fixed_predictable,predictable_kelly,,,-19.484071016311646,
0.5731578947368421,100,0.0,lcb,fixed_predictable,predictable_kelly,,,-19.484071016311646,
0.5731578947368421,500,0.0,lcb,fixed_predictable,predictable_kelly,,,-19.484071016311646,
0.5731578947368421,1,0.0,lcb,fixed_predictable,greedy_kelly,,,-19.484071016311646,
0.5731578947368421,3,0.0,lcb,fixed_predictable,greedy_kelly,,,-19.484071016311646,
0.5731578947368421,10,0.0,lcb,fixed_predictable,greedy_kelly,,,-19.484071016311646,
0.5731578947368421,100,0.0,lcb,fixed_predictable,greedy_kelly,,,-19.484071016311646,
0.5731578947368421,500,0.0,lcb,fixed_predictable,greedy_kelly,,,-19.484071016311646,
0.5731578947368421,1,0.0,lcb,agrapa,round_robin,51,51,-18.79783058166504,
0.5731578947368421,3,0.0,lcb,agrapa,round_robin,51,51,-18.462746381759644,
0.5731578947368421,10,0.0,lcb,agrapa,round_robin,51,51,-19.088566064834595,
0.5731578947368421,100,0.0,lcb,agrapa,round_robin,51,51,-18.36674213409424,
0.5731578947368421,500,0.0,lcb,agrapa,round_robin,51,51,-18.844285488128662,
0.5731578947368421,1,0.0,lcb,agrapa,predictable_kelly,,,-18.844285488128662,
0.5731578947368421,3,0.0,lcb,agrapa,predictable_kelly,,,-18.844285488128662,
0.5731578947368421,10,0.0,lcb,agrapa,predictable_kelly,,,-18.844285488128662,
0.5731578947368421,100,0.0,lcb,agrapa,predictable_kelly,,,-18.844285488128662,
0.5731578947368421,500,0.0,lcb,agrapa,predictable_kelly,,,-18.844285488128662,
0.5731578947368421,1,0.0,lcb,agrapa,greedy_kelly,,,-18.844285488128662,
0.5731578947368421,3,0.0,lcb,agrapa,greedy_kelly,,,-18.844285488128662,
0.5731578947368421,10,0.0,lcb,agrapa,greedy_kelly,,,-18.844285488128662,
0.5731578947368421,100,0.0,lcb,agrapa,greedy_kelly,,,-18.844285488128662,
0.5731578947368421,500,0.0,lcb,agrapa,greedy_kelly,,,-18.844285488128662,
0.5731578947368421,1,0.0,lcb,smooth_predictable,round_robin,83,83,-18.123998165130615,
0.5731578947368421,3,0.0,lcb,smooth_predictable,round_robin,83,83,-18.2976291179657,
0.5731578947368421,10,0.0,lcb,smooth_predictable,round_robin,83,83,-18.333496809005737,
0.5731578947368421,100,0.0,lcb,smooth_predictable,round_robin,83,83,-18.204936742782593,
0.5731578947368421,500,0.0,lcb,smooth_predictable,round_robin,83,83,-18.15901231765747,
0.5731578947368421,1,0.0,lcb,smooth_predictable,predictable_kelly,,,-18.15901231765747,
0.5731578947368421,3,0.0,lcb,smooth_predictable,predictable_kelly,,,-18.15901231765747,
0.5731578947368421,10,0.0,lcb,smooth_predictable,predictable_kelly,,,-18.15901231765747,
0.5731578947368421,100,0.0,lcb,smooth_predictable,predictable_kelly,,,-18.15901231765747,
0.5731578947368421,500,0.0,lcb,smooth_predictable,predictable_kelly,,,-18.15901231765747,
0.5731578947368421,1,0.0,lcb,smooth_predictable,greedy_kelly,,,-18.15901231765747,
0.5731578947368421,3,0.0,lcb,smooth_predictable,greedy_kelly,,,-18.15901231765747,
0.5731578947368421,10,0.0,lcb,smooth_predictable,greedy_kelly,,,-18.15901231765747,
0.5731578947368421,100,0.0,lcb,smooth_predictable,greedy_kelly,,,-18.15901231765747,
0.5731578947368421,500,0.0,lcb,smooth_predictable,greedy_kelly,,,-18.15901231765747,
0.5731578947368421,1,0.0,lcb,inverse,round_robin,77,77,-19.587437391281128,
0.5731578947368421,3,0.0,lcb,inverse,round_robin,77,77,-18.257683753967285,
0.5731578947368421,10,0.0,lcb,inverse,round_robin,77,77,-18.241244792938232,
0.5731578947368421,100,0.0,lcb,inverse,round_robin,77,77,-19.2094304561615,
0.5731578947368421,500,0.0,lcb,inverse,round_robin,77,77,-20.23817467689514,
0.5731578947368421,1,0.0,lcb,inverse,predictable_kelly,,,-20.23817467689514,
0.5731578947368421,3,0.0,lcb,inverse,predictable_kelly,,,-20.23817467689514,
0.5731578947368421,10,0.0,lcb,inverse,predictable_kelly,,,-20.23817467689514,
0.5731578947368421,100,0.0,lcb,inverse,predictable_kelly,,,-20.23817467689514,
0.5731578947368421,500,0.0,lcb,inverse,predictable_kelly,,,-20.23817467689514,
0.5731578947368421,1,0.0,lcb,inverse,greedy_kelly,,,-20.23817467689514,
0.5731578947368421,3,0.0,lcb,inverse,greedy_kelly,,,-20.23817467689514,
0.5731578947368421,10,0.0,lcb,inverse,greedy_kelly,,,-20.23817467689514,
0.5731578947368421,100,0.0,lcb,inverse,greedy_kelly,,,-20.23817467689514,
0.5731578947368421,500,0.0,lcb,inverse,greedy_kelly,,,-20.23817467689514,
0.5731578947368421,1,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.08258700370788574,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.25299549102783203,[0.5 0.5]
0.5731578947368421,10,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.7712938785552979,[0.65 0.35]
0.5731578947368421,100,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-7.949751615524292,[0.665 0.335]
0.5731578947368421,500,0.5,uinnsm_product,fixed_predictable,round_robin,400,400.0,-42.56807613372803,[0.661 0.339]
0.5731578947368421,1,0.5,uinnsm_product,fixed_predictable,predictable_kelly,347,347.0,-0.37801456451416016,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,fixed_predictable,predictable_kelly,237,400.0,-1.0815141201019287,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,fixed_predictable,predictable_kelly,48,90.0,-3.690222978591919,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-36.83430552482605,[0.245 0.755]
0.5731578947368421,500,0.5,uinnsm_product,fixed_predictable,predictable_kelly,47,88.0,-183.92366480827332,[0.249 0.751]
0.5731578947368421,1,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-0.7823348045349121,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-1.7226083278656006,[0.83333333 0.16666667]
0.5731578947368421,10,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-5.044723033905029,[0.95 0.05]
0.5731578947368421,100,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-47.801591634750366,[0.995 0.005]
0.5731578947368421,500,0.5,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-238.50912284851074,[0.999 0.001]
0.5731578947368421,1,0.5,uinnsm_product,agrapa,round_robin,400,400.0,-0.07518339157104492,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,agrapa,round_robin,400,400.0,-0.2233438491821289,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,agrapa,round_robin,44,44.0,-0.7671158313751221,[0.35 0.65]
0.5731578947368421,100,0.5,uinnsm_product,agrapa,round_robin,38,38.0,-7.40958833694458,[0.325 0.675]
0.5731578947368421,500,0.5,uinnsm_product,agrapa,round_robin,36,36.0,-36.686142683029175,[0.323 0.677]
0.5731578947368421,1,0.5,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.4043581485748291,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,agrapa,predictable_kelly,400,400.0,-1.0505247116088867,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,agrapa,predictable_kelly,47,88.0,-3.6315982341766357,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,agrapa,predictable_kelly,29,52.0,-35.426995515823364,[0.275 0.725]
0.5731578947368421,500,0.5,uinnsm_product,agrapa,predictable_kelly,28,50.0,-177.27628636360168,[0.275 0.725]
0.5731578947368421,1,0.5,uinnsm_product,agrapa,greedy_kelly,400,400.0,-0.7848618030548096,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,agrapa,greedy_kelly,400,400.0,-1.7386319637298584,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,agrapa,greedy_kelly,32,32.0,-5.110914468765259,[0.35 0.65]
0.5731578947368421,100,0.5,uinnsm_product,agrapa,greedy_kelly,27,27.0,-49.29244136810303,[0.275 0.725]
0.5731578947368421,500,0.5,uinnsm_product,agrapa,greedy_kelly,27,27.0,-245.1491003036499,[0.279 0.721]
0.5731578947368421,1,0.5,uinnsm_product,smooth_predictable,round_robin,400,400.0,-0.0923762321472168,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,smooth_predictable,round_robin,66,66.0,-0.2354142665863037,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,smooth_predictable,round_robin,48,48.0,-0.7658183574676514,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,smooth_predictable,round_robin,44,44.0,-7.7604968547821045,[0.295 0.705]
0.5731578947368421,500,0.5,uinnsm_product,smooth_predictable,round_robin,44,44.0,-37.8162727355957,[0.295 0.705]
0.5731578947368421,1,0.5,uinnsm_product,smooth_predictable,predictable_kelly,400,400.0,-0.35344362258911133,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,smooth_predictable,predictable_kelly,247,400.0,-1.0503618717193604,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,smooth_predictable,predictable_kelly,78,150.0,-3.556694746017456,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,smooth_predictable,predictable_kelly,45,84.0,-35.33191776275635,[0.255 0.745]
0.5731578947368421,500,0.5,uinnsm_product,smooth_predictable,predictable_kelly,44,82.0,-176.60412454605103,[0.257 0.743]
0.5731578947368421,1,0.5,uinnsm_product,smooth_predictable,greedy_kelly,400,400.0,-0.7884490489959717,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,smooth_predictable,greedy_kelly,188,188.0,-1.728271245956421,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,smooth_predictable,greedy_kelly,52,52.0,-5.052797317504883,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,smooth_predictable,greedy_kelly,42,42.0,-48.10898160934448,[0.265 0.735]
0.5731578947368421,500,0.5,uinnsm_product,smooth_predictable,greedy_kelly,42,42.0,-237.2577896118164,[0.253 0.747]
0.5731578947368421,1,0.5,uinnsm_product,inverse,round_robin,400,400.0,-0.07488870620727539,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,inverse,round_robin,56,56.0,-0.2201223373413086,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,inverse,round_robin,44,44.0,-0.7328252792358398,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,inverse,round_robin,40,40.0,-7.397073268890381,[0.285 0.715]
0.5731578947368421,500,0.5,uinnsm_product,inverse,round_robin,40,40.0,-36.865453481674194,[0.291 0.709]
0.5731578947368421,1,0.5,uinnsm_product,inverse,predictable_kelly,400,400.0,-0.3521552085876465,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,inverse,predictable_kelly,242,400.0,-1.0515310764312744,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,inverse,predictable_kelly,116,226.0,-3.5627281665802,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,inverse,predictable_kelly,42,78.0,-35.35628318786621,[0.255 0.745]
0.5731578947368421,500,0.5,uinnsm_product,inverse,predictable_kelly,40,74.0,-179.48538970947266,[0.257 0.743]
0.5731578947368421,1,0.5,uinnsm_product,inverse,greedy_kelly,400,400.0,-0.8110678195953369,[0.5 0.5]
0.5731578947368421,3,0.5,uinnsm_product,inverse,greedy_kelly,92,92.0,-1.7767987251281738,[0.16666667 0.83333333]
0.5731578947368421,10,0.5,uinnsm_product,inverse,greedy_kelly,47,47.0,-5.192549467086792,[0.25 0.75]
0.5731578947368421,100,0.5,uinnsm_product,inverse,greedy_kelly,39,39.0,-49.13335394859314,[0.255 0.745]
0.5731578947368421,500,0.5,uinnsm_product,inverse,greedy_kelly,39,39.0,-243.82041954994202,[0.255 0.745]
0.5731578947368421,1,0.5,lcb,fixed_predictable,round_robin,94,94,-18.28728723526001,
0.5731578947368421,3,0.5,lcb,fixed_predictable,round_robin,94,94,-18.443176984786987,
0.5731578947368421,10,0.5,lcb,fixed_predictable,round_robin,94,94,-18.453685998916626,
0.5731578947368421,100,0.5,lcb,fixed_predictable,round_robin,94,94,-18.330585956573486,
0.5731578947368421,500,0.5,lcb,fixed_predictable,round_robin,94,94,-18.299941062927246,
0.5731578947368421,1,0.5,lcb,fixed_predictable,predictable_kelly,,,-18.299941062927246,
0.5731578947368421,3,0.5,lcb,fixed_predictable,predictable_kelly,,,-18.299941062927246,
0.5731578947368421,10,0.5,lcb,fixed_predictable,predictable_kelly,,,-18.299941062927246,
0.5731578947368421,100,0.5,lcb,fixed_predictable,predictable_kelly,,,-18.299941062927246,
0.5731578947368421,500,0.5,lcb,fixed_predictable,predictable_kelly,,,-18.299941062927246,
0.5731578947368421,1,0.5,lcb,fixed_predictable,greedy_kelly,,,-18.299941062927246,
0.5731578947368421,3,0.5,lcb,fixed_predictable,greedy_kelly,,,-18.299941062927246,
0.5731578947368421,10,0.5,lcb,fixed_predictable,greedy_kelly,,,-18.299941062927246,
0.5731578947368421,100,0.5,lcb,fixed_predictable,greedy_kelly,,,-18.299941062927246,
0.5731578947368421,500,0.5,lcb,fixed_predictable,greedy_kelly,,,-18.299941062927246,
0.5731578947368421,1,0.5,lcb,agrapa,round_robin,51,51,-18.387247562408447,
0.5731578947368421,3,0.5,lcb,agrapa,round_robin,51,51,-18.277167320251465,
0.5731578947368421,10,0.5,lcb,agrapa,round_robin,51,51,-18.28872323036194,
0.5731578947368421,100,0.5,lcb,agrapa,round_robin,51,51,-18.256723165512085,
0.5731578947368421,500,0.5,lcb,agrapa,round_robin,51,51,-18.255045175552368,
0.5731578947368421,1,0.5,lcb,agrapa,predictable_kelly,,,-18.255045175552368,
0.5731578947368421,3,0.5,lcb,agrapa,predictable_kelly,,,-18.255045175552368,
0.5731578947368421,10,0.5,lcb,agrapa,predictable_kelly,,,-18.255045175552368,
0.5731578947368421,100,0.5,lcb,agrapa,predictable_kelly,,,-18.255045175552368,
0.5731578947368421,500,0.5,lcb,agrapa,predictable_kelly,,,-18.255045175552368,
0.5731578947368421,1,0.5,lcb,agrapa,greedy_kelly,,,-18.255045175552368,
0.5731578947368421,3,0.5,lcb,agrapa,greedy_kelly,,,-18.255045175552368,
0.5731578947368421,10,0.5,lcb,agrapa,greedy_kelly,,,-18.255045175552368,
0.5731578947368421,100,0.5,lcb,agrapa,greedy_kelly,,,-18.255045175552368,
0.5731578947368421,500,0.5,lcb,agrapa,greedy_kelly,,,-18.255045175552368,
0.5731578947368421,1,0.5,lcb,smooth_predictable,round_robin,81,81,-18.074050426483154,
0.5731578947368421,3,0.5,lcb,smooth_predictable,round_robin,81,81,-18.03999638557434,
0.5731578947368421,10,0.5,lcb,smooth_predictable,round_robin,81,81,-17.939900398254395,
0.5731578947368421,100,0.5,lcb,smooth_predictable,round_robin,81,81,-17.90796399116516,
0.5731578947368421,500,0.5,lcb,smooth_predictable,round_robin,81,81,-17.972862005233765,
0.5731578947368421,1,0.5,lcb,smooth_predictable,predictable_kelly,,,-17.972862005233765,
0.5731578947368421,3,0.5,lcb,smooth_predictable,predictable_kelly,,,-17.972862005233765,
0.5731578947368421,10,0.5,lcb,smooth_predictable,predictable_kelly,,,-17.972862005233765,
0.5731578947368421,100,0.5,lcb,smooth_predictable,predictable_kelly,,,-17.972862005233765,
0.5731578947368421,500,0.5,lcb,smooth_predictable,predictable_kelly,,,-17.972862005233765,
0.5731578947368421,1,0.5,lcb,smooth_predictable,greedy_kelly,,,-17.972862005233765,
0.5731578947368421,3,0.5,lcb,smooth_predictable,greedy_kelly,,,-17.972862005233765,
0.5731578947368421,10,0.5,lcb,smooth_predictable,greedy_kelly,,,-17.972862005233765,
0.5731578947368421,100,0.5,lcb,smooth_predictable,greedy_kelly,,,-17.972862005233765,
0.5731578947368421,500,0.5,lcb,smooth_predictable,greedy_kelly,,,-17.972862005233765,
0.5731578947368421,1,0.5,lcb,inverse,round_robin,75,75,-18.343526363372803,
0.5731578947368421,3,0.5,lcb,inverse,round_robin,75,75,-18.198012590408325,
0.5731578947368421,10,0.5,lcb,inverse,round_robin,75,75,-18.067386865615845,
0.5731578947368421,100,0.5,lcb,inverse,round_robin,75,75,-18.0747172832489,
0.5731578947368421,500,0.5,lcb,inverse,round_robin,75,75,-18.161433219909668,
0.5731578947368421,1,0.5,lcb,inverse,predictable_kelly,,,-18.161433219909668,
0.5731578947368421,3,0.5,lcb,inverse,predictable_kelly,,,-18.161433219909668,
0.5731578947368421,10,0.5,lcb,inverse,predictable_kelly,,,-18.161433219909668,
0.5731578947368421,100,0.5,lcb,inverse,predictable_kelly,,,-18.161433219909668,
0.5731578947368421,500,0.5,lcb,inverse,predictable_kelly,,,-18.161433219909668,
0.5731578947368421,1,0.5,lcb,inverse,greedy_kelly,,,-18.161433219909668,
0.5731578947368421,3,0.5,lcb,inverse,greedy_kelly,,,-18.161433219909668,
0.5731578947368421,10,0.5,lcb,inverse,greedy_kelly,,,-18.161433219909668,
0.5731578947368421,100,0.5,lcb,inverse,greedy_kelly,,,-18.161433219909668,
0.5731578947368421,500,0.5,lcb,inverse,greedy_kelly,,,-18.161433219909668,
0.5857894736842105,1,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.07718753814697266,[0.5 0.5]
0.5857894736842105,3,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.2199082374572754,[0.83333333 0.16666667]
0.5857894736842105,10,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-0.7360992431640625,[0.95 0.05]
0.5857894736842105,100,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-7.490880489349365,[0.945 0.055]
0.5857894736842105,500,0.0,uinnsm_product,fixed_predictable,round_robin,400,400.0,-37.23268938064575,[0.945 0.055]
0.5857894736842105,1,0.0,uinnsm_product,fixed_predictable,predictable_kelly,400,400.0,-0.35303425788879395,[0.5 0.5]
0.5857894736842105,3,0.0,uinnsm_product,fixed_predictable,predictable_kelly,48,90.0,-1.0540742874145508,[0.5 0.5]
0.5857894736842105,10,0.0,uinnsm_product,fixed_predictable,predictable_kelly,41,76.0,-3.551527500152588,[0.45 0.55]
0.5857894736842105,100,0.0,uinnsm_product,fixed_predictable,predictable_kelly,41,76.0,-35.32756853103638,[0.495 0.505]
0.5857894736842105,500,0.0,uinnsm_product,fixed_predictable,predictable_kelly,41,76.0,-176.7904498577118,[0.499 0.501]
0.5857894736842105,1,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-0.7840440273284912,[0.5 0.5]
0.5857894736842105,3,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-1.7304234504699707,[0.16666667 0.83333333]
0.5857894736842105,10,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-5.0337300300598145,[0.05 0.95]
0.5857894736842105,100,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-48.2400586605072,[0.005 0.995]
0.5857894736842105,500,0.0,uinnsm_product,fixed_predictable,greedy_kelly,400,400.0,-244.5807158946991,[0.001 0.999]
0.5857894736842105,1,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.08169794082641602,[0.5 0.5]
0.5857894736842105,3,0.0,uinnsm_product,agrapa,round_robin,400,400.0,-0.23160696029663086,[0.5 0.5]
0.5857894736842105,10,0.0,uinnsm_product,agrapa,round_robin,46,46.0,-0.7703342437744141,[0.45 0.55]
0.5857894736842105,100,0.0,uinnsm_product,agrapa,round_robin,24,24.0,-7.692512035369873,[0.495 0.505]
0.5857894736842105,500,0.0,uinnsm_product,agrapa,round_robin,24,24.0,-38.52077078819275,[0.499 0.501]
0.5857894736842105,1,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-0.3704683780670166,[0.5 0.5]
0.5857894736842105,3,0.0,uinnsm_product,agrapa,predictable_kelly,400,400.0,-1.0758209228515625,[0.5 0.5]
